STD_YYYYMM,SIDO,비염환자(질병),아토피환자(질병),천식환자(질병),평균기온(기후),상대습도(기후),증기압(기후),최고기온(기후),최저기온(기후),풍속(기후),미세먼지,미세먼지(농도),미세먼지(농도80),초미세먼지,초미세먼지(농도),초미세먼지(농도35),아황산가스,아황산가스(농도0.05),아황산가스(농도),이산화질소,이산화질소(농도0.06),이산화질소(농도0.03),이산화질소(농도),일산화탄소,일산화탄소(농도9),일산화탄소(농도),차량수,구리(중금속),구리(농도),납(중금속),납(농도0.5),납(농도),니켈(중금속),니켈(농도),망간(중금속),망간(농도),비소(중금속),비소(농도),철(중금속),철(농도),카드뮴(중금속),카드뮴(농도),크롬(중금속),크롬(농도),비염환자(질병)_코로나증감폭,아토피환자(질병)_코로나증감폭,천식환자(질병)_코로나증감폭,평균기온(기후)_코로나증감폭,상대습도(기후)_코로나증감폭,증기압(기후)_코로나증감폭,최고기온(기후)_코로나증감폭,최저기온(기후)_코로나증감폭,풍속(기후)_코로나증감폭,미세먼지_코로나증감폭,초미세먼지_코로나증감폭,아황산가스_코로나증감폭,이산화질소_코로나증감폭,일산화탄소_코로나증감폭,구리(중금속)_코로나증감폭,납(중금속)_코로나증감폭,니켈(중금속)_코로나증감폭,망간(중금속)_코로나증감폭,비소(중금속)_코로나증감폭,철(중금속)_코로나증감폭,카드뮴(중금속)_코로나증감폭,크롬(중금속)_코로나증감폭
202008,경기도,252269,48812,23073,25.8,91.0,29.9,29.6,23.1,1.5,22.93,좋음,좋음,12.42,좋음,좋음,0.003,좋음,좋음,0.01,좋음,좋음,좋음,0.339,좋음,좋음,5917648.0,0.0266,나쁨,0.0077,좋음,좋음,0.0027,좋음,0.0119,좋음,0.0016,좋음,0.2474,좋음,0.0003,좋음,0.0019,좋음,-37,10,-54,0,11,10,-1,5,-8,-19,-21,-25,-22,-9,-28,-29,-52,-45,-24,-28,-30,-50
202009,경기도,460680,49817,31020,19.9,81.4,18.7,25.3,15.9,1.5,21.52,좋음,좋음,10.94,좋음,좋음,0.003,좋음,좋음,0.013,좋음,좋음,좋음,0.377,좋음,좋음,5943551.0,0.0139,좋음,0.0168,좋음,좋음,0.0024,좋음,0.0145,좋음,0.0073,나쁨,0.3767,좋음,0.0007,좋음,0.002,좋음,-37,10,-54,0,11,10,-1,5,-8,-19,-21,-25,-22,-9,-28,-29,-52,-45,-24,-28,-30,-50
202010,경기도,429016,46835,31887,12.4,72.4,10.3,19.6,6.3,1.1,37.45,좋음,좋음,18.25,좋음,좋음,0.003,좋음,좋음,0.021,좋음,좋음,나쁨,0.458,좋음,좋음,5963358.0,0.0245,나쁨,0.0376,좋음,나쁨,0.0025,좋음,0.0189,좋음,0.0095,나쁨,0.8165,나쁨,0.0011,나쁨,0.0027,좋음,-37,10,-54,0,11,10,-1,5,-8,-19,-21,-25,-22,-9,-28,-29,-52,-45,-24,-28,-30,-50
202011,경기도,420321,40524,32853,6.6,70.6,7.2,12.8,1.2,1.3,44.35,나쁨,좋음,24.91,나쁨,좋음,0.003,좋음,좋음,0.026,좋음,좋음,나쁨,0.523,좋음,나쁨,5984827.0,0.0332,나쁨,0.0375,좋음,나쁨,0.0036,좋음,0.0236,좋음,0.0082,나쁨,0.8975,나쁨,0.0014,나쁨,0.0038,나쁨,-37,10,-54,0,11,10,-1,5,-8,-19,-21,-25,-22,-9,-28,-29,-52,-45,-24,-28,-30,-50
202012,경기도,245860,42806,24390,-1.8,64.4,3.7,3.9,-6.7,1.3,45.65,나쁨,좋음,28.66,나쁨,좋음,0.004,좋음,좋음,0.027,좋음,좋음,나쁨,0.571,좋음,나쁨,6004126.0,0.0127,좋음,0.0244,좋음,나쁨,0.0016,좋음,0.0135,좋음,0.004,좋음,0.4952,좋음,0.0008,좋음,0.0028,좋음,-37,10,-54,0,11,10,-1,5,-8,-19,-21,-25,-22,-9,-28,-29,-52,-45,-24,-28,-30,-50
202101,경기도,192692,39529,19830,-3.7,65.0,3.5,2.2,-9.4,1.4,41.33,좋음,좋음,22.06,나쁨,좋음,0.003,좋음,좋음,0.025,좋음,좋음,나쁨,0.55,좋음,나쁨,6029375.0,0.0283,나쁨,0.0304,좋음,나쁨,0.0036,좋음,0.0236,좋음,0.0037,좋음,1.3057,나쁨,0.0012,나쁨,0.0028,좋음,-37,10,-54,0,11,10,-1,5,-8,-19,-21,-25,-22,-9,-28,-29,-52,-45,-24,-28,-30,-50
202102,경기도,229200,40195,20356,1.6,60.2,4.4,8.1,-4.5,1.8,51.16,나쁨,좋음,30.0,나쁨,좋음,0.004,좋음,좋음,0.024,좋음,좋음,나쁨,0.529,좋음,나쁨,6044759.0,0.0225,나쁨,0.0263,좋음,나쁨,0.0021,좋음,0.0109,좋음,0.0027,좋음,0.5169,좋음,0.0011,나쁨,0.0014,좋음,-37,10,-54,0,11,10,-1,5,-8,-19,-21,-25,-22,-9,-28,-29,-52,-45,-24,-28,-30,-50
202103,경기도,462138,45962,31648,7.9,68.6,7.0,14.9,1.8,1.5,70.32,나쁨,좋음,32.5,나쁨,좋음,0.003,좋음,좋음,0.024,좋음,좋음,나쁨,0.497,좋음,나쁨,6055860.0,0.0445,나쁨,0.0478,좋음,나쁨,0.0043,나쁨,0.0154,좋음,0.007,나쁨,0.872,나쁨,0.0018,나쁨,0.0022,좋음,-37,10,-54,0,11,10,-1,5,-8,-19,-21,-25,-22,-9,-28,-29,-52,-45,-24,-28,-30,-50
202104,경기도,470985,49274,35291,13.2,60.6,8.7,19.8,6.9,1.7,45.67,나쁨,좋음,18.39,좋음,좋음,0.003,좋음,좋음,0.018,좋음,좋음,좋음,0.383,좋음,좋음,6072288.0,0.0449,나쁨,0.0334,좋음,나쁨,0.0036,좋음,0.0222,좋음,0.0074,나쁨,0.7348,나쁨,0.0008,좋음,0.0041,나쁨,-37,10,-54,0,11,10,-1,5,-8,-19,-21,-25,-22,-9,-28,-29,-52,-45,-24,-28,-30,-50
202105,경기도,303718,45137,29599,16.1,76.4,13.6,22.0,10.8,1.5,62.87,나쁨,좋음,20.44,좋음,좋음,0.003,좋음,좋음,0.014,좋음,좋음,좋음,0.384,좋음,좋음,6087478.0,0.0374,나쁨,0.0223,좋음,나쁨,0.0037,좋음,0.0233,좋음,0.0053,나쁨,0.6389,나쁨,0.0016,나쁨,0.0038,나쁨,-37,10,-54,0,11,10,-1,5,-8,-19,-21,-25,-22,-9,-28,-29,-52,-45,-24,-28,-30,-50
202106,경기도,272110,49313,25350,21.8,80.4,20.5,27.4,17.3,1.3,36.03,좋음,좋음,20.12,좋음,좋음,0.003,좋음,좋음,0.014,좋음,좋음,좋음,0.413,좋음,좋음,6107399.0,0.0372,나쁨,0.0214,좋음,좋음,0.0039,나쁨,0.0304,좋음,0.0024,좋음,0.722,나쁨,0.0021,나쁨,0.0046,나쁨,-37,10,-54,0,11,10,-1,5,-8,-19,-21,-25,-22,-9,-28,-29,-52,-45,-24,-28,-30,-50
202107,경기도,226531,52400,19517,26.6,81.4,27.7,31.8,22.5,1.2,25.5,좋음,좋음,14.13,좋음,좋음,0.003,좋음,좋음,0.011,좋음,좋음,좋음,0.355,좋음,좋음,6127039.0,0.0427,나쁨,0.0085,좋음,좋음,0.002,좋음,0.0151,좋음,0.0015,좋음,0.3164,좋음,0.0003,좋음,0.0026,좋음,-37,10,-54,0,11,10,-1,5,-8,-19,-21,-25,-22,-9,-28,-29,-52,-45,-24,-28,-30,-50
202108,경기도,247157,49021,20641,24.7,83.0,25.4,29.4,21.0,1.2,23.94,좋음,좋음,12.25,좋음,좋음,0.003,좋음,좋음,0.011,좋음,좋음,좋음,0.397,좋음,좋음,6145247.0,0.0129,좋음,0.0104,좋음,좋음,0.0018,좋음,0.0123,좋음,0.0042,나쁨,0.322,좋음,0.0003,좋음,0.0023,좋음,-37,10,-54,0,11,10,-1,5,-8,-19,-21,-25,-22,-9,-28,-29,-52,-45,-24,-28,-30,-50
202109,경기도,527567,48981,29804,21.2,80.4,19.8,26.6,16.9,1.3,17.04,좋음,좋음,7.47,좋음,좋음,0.003,좋음,좋음,0.011,좋음,좋음,좋음,0.397,좋음,좋음,6159671.0,0.0095,좋음,0.0107,좋음,좋음,0.0014,좋음,0.0117,좋음,0.0017,좋음,0.2566,좋음,0.0003,좋음,0.0017,좋음,-37,10,-54,0,11,10,-1,5,-8,-19,-21,-25,-22,-9,-28,-29,-52,-45,-24,-28,-30,-50
202110,경기도,474753,48404,35900,14.1,79.2,13.5,20.3,9.2,1.1,29.88,좋음,좋음,14.46,좋음,좋음,0.003,좋음,좋음,0.018,좋음,좋음,좋음,0.421,좋음,좋음,6172022.0,0.0118,좋음,0.0133,좋음,좋음,0.0017,좋음,0.0181,좋음,0.0053,나쁨,0.438,좋음,0.0004,좋음,0.0022,좋음,-37,10,-54,0,11,10,-1,5,-8,-19,-21,-25,-22,-9,-28,-29,-52,-45,-24,-28,-30,-50
202111,경기도,582138,43184,46151,6.7,75.4,7.5,13.2,1.4,1.2,47.36,나쁨,좋음,27.17,나쁨,좋음,0.003,좋음,좋음,0.025,좋음,좋음,나쁨,0.521,좋음,나쁨,6187925.0,0.0267,나쁨,0.0132,좋음,좋음,0.0013,좋음,0.0114,좋음,0.003,좋음,0.2818,좋음,0.0004,좋음,0.0019,좋음,-37,10,-54,0,11,10,-1,5,-8,-19,-21,-25,-22,-9,-28,-29,-52,-45,-24,-28,-30,-50
202112,경기도,374798,44605,33654,-0.6,67.6,4.3,5.0,-5.5,1.4,40.61,좋음,좋음,24.19,나쁨,좋음,0.003,좋음,좋음,0.025,좋음,좋음,나쁨,0.548,좋음,나쁨,6204452.0,0.0403,나쁨,0.0333,좋음,나쁨,0.0046,나쁨,0.0357,나쁨,0.0064,나쁨,0.8171,나쁨,0.0017,나쁨,0.0071,나쁨,-37,10,-54,0,11,10,-1,5,-8,-19,-21,-25,-22,-9,-28,-29,-52,-45,-24,-28,-30,-50
202201,경기도,365642,45401,34648,-3.4,61.8,3.0,2.8,-9.3,1.2,45.6,나쁨,좋음,30.35,나쁨,좋음,0.003,좋음,좋음,0.028,좋음,좋음,나쁨,0.58,좋음,나쁨,6222390.0,0.0336,나쁨,0.0329,좋음,나쁨,0.0024,좋음,0.0217,좋음,0.0061,나쁨,0.5923,나쁨,0.0013,나쁨,0.0041,나쁨,-37,10,-54,0,11,10,-1,5,-8,-19,-21,-25,-22,-9,-28,-29,-52,-45,-24,-28,-30,-50
202202,경기도,447683,41034,29945,-2.0,57.2,3.1,4.4,-8.0,1.8,41.63,좋음,좋음,26.45,나쁨,좋음,0.003,좋음,좋음,0.022,좋음,좋음,나쁨,0.467,좋음,나쁨,6232987.0,0.0364,나쁨,0.0363,좋음,나쁨,0.0033,좋음,0.0237,좋음,0.0053,나쁨,0.6131,나쁨,0.0011,나쁨,0.0045,나쁨,-37,10,-54,0,11,10,-1,5,-8,-19,-21,-25,-22,-9,-28,-29,-52,-45,-24,-28,-30,-50
202203,경기도,671113,40071,41880,6.6,67.0,6.6,13.1,0.8,1.6,45.1,나쁨,좋음,23.48,나쁨,좋음,0.002,좋음,좋음,0.021,좋음,좋음,나쁨,0.421,좋음,좋음,6249722.0,0.0471,나쁨,0.0316,좋음,나쁨,0.0043,나쁨,0.0271,좋음,0.0061,나쁨,0.8866,나쁨,0.0008,좋음,0.0051,나쁨,-37,10,-54,0,11,10,-1,5,-8,-19,-21,-25,-22,-9,-28,-29,-52,-45,-24,-28,-30,-50
202204,경기도,535281,50672,45170,13.4,59.6,9.0,20.8,6.9,1.7,46.69,나쁨,좋음,21.78,나쁨,좋음,0.002,좋음,좋음,0.016,좋음,좋음,좋음,0.353,좋음,좋음,6267959.0,0.016,나쁨,0.011,좋음,좋음,0.0016,좋음,0.0104,좋음,0.0023,좋음,0.3728,좋음,0.0003,좋음,0.0016,좋음,-37,10,-54,0,11,10,-1,5,-8,-19,-21,-25,-22,-9,-28,-29,-52,-45,-24,-28,-30,-50
202205,경기도,381107,49696,38103,17.7,61.4,11.9,24.8,10.8,1.7,34.93,좋음,좋음,17.12,좋음,좋음,0.002,좋음,좋음,0.013,좋음,좋음,좋음,0.317,좋음,좋음,6282930.0,0.0302,나쁨,0.0181,좋음,좋음,0.0024,좋음,0.0131,좋음,0.0055,나쁨,0.4989,좋음,0.0006,좋음,0.0026,좋음,-37,10,-54,0,11,10,-1,5,-8,-19,-21,-25,-22,-9,-28,-29,-52,-45,-24,-28,-30,-50
202206,경기도,325220,43892,35764,22.2,76.2,20.2,27.1,18.0,1.6,22.97,좋음,좋음,12.56,좋음,좋음,0.002,좋음,좋음,0.01,좋음,좋음,좋음,0.287,좋음,좋음,6296728.0,0.0216,나쁨,0.0079,좋음,좋음,0.0018,좋음,0.009,좋음,0.0017,좋음,0.2556,좋음,0.0003,좋음,0.002,좋음,-37,10,-54,0,11,10,-1,5,-8,-19,-21,-25,-22,-9,-28,-29,-52,-45,-24,-28,-30,-50
202207,경기도,417556,48879,33667,26.1,83.4,27.7,30.6,22.5,1.2,24.17,좋음,좋음,14.31,좋음,좋음,0.002,좋음,좋음,0.01,좋음,좋음,좋음,0.328,좋음,좋음,6312915.0,0.0104,좋음,0.0083,좋음,좋음,0.0016,좋음,0.0093,좋음,0.0024,좋음,0.1999,좋음,0.0003,좋음,0.0015,좋음,-37,10,-54,0,11,10,-1,5,-8,-19,-21,-25,-22,-9,-28,-29,-52,-45,-24,-28,-30,-50
202208,경기도,446924,49482,34797,24.7,86.6,26.9,28.6,21.7,1.3,20.03,좋음,좋음,10.12,좋음,좋음,0.002,좋음,좋음,0.01,좋음,좋음,좋음,0.314,좋음,좋음,6319406.0,0.0295,나쁨,0.0161,좋음,좋음,0.0018,좋음,0.0114,좋음,0.0049,나쁨,0.2175,좋음,0.0006,좋음,0.0022,좋음,-37,10,-54,0,11,10,-1,5,-8,-19,-21,-25,-22,-9,-28,-29,-52,-45,-24,-28,-30,-50
202209,경기도,630189,46516,51567,20.5,77.8,18.5,26.7,15.7,1.1,22.94,좋음,좋음,11.47,좋음,좋음,0.002,좋음,좋음,0.012,좋음,좋음,좋음,0.303,좋음,좋음,6334553.0,0.0196,나쁨,0.0135,좋음,좋음,0.0045,나쁨,0.0141,좋음,0.003,좋음,0.3463,좋음,0.0007,좋음,0.0022,좋음,-37,10,-54,0,11,10,-1,5,-8,-19,-21,-25,-22,-9,-28,-29,-52,-45,-24,-28,-30,-50
202210,경기도,591479,42523,51540,12.9,77.2,11.5,19.4,7.7,1.0,27.97,좋음,좋음,15.44,좋음,좋음,0.002,좋음,좋음,0.017,좋음,좋음,좋음,0.339,좋음,좋음,6346842.0,0.0216,나쁨,0.0142,좋음,좋음,0.002,좋음,0.0164,좋음,0.0036,좋음,0.3964,좋음,0.0004,좋음,0.0036,나쁨,-37,10,-54,0,11,10,-1,5,-8,-19,-21,-25,-22,-9,-28,-29,-52,-45,-24,-28,-30,-50
202211,경기도,550174,39742,45885,8.2,72.6,8.0,15.1,2.4,1.0,42.87,나쁨,좋음,24.94,나쁨,좋음,0.002,좋음,좋음,0.024,좋음,좋음,나쁨,0.445,좋음,좋음,6363121.0,0.0395,나쁨,0.0236,좋음,나쁨,0.0045,나쁨,0.0391,나쁨,0.005,나쁨,0.8219,나쁨,0.0008,좋음,0.0056,나쁨,-37,10,-54,0,11,10,-1,5,-8,-19,-21,-25,-22,-9,-28,-29,-52,-45,-24,-28,-30,-50
202212,경기도,595689,41709,41852,-4.6,67.8,3.1,0.9,-9.5,1.1,39.32,좋음,좋음,22.12,나쁨,좋음,0.002,좋음,좋음,0.025,좋음,좋음,나쁨,0.458,좋음,좋음,6378632.0,0.0252,나쁨,0.0298,좋음,나쁨,0.0024,좋음,0.0222,좋음,0.0125,나쁨,0.5585,좋음,0.0009,나쁨,0.0033,좋음,-37,10,-54,0,11,10,-1,5,-8,-19,-21,-25,-22,-9,-28,-29,-52,-45,-24,-28,-30,-50
201501,충청북도,60750,4184,11183,-1.6,67.5,3.8,3.7,-6.4,1.3,56.5,나쁨,좋음,28.3064,좋음,좋음,0.007,좋음,나쁨,0.033,좋음,나쁨,나쁨,0.9,좋음,나쁨,702952.0,0.0146,좋음,0.0483,좋음,나쁨,0.003,좋음,0.0188,좋음,0.0061,나쁨,0.5162,좋음,0.0018,나쁨,0.0023,좋음,-35,-1,-57,1,8,8,-1,5,-10,-18,-23,-28,-33,-12,-46,-41,75,-29,-20,-20,-10,-33
201502,충청북도,64499,3953,11763,0.5,61.0,4.0,6.2,-4.3,1.7,79.0,나쁨,좋음,31.9045,좋음,좋음,0.007,좋음,나쁨,0.027,좋음,좋음,나쁨,0.775,좋음,나쁨,704923.0,0.0127,좋음,0.0424,좋음,나쁨,0.0024,좋음,0.0252,좋음,0.0056,나쁨,0.6141,나쁨,0.001,나쁨,0.0022,좋음,-35,-1,-57,1,8,8,-1,5,-10,-18,-23,-28,-33,-12,-46,-41,75,-29,-20,-20,-10,-33
201503,충청북도,86527,4901,15478,5.6,47.0,4.2,13.3,-1.6,1.8,72.25,나쁨,좋음,31.0836,좋음,좋음,0.007,좋음,나쁨,0.029,좋음,좋음,나쁨,0.7,좋음,나쁨,707631.0,0.0092,좋음,0.0228,좋음,나쁨,0.0018,좋음,0.0244,좋음,0.0034,좋음,0.6613,나쁨,0.0006,좋음,0.0008,좋음,-35,-1,-57,1,8,8,-1,5,-10,-18,-23,-28,-33,-12,-46,-41,75,-29,-20,-20,-10,-33
201504,충청북도,69102,4449,14665,12.2,61.2,8.2,18.8,6.0,1.7,41.75,좋음,좋음,27.0,나쁨,좋음,0.004,좋음,좋음,0.021,좋음,좋음,나쁨,0.45,좋음,좋음,710527.0,0.0116,좋음,0.0176,좋음,좋음,0.0035,좋음,0.0253,좋음,0.0034,좋음,0.5272,좋음,0.0008,좋음,0.0012,좋음,-35,-1,-57,1,8,8,-1,5,-10,-18,-23,-28,-33,-12,-46,-41,75,-29,-20,-20,-10,-33
201505,충청북도,51539,5305,12136,18.3,54.5,10.7,25.8,10.8,1.6,49.75,나쁨,좋음,32.0,나쁨,좋음,0.004,좋음,좋음,0.019,좋음,좋음,나쁨,0.425,좋음,좋음,712730.0,0.0128,좋음,0.0217,좋음,좋음,0.0107,나쁨,0.0372,나쁨,0.0018,좋음,0.7641,나쁨,0.0008,좋음,0.0019,좋음,-35,-1,-57,1,8,8,-1,5,-10,-18,-23,-28,-33,-12,-46,-41,75,-29,-20,-20,-10,-33
201506,충청북도,35212,4136,7900,22.4,60.0,15.5,28.8,16.8,1.5,38.25,좋음,좋음,27.0,나쁨,좋음,0.002,좋음,좋음,0.017,좋음,좋음,좋음,0.4,좋음,좋음,716042.0,0.012,좋음,0.0169,좋음,좋음,0.0069,나쁨,0.0268,좋음,0.0022,좋음,0.5764,좋음,0.0007,좋음,0.0026,좋음,-35,-1,-57,1,8,8,-1,5,-10,-18,-23,-28,-33,-12,-46,-41,75,-29,-20,-20,-10,-33
201507,충청북도,35057,5213,7399,24.4,72.8,22.0,29.2,20.6,1.6,29.33,좋음,좋음,17.0,좋음,좋음,0.002,좋음,좋음,0.012,좋음,좋음,좋음,0.3,좋음,좋음,718337.0,0.0095,좋음,0.0064,좋음,좋음,0.005,나쁨,0.0135,좋음,0.0014,좋음,0.274,좋음,0.0006,좋음,0.0008,좋음,-35,-1,-57,1,8,8,-1,5,-10,-18,-23,-28,-33,-12,-46,-41,75,-29,-20,-20,-10,-33
201508,충청북도,47601,5015,9855,24.9,73.2,22.4,30.5,20.7,1.3,30.75,좋음,좋음,21.0,좋음,좋음,0.002,좋음,좋음,0.013,좋음,좋음,좋음,0.325,좋음,좋음,720134.0,0.012,좋음,0.0092,좋음,좋음,0.0062,나쁨,0.0116,좋음,0.0012,좋음,0.2568,좋음,0.0005,좋음,0.0012,좋음,-35,-1,-57,1,8,8,-1,5,-10,-18,-23,-28,-33,-12,-46,-41,75,-29,-20,-20,-10,-33
201509,충청북도,90776,4119,14538,19.6,67.2,14.6,26.6,13.7,1.3,23.0,좋음,좋음,17.0,좋음,좋음,0.002,좋음,좋음,0.015,좋음,좋음,좋음,0.3,좋음,좋음,722885.0,0.0072,좋음,0.0078,좋음,좋음,0.0092,나쁨,0.0146,좋음,0.0012,좋음,0.1934,좋음,0.0006,좋음,0.0008,좋음,-35,-1,-57,1,8,8,-1,5,-10,-18,-23,-28,-33,-12,-46,-41,75,-29,-20,-20,-10,-33
201510,충청북도,72531,3981,13385,13.3,68.2,10.1,20.9,7.1,1.3,47.5,나쁨,좋음,37.0,나쁨,나쁨,0.003,좋음,좋음,0.02,좋음,좋음,나쁨,0.475,좋음,나쁨,725266.0,0.0194,나쁨,0.0224,좋음,나쁨,0.0069,나쁨,0.0266,좋음,0.0026,좋음,0.5146,좋음,0.0011,나쁨,0.0023,좋음,-35,-1,-57,1,8,8,-1,5,-10,-18,-23,-28,-33,-12,-46,-41,75,-29,-20,-20,-10,-33
201511,충청북도,67485,3633,13539,8.6,77.0,8.8,12.7,4.9,1.4,35.75,좋음,좋음,33.0,나쁨,좋음,0.003,좋음,좋음,0.022,좋음,좋음,나쁨,0.575,좋음,나쁨,727911.0,0.0111,좋음,0.0138,좋음,좋음,0.013,나쁨,0.0233,좋음,0.0016,좋음,0.2811,좋음,0.0006,좋음,0.0022,좋음,-35,-1,-57,1,8,8,-1,5,-10,-18,-23,-28,-33,-12,-46,-41,75,-29,-20,-20,-10,-33
201512,충청북도,80421,4122,16056,1.2,70.2,4.8,6.3,-3.3,1.2,51.5,나쁨,좋음,33.2,나쁨,좋음,0.005,좋음,나쁨,0.025,좋음,좋음,나쁨,0.825,좋음,나쁨,730069.0,0.022,나쁨,0.0356,좋음,나쁨,0.0305,나쁨,0.0455,나쁨,0.005,나쁨,0.5873,나쁨,0.0022,나쁨,0.0035,좋음,-35,-1,-57,1,8,8,-1,5,-10,-18,-23,-28,-33,-12,-46,-41,75,-29,-20,-20,-10,-33
201601,충청북도,75621,4480,11826,-3.3,60.2,3.1,2.0,-8.2,1.5,51.25,나쁨,좋음,33.2,나쁨,좋음,0.006,좋음,나쁨,0.024,좋음,좋음,나쁨,0.825,좋음,나쁨,733365.0,0.0128,좋음,0.0344,좋음,나쁨,0.0047,나쁨,0.0208,좋음,0.0054,나쁨,0.4716,좋음,0.0012,나쁨,0.001,좋음,-35,-1,-57,1,8,8,-1,5,-10,-18,-23,-28,-33,-12,-46,-41,75,-29,-20,-20,-10,-33
201602,충청북도,77561,4001,13065,-0.2,57.5,3.6,5.6,-5.8,1.6,48.0,나쁨,좋음,27.4,나쁨,좋음,0.006,좋음,나쁨,0.022,좋음,좋음,나쁨,0.75,좋음,나쁨,735370.0,0.0161,나쁨,0.024,좋음,나쁨,0.0038,나쁨,0.0154,좋음,0.0036,좋음,0.355,좋음,0.0008,좋음,0.0028,좋음,-35,-1,-57,1,8,8,-1,5,-10,-18,-23,-28,-33,-12,-46,-41,75,-29,-20,-20,-10,-33
201603,충청북도,76728,4745,14260,6.0,52.8,4.9,13.0,-0.5,1.4,63.25,나쁨,좋음,34.0,나쁨,좋음,0.005,좋음,나쁨,0.023,좋음,좋음,나쁨,0.65,좋음,나쁨,738756.0,0.0127,좋음,0.0266,좋음,나쁨,0.004,나쁨,0.0293,좋음,0.0059,나쁨,0.5188,좋음,0.0008,좋음,0.002,좋음,-35,-1,-57,1,8,8,-1,5,-10,-18,-23,-28,-33,-12,-46,-41,75,-29,-20,-20,-10,-33
201604,충청북도,66432,4355,12995,13.7,55.8,8.1,21.1,7.0,1.8,60.5,나쁨,좋음,27.8,나쁨,좋음,0.004,좋음,좋음,0.018,좋음,좋음,좋음,0.45,좋음,좋음,741561.0,0.0102,좋음,0.0202,좋음,좋음,0.0026,좋음,0.0238,좋음,0.0029,좋음,0.3818,좋음,0.0006,좋음,0.0011,좋음,-35,-1,-57,1,8,8,-1,5,-10,-18,-23,-28,-33,-12,-46,-41,75,-29,-20,-20,-10,-33
201605,충청북도,56338,5106,11323,18.5,56.0,10.9,26.0,11.2,1.8,48.5,나쁨,좋음,24.4,나쁨,좋음,0.004,좋음,좋음,0.017,좋음,좋음,좋음,0.425,좋음,좋음,744325.0,0.0072,좋음,0.0102,좋음,좋음,0.0032,좋음,0.0173,좋음,0.0027,좋음,0.2444,좋음,0.0003,좋음,0.0034,좋음,-35,-1,-57,1,8,8,-1,5,-10,-18,-23,-28,-33,-12,-46,-41,75,-29,-20,-20,-10,-33
201606,충청북도,43576,4579,8161,22.8,63.5,16.9,28.6,17.6,1.5,35.0,좋음,좋음,21.0,좋음,좋음,0.002,좋음,좋음,0.016,좋음,좋음,좋음,0.3,좋음,좋음,747677.0,0.0136,좋음,0.012,좋음,좋음,0.0052,나쁨,0.0163,좋음,0.0034,좋음,0.3846,좋음,0.0004,좋음,0.0066,나쁨,-35,-1,-57,1,8,8,-1,5,-10,-18,-23,-28,-33,-12,-46,-41,75,-29,-20,-20,-10,-33
201607,충청북도,43824,4906,7654,25.2,76.0,23.8,30.0,21.5,1.4,21.2,좋음,좋음,10.83,좋음,좋음,0.002,좋음,좋음,0.014,좋음,좋음,좋음,0.32,좋음,좋음,750481.0,0.0154,좋음,0.0138,좋음,좋음,0.01,나쁨,0.0174,좋음,0.0021,좋음,0.357,좋음,0.0005,좋음,0.0055,나쁨,-35,-1,-57,1,8,8,-1,5,-10,-18,-23,-28,-33,-12,-46,-41,75,-29,-20,-20,-10,-33
201608,충청북도,51222,5184,8776,26.4,67.2,22.5,32.2,21.7,1.4,24.0,좋음,좋음,12.0,좋음,좋음,0.002,좋음,좋음,0.014,좋음,좋음,좋음,0.32,좋음,좋음,752295.0,0.0272,나쁨,0.0148,좋음,좋음,0.0088,나쁨,0.0159,좋음,0.0035,좋음,0.3543,좋음,0.0007,좋음,0.0038,나쁨,-35,-1,-57,1,8,8,-1,5,-10,-18,-23,-28,-33,-12,-46,-41,75,-29,-20,-20,-10,-33
201609,충청북도,81226,4115,11864,21.2,74.8,18.4,26.4,17.0,1.2,29.2,좋음,좋음,18.5,좋음,좋음,0.002,좋음,좋음,0.015,좋음,좋음,좋음,0.4,좋음,좋음,754347.0,0.0174,나쁨,0.0226,좋음,나쁨,0.0066,나쁨,0.0206,좋음,0.0042,나쁨,0.4442,좋음,0.0016,나쁨,0.004,나쁨,-35,-1,-57,1,8,8,-1,5,-10,-18,-23,-28,-33,-12,-46,-41,75,-29,-20,-20,-10,-33
201610,충청북도,78206,3841,12645,14.5,75.0,12.5,20.2,10.1,1.2,35.2,좋음,좋음,21.0,좋음,좋음,0.003,좋음,좋음,0.02,좋음,좋음,나쁨,0.5,좋음,나쁨,756480.0,0.0076,좋음,0.0122,좋음,좋음,0.0057,나쁨,0.0128,좋음,0.004,좋음,0.2448,좋음,0.0005,좋음,0.0008,좋음,-35,-1,-57,1,8,8,-1,5,-10,-18,-23,-28,-33,-12,-46,-41,75,-29,-20,-20,-10,-33
201611,충청북도,78479,3931,13955,5.6,68.2,6.5,11.9,0.1,1.2,54.6,나쁨,좋음,34.5,나쁨,좋음,0.004,좋음,좋음,0.028,좋음,좋음,나쁨,0.76,좋음,나쁨,759056.0,0.0116,좋음,0.0166,좋음,좋음,0.0044,나쁨,0.0156,좋음,0.003,좋음,0.3812,좋음,0.001,나쁨,0.003,좋음,-35,-1,-57,1,8,8,-1,5,-10,-18,-23,-28,-33,-12,-46,-41,75,-29,-20,-20,-10,-33
