"관측지점별","항목","단위","2000.01 월","2000.02 월","2000.03 월","2000.04 월","2000.05 월","2000.06 월","2000.07 월","2000.08 월","2000.09 월","2000.10 월","2000.11 월","2000.12 월","2001.01 월","2001.02 월","2001.03 월","2001.04 월","2001.05 월","2001.06 월","2001.07 월","2001.08 월","2001.09 월","2001.10 월","2001.11 월","2001.12 월","2002.01 월","2002.02 월","2002.03 월","2002.04 월","2002.05 월","2002.06 월","2002.07 월","2002.08 월","2002.09 월","2002.10 월","2002.11 월","2002.12 월","2003.01 월","2003.02 월","2003.03 월","2003.04 월","2003.05 월","2003.06 월","2003.07 월","2003.08 월","2003.09 월","2003.10 월","2003.11 월","2003.12 월","2004.01 월","2004.02 월","2004.03 월","2004.04 월","2004.05 월","2004.06 월","2004.07 월","2004.08 월","2004.09 월","2004.10 월","2004.11 월","2004.12 월","2005.01 월","2005.02 월","2005.03 월","2005.04 월","2005.05 월","2005.06 월","2005.07 월","2005.08 월","2005.09 월","2005.10 월","2005.11 월","2005.12 월","2006.01 월","2006.02 월","2006.03 월","2006.04 월","2006.05 월","2006.06 월","2006.07 월","2006.08 월","2006.09 월","2006.10 월","2006.11 월","2006.12 월","2007.01 월","2007.02 월","2007.03 월","2007.04 월","2007.05 월","2007.06 월","2007.07 월","2007.08 월","2007.09 월","2007.10 월","2007.11 월","2007.12 월","2008.01 월","2008.02 월","2008.03 월","2008.04 월","2008.05 월","2008.06 월","2008.07 월","2008.08 월","2008.09 월","2008.10 월","2008.11 월","2008.12 월","2009.01 월","2009.02 월","2009.03 월","2009.04 월","2009.05 월","2009.06 월","2009.07 월","2009.08 월","2009.09 월","2009.10 월","2009.11 월","2009.12 월","2010.01 월","2010.02 월","2010.03 월","2010.04 월","2010.05 월","2010.06 월","2010.07 월","2010.08 월","2010.09 월","2010.10 월","2010.11 월","2010.12 월","2011.01 월","2011.02 월","2011.03 월","2011.04 월","2011.05 월","2011.06 월","2011.07 월","2011.08 월","2011.09 월","2011.10 월","2011.11 월","2011.12 월","2012.01 월","2012.02 월","2012.03 월","2012.04 월","2012.05 월","2012.06 월","2012.07 월","2012.08 월","2012.09 월","2012.10 월","2012.11 월","2012.12 월","2013.01 월","2013.02 월","2013.03 월","2013.04 월","2013.05 월","2013.06 월","2013.07 월","2013.08 월","2013.09 월","2013.10 월","2013.11 월","2013.12 월","2014.01 월","2014.02 월","2014.03 월","2014.04 월","2014.05 월","2014.06 월","2014.07 월","2014.08 월","2014.09 월","2014.10 월","2014.11 월","2014.12 월","2015.01 월","2015.02 월","2015.03 월","2015.04 월","2015.05 월","2015.06 월","2015.07 월","2015.08 월","2015.09 월","2015.10 월","2015.11 월","2015.12 월","2016.01 월","2016.02 월","2016.03 월","2016.04 월","2016.05 월","2016.06 월","2016.07 월","2016.08 월","2016.09 월","2016.10 월","2016.11 월","2016.12 월","2017.01 월","2017.02 월","2017.03 월","2017.04 월","2017.05 월","2017.06 월","2017.07 월","2017.08 월","2017.09 월","2017.10 월","2017.11 월","2017.12 월","2018.01 월","2018.02 월","2018.03 월","2018.04 월","2018.05 월","2018.06 월","2018.07 월","2018.08 월","2018.09 월","2018.10 월","2018.11 월","2018.12 월","2019.01 월","2019.02 월","2019.03 월","2019.04 월","2019.05 월","2019.06 월","2019.07 월","2019.08 월","2019.09 월","2019.10 월","2019.11 월","2019.12 월","2020.01 월","2020.02 월","2020.03 월","2020.04 월","2020.05 월","2020.06 월","2020.07 월","2020.08 월","2020.09 월","2020.10 월","2020.11 월","2020.12 월","2021.01 월","2021.02 월","2021.03 월","2021.04 월","2021.05 월","2021.06 월","2021.07 월","2021.08 월","2021.09 월","2021.10 월","2021.11 월","2021.12 월","2022.01 월","2022.02 월","2022.03 월","2022.04 월","2022.05 월","2022.06 월","2022.07 월","2022.08 월","2022.09 월","2022.10 월","2022.11 월","2022.12 월",
"광주","평균상대습도[%]","%","67","59","56","53","62","69","74","75","73","64","61","56","61","56","55","52","60","70","74","71","64","70","62","62","69","56","56","59","67","63","75","81","71","65","61","65","67","64","61","64","67","71","84","80","75","65","71","67","67","61","52","54","68","68","77","74","74","60","71","62","65","65","61","57","62","73","80","79","76","68","61","71","64","61","56","65","70","71","84","76","70","66","62","70","64","63","62","57","63","72","78","79","82","68","62","71","66","53","58","59","62","72","75","71","69","64","66","65","67","64","58","55","57","66","82","75","70","63","66","68","69","67","64","61","65","70","81","82","73","68","60","64","62","65","56","62","67","74","80","81","71","66","73","65","64","64","64","60","61","68","78","75","74","64","63","71","66","58","58","59","63","72","76","72","69","66","69","67","58","57","61","55","56","67","74","78","69","66","68","69","66","61","51","63","56","70","83","81","73","70","83","73","69","60","60","66","65","80","84","79","83","79","69","69","66","60","57","60","62","68","89","83","76","75","64","64","66","54","72","67","74","74","79","78","78","72","70","62","59","58","61","67","58","79","84","80","82","73","66","62","68","67","58","52","73","79","91","89","85","64","63","61","71","59","65","52","67","76","82","88","84","77","78","71","59","56","68","60","59","83","87","90","77","65","62","63",
"부산","평균상대습도[%]","%","53","38","52","62","76","82","87","85","79","69","61","46","54","49","52","59","73","82","87","78","73","71","52","45","55","44","56","65","74","72","85","84","71","62","46","53","44","53","60","69","72","78","87","82","74","55","67","43","42","44","51","57","72","67","79","73","73","59","56","47","42","46","51","58","64","76","82","76","76","61","47","37","46","49","50","63","72","75","85","74","69","65","53","47","43","53","55","53","65","74","80","78","76","64","47","51","54","38","60","63","69","76","83","75","72","62","56","48","45","59","55","58","65","74","84","74","68","55","57","44","41","56","62","60","67","68","83","81","72","63","46","47","35","56","43","58","70","79","79","78","66","58","60","41","42","45","55","58","59","71","78","72","70","54","48","47","42","43","53","50","61","74","76","67","61","55","52","48","41","62","60","59","69","80","85","86","75","68","61","50","53","54","54","69","67","80","83","79","74","62","73","58","49","48","61","66","64","80","85","72","80","73","61","54","46","45","53","64","63","70","82","74","69","68","49","40","45","42","63","62","73","75","78","75","76","62","57","49","39","50","54","60","58","74","85","78","82","67","58","50","56","55","57","53","73","73","87","82","74","58","52","43","50","51","64","56","68","76","80","82","79","67","56","50","41","44","65","64","60","84","84","81","76","64","57","44",
"통영","평균상대습도[%]","%","56","42","54","60","73","77","82","80","76","69","62","51","56","52","51","61","70","77","83","74","69","68","56","48","56","51","56","62","73","73","84","82","72","66","53","58","51","58","60","67","72","77","84","82","75","56","67","45","46","46","48","58","74","73","82","76","77","64","68","55","50","53","56","66","70","82","86","80","77","66","58","46","53","55","57","69","76","81","87","78","70","71","59","57","55","63","65","64","74","81","87","87","83","73","60","64","57","44","64","70","76","83","89","80","79","71","67","60","55","67","61","67","75","84","90","82","79","69","70","59","58","68","71","72","80","82","91","90","82","68","60","58","45","67","53","67","77","87","85","85","74","69","71","52","52","55","64","69","72","78","86","78","76","64","59","60","56","56","63","61","72","79","83","84","74","69","62","56","53","64","69","67","71","83","87","84","76","71","68","55","60","59","61","74","75","85","86","86","79","70","79","66","56","52","67","74","71","84","89","74","83","75","66","61","54","53","61","71","72","79","91","82","75","74","64","55","55","51","75","73","79","83","83","80","78","67","66","54","50","55","63","67","68","80","84","81","82","71","66","60","63","64","65","60","78","79","92","96","86","69","65","56","60","61","74","65","79","84","85","84","82","74","66","58","49","46","69","69","63","83","84","85","80","73","69","55",
"목포","평균상대습도[%]","%","70","66","66","61","71","78","82","79","80","69","65","63","68","66","64","65","75","84","86","80","71","74","66","64","72","67","67","70","81","77","92","86","75","66","65","73","72","74","71","73","74","75","84","80","77","67","74","69","72","65","63","64","76","75","82","77","77","66","70","66","70","71","69","66","67","78","84","80","77","67","63","73","71","69","65","71","77","79","86","79","75","73","65","69","67","76","74","70","75","83","88","86","87","75","70","78","74","67","74","73","76","85","88","83","79","73","74","74","77","79","73","73","76","82","90","85","80","73","77","78","80","78","78","74","80","84","92","91","84","78","74","76","78","80","70","77","81","88","87","90","75","67","73","66","68","69","68","66","69","83","92","85","86","75","72","81","79","76","77","75","82","86","92","87","82","80","81","79","76","78","80","77","80","91","95","96","87","83","84","85","84","81","75","83","82","81","85","83","77","73","80","74","73","68","71","82","84","92","92","87","89","86","80","81","79","78","74","78","77","83","93","89","85","84","76","78","83","76","86","81","79","76","78","74","74","68","69","68","68","67","70","70","64","78","83","78","80","73","69","67","72","74","67","64","79","85","88","83","79","66","66","67","73","69","76","63","72","78","79","81","79","72","71","70","65","63","72","70","66","80","82","81","78","69","69","69",
"여수","평균상대습도[%]","%","54","44","51","56","66","74","80","76","70","58","53","46","51","49","46","54","63","74","78","68","62","60","47","49","57","51","60","68","77","72","84","84","72","64","56","58","54","60","62","67","72","76","84","78","71","52","61","46","44","44","47","53","68","68","86","79","75","57","62","52","50","51","55","63","68","82","87","81","76","61","54","51","54","56","57","67","74","79","87","77","65","66","56","55","53","57","59","55","67","78","81","83","78","62","50","58","52","41","56","61","66","77","85","76","72","59","58","54","51","56","54","56","63","76","85","77","70","56","60","51","51","60","60","60","69","74","86","86","74","61","51","53","42","55","45","57","71","84","86","85","69","59","66","45","47","49","55","60","64","85","94","87","82","67","63","66","62","58","63","64","78","89","93","80","67","59","54","48","45","52","57","54","57","71","77","76","65","58","55","47","48","48","49","62","58","72","75","71","61","57","67","56","51","46","56","63","60","76","82","67","74","66","55","52","79","78","74","78","77","83","93","89","85","84","76","78","56","50","72","70","77","80","81","78","75","63","63","55","51","54","58","68","62","80","87","80","83","67","62","58","62","62","60","52","75","80","91","89","74","58","57","52","59","55","65","56","68","80","83","81","77","66","61","57","47","45","62","62","57","81","79","82","69","62","60","53",
"흑산도","평균상대습도[%]","%","71","65","72","69","81","86","88","86","83","74","67","64","70","69","66","73","81","86","92","82","75","74","64","64","67","66","75","82","87","86","95","94","84","75","71","75","73","76","81","82","88","89","96","93","89","73","80","70","69","66","71","76","84","83","95","89","85","75","72","71","67","74","74","78","77","91","92","89","87","72","67","70","74","73","72","79","85","92","96","89","82","83","71","70","66","75","78","76","78","90","93","94","91","68","61","67","70","62","73","75","79","88","91","85","81","74","66","64","64","75","70","69","76","86","90","85","77","69","69","65","67","72","72","72","79","85","91","91","84","74","68","67","63","71","63","76","77","89","92","91","84","75","78","66","64","67","74","79","78","86","94","89","85","74","66","72","72","72","77","75","87","89","94","87","81","77","71","64","67","72","73","73","79","88","91","92","81","73","67","62","66","65","63","74","76","95","96","96","91","82","88","74","71","70","77","85","87","96","99","95","96","91","84","82","47","45","48","64","64","74","89","77","71","70","58","54","81","76","94","87","92","91","88","82","78","69","70","71","66","69","71","79","67","87","94","86","89","77","73","70","73","77","72","72","87","91","94","94","85","71","75","70","75","72","81","74","82","89","90","91","88","78","69","67","68","64","80","80","74","93","92","90","88","75","76","69",
"완도","평균상대습도[%]","%","68","60","60","59","69","78","83","82","78","69","65","60","64","60","59","60","71","78","82","76","69","69","60","58","64","55","57","62","69","69","83","82","73","65","61","65","62","64","65","63","70","73","85","80","76","66","79","68","67","65","60","64","77","79","84","82","81","67","75","66","67","69","66","67","69","81","87","83","80","69","65","68","68","64","62","68","78","83","89","83","76","73","66","68","63","66","65","57","69","80","85","86","84","70","62","69","64","55","66","68","69","82","83","78","75","66","66","66","63","65","60","58","61","75","81","78","74","63","68","63","65","67","66","64","69","77","88","88","80","70","65","66","59","63","53","64","76","85","88","89","77","66","75","58","57","63","61","68","67","76","83","78","75","64","62","68","63","61","62","60","69","78","79","77","73","67","68","62","59","62","66","60","64","77","82","82","73","69","68","67","66","63","56","70","61","80","84","92","85","80","87","77","73","68","72","80","79","92","95","85","90","85","74","72","79","77","77","83","85","93","99","97","97","93","81","77","72","61","82","77","79","78","81","80","77","67","69","65","60","61","63","69","60","79","85","83","85","73","69","67","68","70","66","57","79","81","89","84","81","64","65","64","71","64","70","62","71","79","85","83","81","71","69","66","60","56","69","64","61","81","82","81","77","67","69","64",
"고창","평균상대습도[%]","%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71","73","76","63","70","72","79","82","84","79","76","78","74","76","75","73","68","73","79","87","87","89","81","76","84","82","76","77","76","80","88","84","83","82","79","78","78","73","72","75","73","72","81","87","90","84","80","82","80","80","76","69","77","73","81","87","86","82","80","89","83","82","74","74","79","77","87","88","86","89","87","78","81","67","64","61","67","69","80","93","88","85","82","73","71","82","75","85","80","85","86","84","76","79","76","76","71","71","68","70","73","65","81","85","84","86","81","76","73","78","77","69","66","78","83","89","84","85","73","70","71","76","67","71","55","66","74","78","81","81","77","75","73","67","61","66","57","60","75","80","81","77","72","69","69",
"순천","평균상대습도[%]","%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62","72","79","86","87","79","73","77","62","62","62","62","63","66","76","80","80","79","75","70","73","64","58","58","59","67","77","82","79","79","76","72","67","59","62","63","60","63","76","79","84","79","78","73","69","65","60","55","68","62","77","81","80","78","73","80","70","63","56","58","64","64","75","78","72","80","76","68","63","81","77","72","73","75","80","93","91","89","87","76","80","66","58","75","71","79","80","84","84","86","80","79","68","62","63","65","72","69","85","91","82","85","78","71","70","71","69","64","57","77","81","90","87","86","73","69","65","73","63","70","61","73","80","85","86","86","79","78","72","58","55","68","63","61","77","83","84","79","73","72","67",
"진도(첨찰산)","평균상대습도[%]","%","","","","","","","","","","","","","","","","","","","","","","","","75","81","67","65","75","76","77","94","95","83","77","73","80","82","79","77","73","80","81","96","94","87","74","83","79","76","70","62","62","78","77","92","87","87","70","75","74","78","80","74","66","67","86","94","94","93","76","69","82","79","76","66","70","76","79","94","84","78","71","73","72","71","71","72","60","71","86","91","92","90","77","73","80","77","70","72","65","69","88","91","89","82","72","69","70","72","69","70","58","64","79","92","88","82","68","78","76","78","77","78","70","72","79","94","94","86","77","69","77","83","72","65","65","77","87","93","96","79","69","80","76","75","77","73","68","67","82","89","87","83","70","72","79","76","74","65","67","69","86","95","89","83","79","80","77","75","71","72","63","66","90","94","93","83","76","76","80","79","76","62","74","59","83","86","91","85","76","89","83","84","79","73","72","75","93","95","84","80","77","73","74","59","55","55","64","68","75","86","82","82","83","71","64","76","64","73","70","82","84","87","89","84","73","66","77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"홍성","평균상대습도[%]","%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73","68","58","60","62","74","89","84","82","78","70","72","76","62","82","76","81","83","91","83","80","76","79","69","65","67","66","67","65","81","85","80","82","78","76","75","75","73","62","57","73","79","85","86","80","73","73","70","73","63","71","61","73","79","82","83","82","78","80","75","68","62","71","64","60","78","84","87","79","77","75","74",
"제주","평균상대습도[%]","%","67","59","58","58","67","74","75","71","74","68","66","59","64","62","56","62","68","73","72","69","70","66","57","61","60","56","55","62","71","69","85","81","75","67","63","70","66","68","68","70","77","76","83","79","75","66","74","63","63","58","57","61","70","75","72","77","77","66","63","65","61","65","59","58","63","70","73","69","69","61","55","60","62","59","57","58","70","75","74","68","68","62","58","61","58","59","59","52","57","75","74","65","72","60","51","59","61","52","58","61","63","77","72","71","73","63","59","56","60","62","54","57","56","66","71","74","71","55","62","62","63","66","65","62","66","75","76","71","71","65","56","62","63","66","55","63","73","83","75","82","71","62","70","61","59","65","62","62","66","80","85","84","81","69","68","74","70","71","71","66","78","91","72","74","74","72","65","61","60","69","64","65","63","79","81","84","75","70","68","64","66","64","64","71","68","80","81","78","73","64","76","66","66","60","63","74","70","83","80","74","80","76","69","67","","68","60","63","66","72","92","90","85","","75","75","67","60","72","68","76","79","81","78","75","64","65","68","64","63","63","68","56","80","85","77","83","69","65","64","66","66","63","56","74","83","85","74","76","61","65","61","65","62","68","63","68","75","78","79","84","73","66","66","68","61","70","70","65","81","80","75","79","69","71","66",
"고산","평균상대습도[%]","%","70","63","65","71","79","85","86","79","77","70","67","62","66","67","64","70","80","86","87","76","70","69","62","65","66","63","66","74","84","79","90","87","75","69","64","69","67","69","70","77","82","85","92","87","82","65","73","63","63","63","62","71","84","80","88","80","79","65","65","64","64","67","67","73","73","83","87","83","79","66","61","62","66","66","66","73","81","87","90","79","72","69","64","64","62","66","69","66","78","84","86","82","81","67","59","63","65","57","64","69","72","82","84","77","76","66","61","58","61","66","62","68","70","79","83","76","72","60","66","61","65","68","69","66","74","82","90","83","76","66","57","62","61","64","58","73","81","89","85","87","76","67","73","62","60","65","70","75","81","83","87","78","72","56","50","69","64","69","74","69","84","87","88","83","75","72","67","62","63","71","72","73","80","89","92","90","79","74","70","67","70","69","70","82","80","90","92","86","77","69","78","69","70","66","72","84","82","91","89","79","86","80","73","71","66","61","60","64","64","77","76","74","71","72","64","61","73","66","84","83","87","89","89","86","82","71","72","72","69","70","72","77","77","90","95","87","88","74","71","70","73","75","73","68","87","92","94","92","85","69","74","69","72","74","79","74","86","94","91","93","89","75","69","67","70","63","79","79","79","95","93","90","80","68","68","64",
"성산","평균상대습도[%]","%","77","69","68","69","76","84","84","83","79","74","75","70","76","67","56","60","65","74","75","69","66","63","59","62","56","51","56","71","77","82","92","89","79","72","71","75","72","74","73","74","81","84","92","89","76","65","73","65","66","61","63","66","77","79","85","78","81","67","71","69","67","69","64","69","70","84","87","86","83","71","65","70","69","67","65","69","83","89","91","81","75","74","68","69","66","67","67","58","67","85","85","82","81","71","62","67","68","58","65","69","70","84","82","79","78","68","67","63","65","64","59","57","58","73","80","74","69","60","69","67","68","70","69","67","71","82","85","82","81","74","66","70","68","69","56","66","78","87","86","86","72","67","74","67","63","67","66","68","75","93","96","93","87","74","73","78","73","74","71","64","75","90","87","81","78","74","70","66","63","70","68","68","71","86","89","87","78","74","71","70","69","64","65","78","72","87","89","83","78","71","81","71","71","64","69","78","77","89","89","77","84","79","71","69","69","67","65","79","81","88","95","83","79","80","72","67","68","62","77","74","80","81","83","81","77","67","68","67","63","62","62","69","62","80","87","81","82","70","67","66","67","68","64","55","77","85","87","83","76","62","63","60","65","58","59","58","74","90","94","91","78","68","64","64","65","60","68","68","66","88","85","81","79","69","71","69",
"서귀포","평균상대습도[%]","%","68","56","57","58","70","78","81","77","72","67","63","58","62","62","54","63","71","79","82","72","69","64","56","63","60","56","57","68","72","74","86","81","70","63","59","63","61","63","61","68","72","76","88","79","72","58","69","57","56","53","54","60","74","71","82","75","75","58","64","60","57","63","58","62","65","76","81","78","74","61","58","59","60","60","56","63","75","80","88","76","68","60","60","61","61","62","61","52","62","81","82","79","75","64","53","61","69","57","64","67","70","84","83","77","75","64","63","61","63","68","60","58","60","78","83","76","69","53","65","60","62","67","65","62","69","78","85","83","76","61","58","63","62","66","54","63","76","89","85","85","68","64","73","65","61","66","66","69","69","80","87","82","74","60","61","67","64","68","64","62","73","85","85","78","68","66","64","60","61","70","64","64","66","83","85","84","74","68","67","64","63","64","62","75","70","85","89","81","74","62","77","69","66","63","67","76","75","88","92","77","83","81","72","68","66","63","62","68","70","76","87","79","73","74","66","63","69","64","79","77","84","88","93","92","85","69","71","72","66","67","63","76","66","88","97","93","91","78","75","73","77","75","73","65","90","91","93","92","82","68","73","68","70","70","75","68","77","86","90","89","86","72","64","64","70","62","72","70","68","90","87","85","77","67","70","65",
"진주","평균상대습도[%]","%","63","45","55","57","67","73","78","80","77","74","69","58","59","56","50","57","65","73","77","75","72","76","67","58","60","55","57","62","70","67","79","81","75","72","59","63","56","63","63","66","72","75","84","82","79","67","74","57","55","52","53","59","71","71","78","76","79","68","71","61","52","53","54","59","63","73","81","80","79","72","64","53","60","57","53","64","71","74","86","77","74","73","65","67","62","64","61","59","65","74","82","81","82","73","66","69","61","50","61","63","66","75","77","72","72","66","68","62","57","61","54","56","62","70","80","74","72","67","64","61","57","62","63","62","67","70","80","81","76","71","63","59","47","62","48","60","70","75","80","82","70","70","73","56","54","54","60","62","66","72","82","79","79","71","64","64","62","56","56","59","68","78","84","79","76","73","68","59","53","57","61","59","60","74","84","86","78","75","74","59","62","62","58","70","60","71","76","74","72","68","77","67","57","51","59","65","63","73","77","69","79","76","66","61","67","59","59","71","74","80","95","84","76","76","66","61","52","44","66","63","69","71","73","73","75","71","70","54","52","52","62","68","64","76","81","79","83","76","71","66","70","64","60","56","73","78","90","85","80","69","68","61","63","58","70","62","72","80","84","83","84","79","75","64","52","46","66","66","60","78","81","83","77","73","64","54",
"강화","평균상대습도[%]","%","67","61","57","58","72","72","78","79","70","66","61","64","67","66","55","54","67","72","77","69","57","64","61","54","63","58","59","57","65","65","73","76","67","63","58","62","64","65","62","61","60","70","73","73","70","60","64","57","60","56","52","61","76","74","89","79","78","63","74","62","58","54","62","63","65","81","84","82","79","70","63","57","62","59","57","62","68","80","85","77","69","72","61","65","65","59","65","60","71","69","80","81","75","69","62","67","57","55","67","64","71","75","88","79","76","74","67","62","58","64","60","63","67","77","82","77","74","68","68","63","67","63","61","61","71","72","85","86","82","71","64","63","59","66","57","64","67","82","91","88","70","66","73","59","55","50","59","65","66","72","90","85","81","74","68","66","68","64","60","66","77","81","96","90","81","73","73","75","64","64","66","68","72","85","88","83","76","70","69","64","63","66","58","60","66","71","76","73","62","65","73","61","55","53","57","60","62","72","79","71","72","68","61","63","53","48","55","57","59","62","79","75","69","68","58","51","55","50","68","62","70","76","78","75","70","67","67","54","54","53","60","60","62","73","78","77","76","72","65","67","65","68","55","57","78","80","84","91","78","67","70","65","61","63","72","64","77","85","83","84","79","77","75","66","59","62","69","67","70","86","89","90","79","76","74","65",
"양평","평균상대습도[%]","%","72","61","55","52","64","67","72","82","82","80","74","62","61","66","58","52","60","71","81","74","67","77","70","62","68","59","56","54","62","63","74","80","77","71","64","70","71","71","64","63","65","73","79","81","78","70","71","65","69","58","52","55","70","70","84","77","78","69","75","67","58","54","56","56","62","73","80","81","78","78","65","59","66","58","52","57","64","72","84","75","73","75","67","70","66","60","65","55","65","65","78","82","82","75","69","72","63","55","64","58","63","70","81","77","76","76","69","65","61","65","56","57","63","69","78","75","76","72","67","67","70","65","64","56","63","68","77","83","81","76","66","68","65","68","55","57","66","73","88","86","73","74","70","61","61","54","57","60","61","61","78","78","82","77","70","71","71","62","58","59","65","69","84","82","79","76","72","77","66","66","60","59","60","70","74","80","80","77","75","64","68","66","49","62","58","63","73","75","70","72","79","72","60","60","55","57","61","65","79","70","74","74","65","69","59","56","56","61","64","67","84","77","72","63","61","62","54","47","59","57","67","62","71","68","72","74","71","55","52","54","55","55","52","63","72","74","77","75","70","72","70","70","56","53","71","71","80","90","79","72","68","62","64","57","64","58","74","78","81","82","80","81","74","68","62","55","66","57","59","72","80","84","75","76","71","65",
"이천","평균상대습도[%]","%","58","47","41","41","61","64","71","75","70","67","61","58","61","55","51","45","53","63","76","71","65","75","69","63","62","56","52","53","60","64","74","80","75","71","64","70","70","68","62","61","62","71","78","82","80","70","74","69","71","62","55","58","69","69","83","77","77","67","74","66","62","57","67","64","68","79","84","79","76","76","67","68","74","66","58","55","60","70","83","73","73","75","70","74","68","64","67","57","66","67","79","81","83","73","67","75","67","57","67","62","66","74","83","75","75","73","65","63","59","63","54","53","60","65","76","73","74","69","66","64","67","63","63","55","60","68","80","84","81","76","66","67","63","66","54","58","63","69","81","79","71","71","68","59","59","50","57","57","58","61","75","75","77","70","67","67","65","57","55","56","61","66","78","76","74","69","67","69","58","59","54","53","54","65","70","76","71","69","66","58","60","58","43","58","53","60","70","72","65","66","77","67","55","55","50","54","57","62","75","68","72","74","64","65","65","59","53","53","53","56","80","76","71","69","61","58","54","46","61","57","67","63","74","74","75","76","71","55","52","56","55","54","50","66","78","80","82","79","73","76","72","71","58","55","74","75","86","91","82","72","70","63","65","58","66","58","75","78","81","83","82","81","77","68","62","54","67","59","59","75","84","87","79","79","74","69",
"인제","평균상대습도[%]","%","67","58","52","50","67","64","73","77","73","71","65","62","66","65","56","47","56","68","75","71","68","71","65","59","71","57","51","51","61","63","74","77","73","69","60","74","62","60","58","60","63","71","77","78","74","62","61","62","65","57","50","53","70","72","86","78","78","70","73","68","61","59","58","52","63","70","79","80","79","75","66","57","67","59","52","60","65","73","82","75","72","73","67","70","65","63","63","58","64","65","77","79","78","75","68","68","67","55","68","57","64","72","81","78","79","75","68","68","63","63","58","58","64","71","77","74","75","70","70","64","66","63","64","54","61","65","76","82","80","74","62","60","60","66","56","61","64","72","86","82","77","73","71","64","61","51","56","58","61","63","79","78","80","75","69","68","70","59","56","62","64","71","83","80","81","76","69","73","63","67","55","58","56","69","71","80","77","75","69","58","66","62","46","58","54","63","77","81","77","72","81","72","58","60","59","55","56","64","76","72","75","73","65","66","60","56","49","51","52","56","79","79","72","70","61","59","51","46","54","58","70","66","76","74","76","76","72","63","57","60","62","59","52","69","75","77","79","77","72","67","70","66","55","53","70","69","79","85","80","73","66","62","62","55","66","59","72","74","77","82","79","81","69","66","64","53","63","54","59","75","82","84","78","79","72","63",
"홍천","평균상대습도[%]","%","63","54","46","44","53","56","68","74","70","70","66","66","68","69","57","48","55","66","71","67","63","70","67","63","72","61","57","54","62","61","68","73","68","66","61","72","72","73","64","61","60","67","71","74","72","66","68","68","69","60","52","55","71","73","88","76","77","70","75","70","59","57","58","55","61","70","78","80","78","77","68","62","68","60","52","58","64","72","83","74","72","74","72","74","69","63","66","57","65","64","76","79","81","75","70","72","67","57","66","59","64","69","79","75","77","76","70","68","64","63","57","57","64","69","75","72","73","70","69","69","70","65","65","53","60","65","74","80","77","73","62","64","61","62","52","56","60","67","80","77","71","71","69","62","60","49","54","56","57","61","75","74","78","73","68","68","70","60","55","58","63","67","83","78","80","77","71","73","62","63","54","55","55","65","71","81","76","73","69","58","65","60","43","58","53","60","72","75","70","69","81","71","56","56","52","53","58","65","80","71","78","77","67","72","59","57","56","50","53","62","78","77","72","70","56","55","61","53","62","61","69","64","74","72","75","77","76","63","56","59","60","59","54","68","74","76","79","78","73","72","69","67","55","51","70","68","78","85","79","73","68","66","66","55","64","57","72","74","75","79","77","80","72","68","64","53","63","54","57","72","80","83","77","78","74","68",
"태백","평균상대습도[%]","%","70","50","47","49","58","66","70","78","77","67","64","53","58","56","51","49","54","67","67","74","75","72","58","54","67","54","52","51","64","68","75","76","75","59","49","64","65","73","71","62","65","69","77","78","82","64","71","53","53","51","48","45","64","68","77","82","81","71","64","59","55","56","57","49","61","70","77","77","81","70","55","46","59","55","47","57","61","66","84","78","76","71","66","60","58","63","61","55","58","70","82","77","81","72","60","61","62","51","66","59","59","80","76","81","78","68","62","56","54","59","58","52","50","65","79","78","77","65","67","56","56","65","68","56","58","66","75","76","76","72","51","51","48","63","49","55","58","65","81","78","76","68","68","56","57","51","62","55","65","80","77","83","81","68","63","60","61","54","52","59","62","80","79","75","85","79","61","64","56","76","63","61","50","82","74","87","83","74","66","50","61","58","44","63","46","66","79","83","84","65","82","67","60","67","61","59","54","70","82","80","87","80","69","63","62","57","53","51","54","57","83","80","78","76","66","66","51","48","65","57","70","70","81","84","83","72","66","55","47","56","59","60","50","75","83","82","86","80","71","59","68","64","61","57","69","69","87","84","83","71","57","50","57","51","64","58","66","78","82","86","86","78","65","58","55","49","61","54","53","76","83","82","80","77","65","55",
