SIDO,STD_YYYYMM,AVG_PM10,PM10_BAD,PM10_80BAD,AVG_PM2.5,PM2_BAD,PM2_35BAD,AVG_아황산,아황산_0.05BAD,아황산_BAD,AVG_이산화,이산화_0.06BAD,이산화_0.03BAD,이산화_BAD,AVG_일산화,일산화_9BAD,일산화_BAD,차량수
부산광역시,201911,35.0,N,N,17.0,N,N,0.004,N,N,0.023,N,N,Y,0.4,N,N,1391928.0
대구광역시,201911,41.0,N,N,21.0,N,N,0.003,N,N,0.026,N,N,Y,0.5,N,Y,1190399.0
인천광역시,201911,41.0,N,N,19.0,N,N,0.005,N,Y,0.031,N,Y,Y,0.6,N,Y,1630074.0
광주광역시,201911,43.0,Y,N,20.0,N,N,0.003,N,N,0.023,N,N,Y,0.5,N,Y,675894.0
대전광역시,201911,43.0,Y,N,21.0,N,N,0.003,N,N,0.025,N,N,Y,0.5,N,Y,673178.0
울산광역시,201911,34.0,N,N,15.0,N,N,0.004,N,N,0.022,N,N,Y,0.5,N,Y,564813.0
세종특별자치시,201911,45.0,Y,N,26.0,Y,N,0.003,N,N,0.026,N,N,Y,0.5,N,Y,162354.0
경기도,201911,46.27,Y,N,22.78,Y,N,0.003,N,N,0.028,N,N,Y,0.542,N,Y,5752090.0
경상남도,201911,35.15,N,N,16.32,N,N,0.003,N,N,0.017,N,N,N,0.412,N,N,1717767.0
충청북도,201911,47.45,Y,N,28.42,Y,N,0.003,N,N,0.02,N,N,Y,0.527,N,Y,837197.0
충청남도,201911,44.47,Y,N,23.88,Y,N,0.003,N,N,0.017,N,N,N,0.487,N,Y,1116490.0
전라북도,201911,40.64,N,N,22.4,Y,N,0.003,N,N,0.014,N,N,N,0.443,N,N,927129.0
전라남도,201911,35.95,N,N,17.26,N,N,0.003,N,N,0.011,N,N,N,0.443,N,N,1054290.0
경상북도,201911,38.71,N,N,18.79,N,N,0.003,N,N,0.015,N,N,N,0.438,N,N,1443922.0
제주특별자치도,201911,41.0,N,N,15.33,N,N,0.002,N,N,0.01,N,N,N,0.3,N,N,592565.0
서울특별시,201912,42.0,Y,N,28.0,Y,N,0.004,N,N,0.035,N,Y,Y,0.7,N,Y,3124157.0
부산광역시,201912,35.0,N,N,23.0,Y,N,0.004,N,N,0.026,N,N,Y,0.5,N,Y,1395183.0
대구광역시,201912,42.0,Y,N,29.0,Y,N,0.004,N,N,0.03,N,N,Y,0.7,N,Y,1190154.0
인천광역시,201912,40.0,N,N,25.0,Y,N,0.005,N,Y,0.031,N,Y,Y,0.7,N,Y,1635323.0
광주광역시,201912,33.0,N,N,22.0,Y,N,0.003,N,N,0.025,N,N,Y,0.6,N,Y,676281.0
대전광역시,201912,40.0,N,N,25.0,Y,N,0.003,N,N,0.028,N,N,Y,0.6,N,Y,673899.0
울산광역시,201912,33.0,N,N,20.0,N,N,0.004,N,N,0.025,N,N,Y,0.5,N,Y,565639.0
세종특별자치시,201912,46.0,Y,N,32.0,Y,N,0.003,N,N,0.029,N,N,Y,0.6,N,Y,163339.0
경기도,201912,46.3,Y,N,30.84,Y,N,0.004,N,N,0.03,N,N,Y,0.61,N,Y,5765692.0
경상남도,201912,33.78,N,N,19.47,N,N,0.003,N,N,0.02,N,N,Y,0.476,N,Y,1721503.0
충청북도,201912,45.45,Y,N,33.25,Y,N,0.003,N,N,0.022,N,N,Y,0.64,N,Y,837602.0
충청남도,201912,41.4,N,N,28.53,Y,N,0.004,N,N,0.018,N,N,N,0.513,N,Y,1118117.0
전라북도,201912,34.77,N,N,24.43,Y,N,0.003,N,N,0.015,N,N,N,0.467,N,Y,929061.0
전라남도,201912,29.59,N,N,18.57,N,N,0.003,N,N,0.013,N,N,N,0.482,N,Y,1056239.0
경상북도,201912,36.5,N,N,24.36,Y,N,0.005,N,Y,0.015,N,N,N,0.554,N,Y,1446262.0
제주특별자치도,201912,30.0,N,N,16.0,N,N,0.002,N,N,0.011,N,N,N,0.35,N,N,596215.0
서울특별시,202001,42.0,Y,N,29.0,Y,N,0.004,N,N,0.034,N,Y,Y,0.7,N,Y,3127566.0
부산광역시,202001,32.0,N,N,21.0,N,N,0.004,N,N,0.021,N,N,Y,0.4,N,N,1397058.0
대구광역시,202001,37.0,N,N,26.0,Y,N,0.003,N,N,0.027,N,N,Y,0.7,N,Y,1191489.0
인천광역시,202001,42.0,Y,N,27.0,Y,N,0.005,N,Y,0.028,N,N,Y,0.7,N,Y,1637440.0
광주광역시,202001,36.0,N,N,27.0,Y,N,0.003,N,N,0.021,N,N,Y,0.6,N,Y,677933.0
대전광역시,202001,41.0,N,N,25.0,Y,N,0.003,N,N,0.026,N,N,Y,0.5,N,Y,675265.0
울산광역시,202001,30.0,N,N,19.0,N,N,0.004,N,N,0.021,N,N,Y,0.5,N,Y,566595.0
세종특별자치시,202001,47.0,Y,N,31.0,Y,N,0.003,N,N,0.027,N,N,Y,0.7,N,Y,164499.0
경기도,202001,46.42,Y,N,30.97,Y,N,0.004,N,N,0.029,N,N,Y,0.632,N,Y,5779063.0
경상남도,202001,30.67,N,N,19.21,N,N,0.003,N,N,0.017,N,N,N,0.488,N,Y,1726327.0
충청북도,202001,44.73,Y,N,32.75,Y,N,0.003,N,N,0.02,N,N,Y,0.627,N,Y,839191.0
충청남도,202001,44.4,Y,N,32.0,Y,N,0.004,N,N,0.018,N,N,N,0.533,N,Y,1121349.0
전라북도,202001,36.27,N,N,28.25,Y,N,0.003,N,N,0.015,N,N,N,0.477,N,Y,931231.0
전라남도,202001,34.1,N,N,22.68,Y,N,0.003,N,N,0.012,N,N,N,0.481,N,Y,1060779.0
경상북도,202001,32.36,N,N,21.29,N,N,0.004,N,N,0.014,N,N,N,0.521,N,Y,1449761.0
제주특별자치도,202001,32.0,N,N,19.0,N,N,0.002,N,N,0.011,N,N,N,0.35,N,N,599932.0
서울특별시,202002,41.0,N,N,28.0,Y,N,0.003,N,N,0.032,N,Y,Y,0.6,N,Y,3123984.0
부산광역시,202002,34.0,N,N,22.0,Y,N,0.004,N,N,0.02,N,N,Y,0.4,N,N,1398638.0
대구광역시,202002,38.0,N,N,26.0,Y,N,0.003,N,N,0.023,N,N,Y,0.6,N,Y,1191697.0
인천광역시,202002,37.0,N,N,23.0,Y,N,0.004,N,N,0.027,N,N,Y,0.6,N,Y,1635589.0
광주광역시,202002,32.0,N,N,21.0,N,N,0.003,N,N,0.018,N,N,N,0.5,N,Y,678442.0
대전광역시,202002,38.0,N,N,23.0,Y,N,0.003,N,N,0.023,N,N,Y,0.5,N,Y,675685.0
울산광역시,202002,31.0,N,N,19.0,N,N,0.004,N,N,0.021,N,N,Y,0.6,N,Y,566679.0
세종특별자치시,202002,43.0,Y,N,28.0,Y,N,0.003,N,N,0.024,N,N,Y,0.5,N,Y,165486.0
경기도,202002,43.16,Y,N,28.34,Y,N,0.003,N,N,0.026,N,N,Y,0.529,N,Y,5780213.0
경상남도,202002,33.5,N,N,20.21,N,N,0.003,N,N,0.015,N,N,N,0.447,N,N,1729944.0
충청북도,202002,40.82,N,N,29.83,Y,N,0.003,N,N,0.018,N,N,N,0.609,N,Y,840706.0
충청남도,202002,43.67,Y,N,30.06,Y,N,0.003,N,N,0.016,N,N,N,0.467,N,Y,1123220.0
전라북도,202002,34.0,N,N,24.38,Y,N,0.003,N,N,0.013,N,N,N,0.421,N,N,932211.0
전라남도,202002,32.55,N,N,19.61,N,N,0.003,N,N,0.01,N,N,N,0.418,N,N,1061661.0
경상북도,202002,33.35,N,N,22.4,Y,N,0.004,N,N,0.013,N,N,N,0.483,N,Y,1451298.0
제주특별자치도,202002,35.0,N,N,20.67,N,N,0.002,N,N,0.01,N,N,N,0.4,N,N,602132.0
서울특별시,202003,45.0,Y,N,25.0,Y,N,0.003,N,N,0.027,N,N,Y,0.5,N,Y,3125333.0
부산광역시,202003,33.0,N,N,16.0,N,N,0.003,N,N,0.016,N,N,N,0.4,N,N,1399109.0
대구광역시,202003,38.0,N,N,20.0,N,N,0.003,N,N,0.017,N,N,N,0.4,N,N,1193893.0
인천광역시,202003,41.0,N,N,21.0,N,N,0.004,N,N,0.023,N,N,Y,0.5,N,Y,1639859.0
광주광역시,202003,35.0,N,N,18.0,N,N,0.003,N,N,0.015,N,N,N,0.4,N,N,680363.0
대전광역시,202003,40.0,N,N,20.0,N,N,0.002,N,N,0.018,N,N,N,0.4,N,N,677716.0
울산광역시,202003,34.0,N,N,17.0,N,N,0.004,N,N,0.018,N,N,N,0.5,N,Y,567857.0
세종특별자치시,202003,47.0,Y,N,23.0,Y,N,0.003,N,N,0.019,N,N,Y,0.4,N,N,166449.0
경기도,202003,48.23,Y,N,25.22,Y,N,0.003,N,N,0.022,N,N,Y,0.452,N,N,5802596.0
경상남도,202003,34.06,N,N,15.78,N,N,0.003,N,N,0.013,N,N,N,0.388,N,N,1732075.0
충청북도,202003,42.0,Y,N,26.08,Y,N,0.003,N,N,0.015,N,N,N,0.464,N,N,844979.0
충청남도,202003,47.07,Y,N,25.53,Y,N,0.003,N,N,0.013,N,N,N,0.429,N,N,1125409.0
전라북도,202003,38.5,N,N,21.5,N,N,0.003,N,N,0.011,N,N,N,0.393,N,N,933400.0
전라남도,202003,33.0,N,N,15.96,N,N,0.003,N,N,0.009,N,N,N,0.409,N,N,1063156.0
경상북도,202003,34.14,N,N,18.4,N,N,0.004,N,N,0.011,N,N,N,0.39,N,N,1450719.0
제주특별자치도,202003,36.0,N,N,15.33,N,N,0.001,N,N,0.009,N,N,N,0.35,N,N,607343.0
서울특별시,202004,44.0,Y,N,21.0,N,N,0.003,N,N,0.021,N,N,Y,0.4,N,N,3128523.0
부산광역시,202004,36.0,N,N,17.0,N,N,0.003,N,N,0.014,N,N,N,0.4,N,N,1402669.0
대구광역시,202004,39.0,N,N,18.0,N,N,0.002,N,N,0.013,N,N,N,0.4,N,N,1196824.0
인천광역시,202004,39.0,N,N,16.0,N,N,0.004,N,N,0.017,N,N,N,0.5,N,Y,1657465.0
광주광역시,202004,38.0,N,N,17.0,N,N,0.003,N,N,0.013,N,N,N,0.4,N,N,682127.0
대전광역시,202004,41.0,N,N,17.0,N,N,0.002,N,N,0.014,N,N,N,0.3,N,N,678837.0
울산광역시,202004,36.0,N,N,17.0,N,N,0.004,N,N,0.016,N,N,N,0.4,N,N,568443.0
세종특별자치시,202004,44.0,Y,N,18.0,N,N,0.003,N,N,0.014,N,N,N,0.4,N,N,166957.0
경기도,202004,46.87,Y,N,19.88,N,N,0.003,N,N,0.017,N,N,N,0.397,N,N,5830690.0
경상남도,202004,35.94,N,N,15.06,N,N,0.003,N,N,0.011,N,N,N,0.369,N,N,1736777.0
충청북도,202004,42.6,Y,N,22.17,Y,N,0.003,N,N,0.012,N,N,N,0.391,N,N,846760.0
충청남도,202004,44.07,Y,N,20.07,N,N,0.003,N,N,0.01,N,N,N,0.379,N,N,1126299.0
전라북도,202004,39.29,N,N,18.93,N,N,0.003,N,N,0.01,N,N,N,0.343,N,N,933573.0
전라남도,202004,35.36,N,N,16.13,N,N,0.003,N,N,0.008,N,N,N,0.386,N,N,1064788.0
경상북도,202004,36.17,N,N,16.83,N,N,0.004,N,N,0.009,N,N,N,0.37,N,N,1452909.0
제주특별자치도,202004,42.0,Y,N,18.0,N,N,0.002,N,N,0.009,N,N,N,0.35,N,N,596569.0
서울특별시,202005,35.0,N,N,19.0,N,N,0.003,N,N,0.02,N,N,Y,0.4,N,N,3133353.0
부산광역시,202005,32.0,N,N,17.0,N,N,0.004,N,N,0.014,N,N,N,0.4,N,N,1406405.0
대구광역시,202005,38.0,N,N,20.0,N,N,0.002,N,N,0.011,N,N,N,0.4,N,N,1197218.0
인천광역시,202005,31.0,N,N,15.0,N,N,0.004,N,N,0.017,N,N,N,0.5,N,Y,1660785.0
광주광역시,202005,31.0,N,N,18.0,N,N,0.002,N,N,0.01,N,N,N,0.4,N,N,683239.0
대전광역시,202005,32.0,N,N,16.0,N,N,0.002,N,N,0.011,N,N,N,0.3,N,N,679867.0
울산광역시,202005,36.0,N,N,19.0,N,N,0.005,N,Y,0.015,N,N,N,0.4,N,N,569209.0
세종특별자치시,202005,34.0,N,N,14.0,N,N,0.003,N,N,0.012,N,N,N,0.5,N,Y,167232.0
경기도,202005,36.77,N,N,18.41,N,N,0.003,N,N,0.015,N,N,N,0.4,N,N,5854653.0
경상남도,202005,30.38,N,N,15.94,N,N,0.003,N,N,0.01,N,N,N,0.359,N,N,1741496.0
충청북도,202005,33.0,N,N,18.36,N,N,0.003,N,N,0.009,N,N,N,0.409,N,N,849472.0
충청남도,202005,34.93,N,N,18.86,N,N,0.003,N,N,0.008,N,N,N,0.4,N,N,1129557.0
전라북도,202005,33.54,N,N,19.57,N,N,0.003,N,N,0.008,N,N,N,0.343,N,N,935790.0
전라남도,202005,29.23,N,N,15.59,N,N,0.003,N,N,0.007,N,N,N,0.405,N,N,1068577.0
경상북도,202005,31.48,N,N,15.17,N,N,0.003,N,N,0.007,N,N,N,0.357,N,N,1455796.0
제주특별자치도,202005,36.5,N,N,19.33,N,N,0.002,N,N,0.008,N,N,N,0.35,N,N,601521.0
서울특별시,202006,36.0,N,N,21.0,N,N,0.003,N,N,0.019,N,N,Y,0.4,N,N,3141710.0
부산광역시,202006,27.0,N,N,15.0,N,N,0.004,N,N,0.015,N,N,N,0.4,N,N,1411326.0
대구광역시,202006,35.0,N,N,20.0,N,N,0.002,N,N,0.012,N,N,N,0.4,N,N,1200662.0
인천광역시,202006,32.0,N,N,17.0,N,N,0.003,N,N,0.016,N,N,N,0.4,N,N,1665497.0
광주광역시,202006,31.0,N,N,18.0,N,N,0.002,N,N,0.009,N,N,N,0.3,N,N,685555.0
대전광역시,202006,34.0,N,N,19.0,N,N,0.002,N,N,0.012,N,N,N,0.4,N,N,681266.0
울산광역시,202006,32.0,N,N,19.0,N,N,0.006,N,Y,0.018,N,N,N,0.4,N,N,571307.0
세종특별자치시,202006,37.0,N,N,16.0,N,N,0.003,N,N,0.012,N,N,N,0.5,N,Y,167623.0
경기도,202006,39.94,N,N,20.78,N,N,0.003,N,N,0.014,N,N,N,0.419,N,N,5885065.0
경상남도,202006,32.32,N,N,15.68,N,N,0.003,N,N,0.01,N,N,N,0.353,N,N,1748690.0
충청북도,202006,36.0,N,N,20.09,N,N,0.003,N,N,0.009,N,N,N,0.38,N,N,853770.0
충청남도,202006,35.53,N,N,19.31,N,N,0.003,N,N,0.009,N,N,N,0.407,N,N,1134773.0
전라북도,202006,36.08,N,N,23.27,Y,N,0.003,N,N,0.008,N,N,N,0.35,N,N,939033.0
전라남도,202006,27.0,N,N,15.05,N,N,0.003,N,N,0.006,N,N,N,0.382,N,N,1074212.0
경상북도,202006,30.39,N,N,15.67,N,N,0.003,N,N,0.008,N,N,N,0.332,N,N,1460261.0
제주특별자치도,202006,27.5,N,N,13.67,N,N,0.002,N,N,0.008,N,N,N,0.25,N,N,606379.0
서울특별시,202007,21.0,N,N,13.0,N,N,0.002,N,N,0.016,N,N,N,0.4,N,N,3147149.0
부산광역시,202007,18.0,N,N,10.0,N,N,0.003,N,N,0.014,N,N,N,0.3,N,N,1415199.0
대구광역시,202007,22.0,N,N,14.0,N,N,0.002,N,N,0.011,N,N,N,0.4,N,N,1205069.0
인천광역시,202007,21.0,N,N,10.7207,N,N,0.003,N,N,0.014,N,N,N,0.4,N,N,1670275.0
광주광역시,202007,15.0,N,N,9.0,N,N,0.002,N,N,0.008,N,N,N,0.3,N,N,687391.0
대전광역시,202007,16.0,N,N,9.0,N,N,0.002,N,N,0.01,N,N,N,0.3,N,N,683138.0
울산광역시,202007,20.0,N,N,12.0,N,N,0.004,N,N,0.015,N,N,N,0.4,N,N,573415.0
세종특별자치시,202007,17.0,N,N,9.0,N,N,0.002,N,N,0.01,N,N,N,0.5,N,Y,168535.0
경기도,202007,22.23,N,N,12.53,N,N,0.003,N,N,0.012,N,N,N,0.4,N,N,5903746.0
경상남도,202007,17.88,N,N,10.28,N,N,0.003,N,N,0.009,N,N,N,0.347,N,N,1752882.0
충청북도,202007,17.45,N,N,9.75,N,N,0.003,N,N,0.008,N,N,N,0.345,N,N,856237.0
충청남도,202007,21.67,N,N,12.06,N,N,0.003,N,N,0.008,N,N,N,0.373,N,N,1138897.0
전라북도,202007,17.93,N,N,12.47,N,N,0.002,N,N,0.007,N,N,N,0.314,N,N,941129.0
전라남도,202007,16.62,N,N,9.23,N,N,0.003,N,N,0.006,N,N,N,0.39,N,N,1079202.0
경상북도,202007,16.04,N,N,8.82,N,N,0.003,N,N,0.007,N,N,N,0.309,N,N,1463495.0
제주특별자치도,202007,20.0,N,N,9.67,N,N,0.001,N,N,0.008,N,N,N,0.2,N,N,612325.0
서울특별시,202008,23.0,N,N,14.0,N,N,0.003,N,N,0.014,N,N,N,0.3,N,N,3148071.0
부산광역시,202008,31.0,N,N,19.0,N,N,0.004,N,N,0.011,N,N,N,0.3,N,N,1416802.0
대구광역시,202008,25.0,N,N,16.0,N,N,0.002,N,N,0.009,N,N,N,0.3,N,N,1211905.0
인천광역시,202008,24.0,N,N,14.0,N,N,0.003,N,N,0.012,N,N,N,0.3,N,N,1667158.0
광주광역시,202008,22.0,N,N,14.0,N,N,0.003,N,N,0.006,N,N,N,0.3,N,N,687007.0
대전광역시,202008,20.0,N,N,10.0,N,N,0.002,N,N,0.01,N,N,N,0.3,N,N,682815.0
울산광역시,202008,28.0,N,N,17.0,N,N,0.004,N,N,0.013,N,N,N,0.5,N,Y,573145.0
세종특별자치시,202008,20.0,N,N,11.0,N,N,0.003,N,N,0.009,N,N,N,0.4,N,N,169426.0
경기도,202008,22.93,N,N,12.42,N,N,0.003,N,N,0.01,N,N,N,0.339,N,N,5917648.0
경상남도,202008,23.03,N,N,15.63,N,N,0.003,N,N,0.008,N,N,N,0.306,N,N,1754183.0
충청북도,202008,20.91,N,N,11.08,N,N,0.003,N,N,0.007,N,N,N,0.309,N,N,857437.0
충청남도,202008,23.87,N,N,13.12,N,N,0.003,N,N,0.006,N,N,N,0.313,N,N,1140409.0
전라북도,202008,21.79,N,N,14.87,N,N,0.002,N,N,0.005,N,N,N,0.243,N,N,941836.0
전라남도,202008,26.36,N,N,15.13,N,N,0.003,N,N,0.005,N,N,N,0.364,N,N,1081567.0
경상북도,202008,22.0,N,N,13.39,N,N,0.003,N,N,0.006,N,N,N,0.278,N,N,1464146.0
제주특별자치도,202008,28.0,N,N,14.33,N,N,0.002,N,N,0.006,N,N,N,0.2,N,N,615868.0
서울특별시,202009,19.0,N,N,11.0,N,N,0.003,N,N,0.016,N,N,N,0.4,N,N,3151842.0
부산광역시,202009,24.0,N,N,13.0,N,N,0.003,N,N,0.012,N,N,N,0.4,N,N,1420059.0
대구광역시,202009,25.0,N,N,15.0,N,N,0.002,N,N,0.013,N,N,N,0.3,N,N,1216725.0
인천광역시,202009,20.0,N,N,10.0,N,N,0.003,N,N,0.015,N,N,N,0.4,N,N,1667770.0
광주광역시,202009,21.0,N,N,13.0,N,N,0.003,N,N,0.011,N,N,N,0.3,N,N,689331.0
대전광역시,202009,21.0,N,N,12.0,N,N,0.002,N,N,0.012,N,N,N,0.4,N,N,685034.0
울산광역시,202009,25.0,N,N,14.0,N,N,0.003,N,N,0.014,N,N,N,0.5,N,Y,573573.0
세종특별자치시,202009,20.0,N,N,10.0,N,N,0.004,N,N,0.012,N,N,N,0.4,N,N,170144.0
경기도,202009,21.52,N,N,10.94,N,N,0.003,N,N,0.013,N,N,N,0.377,N,N,5943551.0
경상남도,202009,20.47,N,N,12.47,N,N,0.003,N,N,0.009,N,N,N,0.329,N,N,1758976.0
충청북도,202009,21.91,N,N,11.92,N,N,0.003,N,N,0.009,N,N,N,0.373,N,N,860035.0
충청남도,202009,23.33,N,N,12.6,N,N,0.003,N,N,0.008,N,N,N,0.407,N,N,1143395.0
전라북도,202009,22.33,N,N,13.46,N,N,0.002,N,N,0.007,N,N,N,0.323,N,N,943762.0
전라남도,202009,22.65,N,N,13.24,N,N,0.003,N,N,0.007,N,N,N,0.419,N,N,1086836.0
경상북도,202009,19.96,N,N,11.29,N,N,0.003,N,N,0.007,N,N,N,0.33,N,N,1466566.0
제주특별자치도,202009,26.5,N,N,13.0,N,N,0.002,N,N,0.007,N,N,N,0.25,N,N,620562.0
서울특별시,202010,33.0,N,N,17.0,N,N,0.003,N,N,0.025,N,N,Y,0.5,N,Y,3153732.0
부산광역시,202010,30.0,N,N,15.0,N,N,0.003,N,N,0.017,N,N,N,0.4,N,N,1423215.0
대구광역시,202010,33.0,N,N,18.0,N,N,0.002,N,N,0.019,N,N,Y,0.4,N,N,1215989.0
인천광역시,202010,34.0,N,N,15.0,N,N,0.004,N,N,0.021,N,N,Y,0.5,N,Y,1671017.0
광주광역시,202010,31.0,N,N,17.0,N,N,0.003,N,N,0.016,N,N,N,0.4,N,N,689966.0
대전광역시,202010,33.0,N,N,18.0,N,N,0.002,N,N,0.021,N,N,Y,0.4,N,N,684826.0
울산광역시,202010,30.0,N,N,15.0,N,N,0.003,N,N,0.017,N,N,N,0.5,N,Y,573848.0
세종특별자치시,202010,35.0,N,N,20.0,N,N,0.004,N,N,0.02,N,N,Y,0.4,N,N,171791.0
경기도,202010,37.45,N,N,18.25,N,N,0.003,N,N,0.021,N,N,Y,0.458,N,N,5963358.0
경상남도,202010,27.88,N,N,14.12,N,N,0.003,N,N,0.011,N,N,N,0.373,N,N,1762651.0
충청북도,202010,35.6,N,N,20.58,N,N,0.003,N,N,0.014,N,N,N,0.427,N,N,862160.0
충청남도,202010,37.64,N,N,19.8,N,N,0.004,N,N,0.013,N,N,N,0.457,N,N,1145285.0
전라북도,202010,31.0,N,N,17.47,N,N,0.003,N,N,0.011,N,N,N,0.346,N,N,945153.0
전라남도,202010,29.9,N,N,15.04,N,N,0.003,N,N,0.009,N,N,N,0.385,N,N,1089330.0
경상북도,202010,28.7,N,N,15.62,N,N,0.003,N,N,0.01,N,N,N,0.361,N,N,1469376.0
제주특별자치도,202010,31.5,N,N,15.67,N,N,0.002,N,N,0.008,N,N,N,0.25,N,N,624052.0
서울특별시,202011,42.0,Y,N,24.0,Y,N,0.003,N,N,0.03,N,N,Y,0.6,N,Y,3157278.0
부산광역시,202011,31.0,N,N,17.0,N,N,0.004,N,N,0.02,N,N,Y,0.4,N,N,1426672.0
대구광역시,202011,40.0,N,N,23.0,Y,N,0.002,N,N,0.024,N,N,Y,0.5,N,Y,1217653.0
인천광역시,202011,39.0,N,N,21.0,N,N,0.004,N,N,0.027,N,N,Y,0.5,N,Y,1675610.0
광주광역시,202011,32.0,N,N,20.0,N,N,0.003,N,N,0.019,N,N,Y,0.5,N,Y,691412.0
대전광역시,202011,37.0,N,N,20.0,N,N,0.002,N,N,0.024,N,N,Y,0.5,N,Y,685561.0
울산광역시,202011,31.0,N,N,17.0,N,N,0.003,N,N,0.022,N,N,Y,0.5,N,Y,574878.0
세종특별자치시,202011,40.0,N,N,25.0,Y,N,0.004,N,N,0.024,N,N,Y,0.5,N,Y,173424.0
경기도,202011,44.35,Y,N,24.91,Y,N,0.003,N,N,0.026,N,N,Y,0.523,N,Y,5984827.0
경상남도,202011,31.14,N,N,16.89,N,N,0.003,N,N,0.015,N,N,N,0.394,N,N,1767073.0
충청북도,202011,40.09,N,N,25.42,Y,N,0.003,N,N,0.017,N,N,N,0.491,N,Y,864302.0
충청남도,202011,40.67,N,N,24.62,Y,N,0.004,N,N,0.016,N,N,N,0.507,N,Y,1147853.0
전라북도,202011,32.23,N,N,20.13,N,N,0.003,N,N,0.014,N,N,N,0.4,N,N,947366.0
전라남도,202011,29.95,N,N,15.67,N,N,0.003,N,N,0.011,N,N,N,0.39,N,N,1092952.0
경상북도,202011,34.45,N,N,21.04,N,N,0.003,N,N,0.013,N,N,N,0.423,N,N,1472796.0
제주특별자치도,202011,29.0,N,N,13.0,N,N,0.002,N,N,0.01,N,N,N,0.3,N,N,627823.0
서울특별시,202012,42.0,Y,N,27.0,Y,N,0.004,N,N,0.032,N,Y,Y,0.6,N,Y,3157361.0
부산광역시,202012,33.0,N,N,21.0,N,N,0.003,N,N,0.02,N,N,Y,0.4,N,N,1429040.0
대구광역시,202012,38.0,N,N,24.0,Y,N,0.003,N,N,0.024,N,N,Y,0.5,N,Y,1219196.0
인천광역시,202012,39.0,N,N,24.0,Y,N,0.004,N,N,0.027,N,N,Y,0.6,N,Y,1676442.0
광주광역시,202012,33.0,N,N,24.0,Y,N,0.003,N,N,0.022,N,N,Y,0.5,N,Y,691740.0
대전광역시,202012,38.0,N,N,20.0,N,N,0.003,N,N,0.027,N,N,Y,0.5,N,Y,686429.0
울산광역시,202012,30.0,N,N,19.0,N,N,0.003,N,N,0.023,N,N,Y,0.5,N,Y,575700.0
세종특별자치시,202012,44.0,Y,N,28.0,Y,N,0.004,N,N,0.025,N,N,Y,0.6,N,Y,174742.0
경기도,202012,45.65,Y,N,28.66,Y,N,0.004,N,N,0.027,N,N,Y,0.571,N,Y,6004126.0
경상남도,202012,31.5,N,N,19.0,N,N,0.003,N,N,0.017,N,N,N,0.447,N,N,1787867.0
충청북도,202012,43.0,Y,N,29.58,Y,N,0.003,N,N,0.02,N,N,Y,0.6,N,Y,865620.0
충청남도,202012,41.67,N,N,27.19,Y,N,0.004,N,N,0.018,N,N,N,0.507,N,Y,1149845.0
전라북도,202012,34.0,N,N,22.73,Y,N,0.003,N,N,0.016,N,N,N,0.429,N,N,948147.0
전라남도,202012,29.27,N,N,17.91,N,N,0.003,N,N,0.013,N,N,N,0.42,N,N,1099894.0
경상북도,202012,35.38,N,N,24.05,Y,N,0.004,N,N,0.015,N,N,N,0.5,N,Y,1475389.0
제주특별자치도,202012,25.0,N,N,14.0,N,N,0.002,N,N,0.011,N,N,N,0.35,N,N,615342.0
서울특별시,202101,38.0,N,N,21.0,N,N,0.004,N,N,0.031,N,Y,Y,0.6,N,Y,3159552.0
부산광역시,202101,36.0,N,N,19.0,N,N,0.003,N,N,0.019,N,N,Y,0.4,N,N,1433188.0
대구광역시,202101,40.0,N,N,21.0,N,N,0.003,N,N,0.023,N,N,Y,0.5,N,Y,1220935.0
인천광역시,202101,37.0,N,N,20.0,N,N,0.004,N,N,0.027,N,N,Y,0.6,N,Y,1678004.0
광주광역시,202101,37.0,N,N,22.0,Y,N,0.003,N,N,0.021,N,N,Y,0.5,N,Y,693200.0
대전광역시,202101,39.0,N,N,18.0,N,N,0.003,N,N,0.025,N,N,Y,0.6,N,Y,688150.0
울산광역시,202101,34.0,N,N,17.0,N,N,0.003,N,N,0.022,N,N,Y,0.5,N,Y,577224.0
세종특별자치시,202101,45.0,Y,N,25.0,Y,N,0.004,N,N,0.025,N,N,Y,0.6,N,Y,176189.0
경기도,202101,41.33,N,N,22.06,Y,N,0.003,N,N,0.025,N,N,Y,0.55,N,Y,6029375.0
경상남도,202101,33.66,N,N,17.44,N,N,0.003,N,N,0.016,N,N,N,0.444,N,N,1793823.0
충청북도,202101,41.82,N,N,24.83,Y,N,0.003,N,N,0.018,N,N,N,0.582,N,Y,867747.0
충청남도,202101,43.67,Y,N,24.44,Y,N,0.004,N,N,0.017,N,N,N,0.5,N,Y,1153066.0
전라북도,202101,38.15,N,N,21.6,N,N,0.003,N,N,0.015,N,N,N,0.436,N,N,950028.0
전라남도,202101,33.95,N,N,17.09,N,N,0.003,N,N,0.012,N,N,N,0.425,N,N,1107423.0
경상북도,202101,35.95,N,N,19.87,N,N,0.004,N,N,0.013,N,N,N,0.487,N,Y,1479439.0
제주특별자치도,202101,31.5,N,N,13.67,N,N,0.001,N,N,0.008,N,N,N,0.3,N,N,617940.0
서울특별시,202102,48.0,Y,N,29.0,Y,N,0.003,N,N,0.03,N,N,Y,0.6,N,Y,3158102.0
