SIDO,STD_YYYYMM,AVG_PM10,PM10_BAD,PM10_80BAD,AVG_PM2.5,PM2_BAD,PM2_35BAD,AVG_아황산,아황산_0.05BAD,아황산_BAD,AVG_이산화,이산화_0.06BAD,이산화_0.03BAD,이산화_BAD,AVG_일산화,일산화_9BAD,일산화_BAD,차량수
경기도,201705,69.19,Y,N,26.97,Y,N,0.005,N,Y,0.023,N,N,Y,0.413,N,N,5247754.0
경상남도,201705,57.0,Y,N,23.88,Y,N,0.006,N,Y,0.021,N,N,Y,0.429,N,N,1645762.0
충청북도,201705,55.67,Y,N,24.86,Y,N,0.003,N,N,0.016,N,N,N,0.45,N,N,773320.0
충청남도,201705,67.25,Y,N,23.4,Y,N,0.004,N,N,0.015,N,N,N,0.4,N,N,1035816.0
전라북도,201705,64.25,Y,N,28.22,Y,N,0.004,N,N,0.012,N,N,N,0.525,N,Y,879736.0
전라남도,201705,51.4,Y,N,21.0,N,N,0.006,N,Y,0.013,N,N,N,0.4,N,N,971021.0
경상북도,201705,52.5,Y,N,24.33,Y,N,0.003,N,N,0.013,N,N,N,0.533,N,Y,1371375.0
제주특별자치도,201705,45.5,Y,N,20.67,N,N,0.003,N,N,0.011,N,N,N,0.25,N,N,479704.0
서울특별시,201706,41.0,N,N,22.0,Y,N,0.004,N,N,0.024,N,N,Y,0.4,N,N,3107935.0
부산광역시,201706,42.0,Y,N,26.0,Y,N,0.006,N,Y,0.018,N,N,N,0.3,N,N,1315538.0
대구광역시,201706,38.0,N,N,21.0,N,N,0.003,N,N,0.014,N,N,N,0.4,N,N,1147171.0
인천광역시,201706,42.0,Y,N,24.0,Y,N,0.005,N,Y,0.018,N,N,N,0.4,N,N,1474320.0
광주광역시,201706,35.0,N,N,22.0,Y,N,0.002,N,N,0.015,N,N,N,0.4,N,N,642414.0
대전광역시,201706,43.0,Y,N,21.0,N,N,0.002,N,N,0.014,N,N,N,0.4,N,N,654980.0
울산광역시,201706,44.0,Y,N,28.0,Y,N,0.008,N,Y,0.02,N,N,Y,0.5,N,Y,545289.0
세종특별자치시,201706,44.0,Y,N,21.0,N,N,0.004,N,N,0.014,N,N,N,0.5,N,Y,120690.0
경기도,201706,44.32,Y,N,22.71,Y,N,0.004,N,N,0.019,N,N,Y,0.39,N,N,5266842.0
경상남도,201706,41.08,N,N,23.25,Y,N,0.005,N,Y,0.016,N,N,N,0.4,N,N,1649935.0
충청북도,201706,38.33,N,N,22.86,Y,N,0.003,N,N,0.016,N,N,N,0.48,N,Y,775667.0
충청남도,201706,42.5,Y,N,22.2,Y,N,0.005,N,Y,0.015,N,N,N,0.425,N,N,1039514.0
전라북도,201706,41.0,N,N,25.78,Y,N,0.004,N,N,0.01,N,N,N,0.538,N,Y,881479.0
전라남도,201706,34.4,N,N,20.67,N,N,0.005,N,Y,0.011,N,N,N,0.45,N,N,974601.0
경상북도,201706,36.0,N,N,22.33,Y,N,0.004,N,N,0.012,N,N,N,0.514,N,Y,1374572.0
제주특별자치도,201706,35.5,N,N,22.67,Y,N,0.002,N,N,0.009,N,N,N,0.3,N,N,482865.0
서울특별시,201707,33.0,N,N,22.0,Y,N,0.004,N,N,0.023,N,N,Y,0.4,N,N,3112120.0
부산광역시,201707,37.0,N,N,23.0,Y,N,0.005,N,Y,0.017,N,N,N,0.3,N,N,1319052.0
대구광역시,201707,34.0,N,N,19.0,N,N,0.002,N,N,0.013,N,N,N,0.3,N,N,1149216.0
인천광역시,201707,37.0,N,N,19.3827,N,N,0.005,N,Y,0.018,N,N,N,0.5,N,Y,1482505.0
광주광역시,201707,24.0,N,N,16.0,N,N,0.002,N,N,0.011,N,N,N,0.3,N,N,643756.0
대전광역시,201707,32.0,N,N,17.0,N,N,0.002,N,N,0.011,N,N,N,0.3,N,N,656189.0
울산광역시,201707,41.0,N,N,27.0,Y,N,0.009,N,Y,0.019,N,N,Y,0.6,N,Y,546167.0
세종특별자치시,201707,36.0,N,N,18.0,N,N,0.002,N,N,0.012,N,N,N,0.4,N,N,122212.0
경기도,201707,36.8,N,N,20.14,N,N,0.004,N,N,0.017,N,N,N,0.403,N,N,5286640.0
경상남도,201707,36.58,N,N,22.5,Y,N,0.005,N,Y,0.013,N,N,N,0.386,N,N,1653011.0
충청북도,201707,26.33,N,N,16.14,N,N,0.002,N,N,0.012,N,N,N,0.3,N,N,777410.0
충청남도,201707,32.5,N,N,19.6,N,N,0.003,N,N,0.009,N,N,N,0.373,N,N,1042978.0
전라북도,201707,29.14,N,N,18.89,N,N,0.003,N,N,0.008,N,N,N,0.512,N,Y,883311.0
전라남도,201707,32.0,N,N,19.0,N,N,0.004,N,N,0.009,N,N,N,0.375,N,N,978484.0
경상북도,201707,30.57,N,N,17.14,N,N,0.004,N,N,0.011,N,N,N,0.471,N,Y,1377921.0
제주특별자치도,201707,28.0,N,N,15.33,N,N,0.002,N,N,0.006,N,N,N,0.3,N,N,486688.0
서울특별시,201708,21.0,N,N,13.0,N,N,0.004,N,N,0.021,N,N,Y,0.4,N,N,3113550.0
부산광역시,201708,28.0,N,N,16.0,N,N,0.004,N,N,0.013,N,N,N,0.3,N,N,1322368.0
대구광역시,201708,24.0,N,N,12.0,N,N,0.002,N,N,0.012,N,N,N,0.3,N,N,1150147.0
인천광역시,201708,24.878,N,N,15.0,N,N,0.004,N,N,0.019,N,N,Y,0.4,N,N,1485973.0
광주광역시,201708,24.0,N,N,15.0,N,N,0.002,N,N,0.012,N,N,N,0.4,N,N,645179.0
대전광역시,201708,24.0,N,N,11.0,N,N,0.002,N,N,0.012,N,N,N,0.4,N,N,656768.0
울산광역시,201708,27.0,N,N,16.0,N,N,0.006,N,Y,0.012,N,N,N,0.5,N,Y,546628.0
세종특별자치시,201708,28.0,N,N,12.0,N,N,0.002,N,N,0.013,N,N,N,0.4,N,N,123901.0
경기도,201708,25.38,N,N,10.75,N,N,0.003,N,N,0.016,N,N,N,0.376,N,N,5302204.0
경상남도,201708,26.27,N,N,15.25,N,N,0.004,N,N,0.011,N,N,N,0.329,N,N,1654794.0
충청북도,201708,18.8,N,N,9.0,N,N,0.003,N,N,0.013,N,N,N,0.42,N,N,779691.0
충청남도,201708,26.7,N,N,14.25,N,N,0.003,N,N,0.01,N,N,N,0.4,N,N,1046227.0
전라북도,201708,25.62,N,N,15.29,N,N,0.003,N,N,0.01,N,N,N,0.5,N,Y,884782.0
전라남도,201708,26.4,N,N,15.33,N,N,0.004,N,N,0.009,N,N,N,0.4,N,N,981056.0
경상북도,201708,22.0,N,N,12.67,N,N,0.004,N,N,0.009,N,N,N,0.383,N,N,1380585.0
제주특별자치도,201708,26.0,N,N,13.0,N,N,0.001,N,N,0.006,N,N,N,0.35,N,N,489674.0
서울특별시,201709,32.0,N,N,19.0,N,N,0.004,N,N,0.027,N,N,Y,0.5,N,Y,3115764.0
부산광역시,201709,39.0,N,N,23.0,Y,N,0.004,N,N,0.017,N,N,N,0.3,N,N,1326522.0
대구광역시,201709,35.1813,N,N,20.6987,N,N,0.0033,N,N,0.016,N,N,N,0.4351,N,N,1152024.0
인천광역시,201709,38.0,N,N,22.0,Y,N,0.005,N,Y,0.022,N,N,Y,0.5,N,Y,1492139.0
광주광역시,201709,34.0,N,N,22.0,Y,N,0.002,N,N,0.015,N,N,N,0.4,N,N,646936.0
대전광역시,201709,37.0,N,N,18.0,N,N,0.002,N,N,0.016,N,N,N,0.4,N,N,658093.0
울산광역시,201709,36.0,N,N,22.0,Y,N,0.005,N,Y,0.017,N,N,N,0.5,N,Y,547548.0
세종특별자치시,201709,40.0,N,N,20.0,N,N,0.002,N,N,0.02,N,N,Y,0.5,N,Y,125336.0
경기도,201709,40.3,N,N,20.35,N,N,0.004,N,N,0.022,N,N,Y,0.443,N,N,5328680.0
경상남도,201709,34.2,N,N,20.12,N,N,0.004,N,N,0.013,N,N,N,0.4,N,N,1658276.0
충청북도,201709,32.83,N,N,20.29,N,N,0.003,N,N,0.015,N,N,N,0.45,N,N,782346.0
충청남도,201709,39.44,N,N,22.64,Y,N,0.002,N,N,0.014,N,N,N,0.45,N,N,1050267.0
전라북도,201709,37.38,N,N,23.44,Y,N,0.003,N,N,0.012,N,N,N,0.525,N,Y,887756.0
전라남도,201709,31.4,N,N,18.8,N,N,0.005,N,Y,0.011,N,N,N,0.425,N,N,984116.0
경상북도,201709,31.17,N,N,19.17,N,N,0.004,N,N,0.013,N,N,N,0.433,N,N,1385102.0
제주특별자치도,201709,25.0,N,N,19.67,N,N,0.001,N,N,0.006,N,N,N,0.3,N,N,493255.0
서울특별시,201710,29.0,N,N,15.0,N,N,0.004,N,N,0.027,N,N,Y,0.5,N,Y,3116066.0
부산광역시,201710,32.0,N,N,16.0,N,N,0.004,N,N,0.016,N,N,N,0.3,N,N,1327652.0
대구광역시,201710,32.5933,N,N,17.1267,N,N,0.0031,N,N,0.0169,N,N,N,0.4145,N,N,1152836.0
인천광역시,201710,33.0,N,N,17.0,N,N,0.004,N,N,0.022,N,N,Y,0.5,N,Y,1497259.0
광주광역시,201710,33.0,N,N,20.0,N,N,0.002,N,N,0.017,N,N,N,0.4,N,N,647730.0
대전광역시,201710,36.0,N,N,15.0,N,N,0.002,N,N,0.018,N,N,N,0.4,N,N,658534.0
울산광역시,201710,29.0,N,N,15.0,N,N,0.004,N,N,0.016,N,N,N,0.5,N,Y,548292.0
세종특별자치시,201710,39.0,N,N,17.0,N,N,0.002,N,N,0.022,N,N,Y,0.5,N,Y,126661.0
경기도,201710,36.71,N,N,18.25,N,N,0.004,N,N,0.023,N,N,Y,0.419,N,N,5343944.0
경상남도,201710,28.42,N,N,15.62,N,N,0.003,N,N,0.013,N,N,N,0.386,N,N,1661036.0
충청북도,201710,30.17,N,N,18.57,N,N,0.003,N,N,0.016,N,N,N,0.467,N,Y,784024.0
충청남도,201710,39.22,N,N,18.8,N,N,0.002,N,N,0.016,N,N,N,0.4,N,N,1052603.0
전라북도,201710,38.38,N,N,21.33,N,N,0.003,N,N,0.014,N,N,N,0.475,N,Y,888800.0
전라남도,201710,27.5,N,N,14.8,N,N,0.004,N,N,0.012,N,N,N,0.35,N,N,986056.0
경상북도,201710,30.5,N,N,17.2,N,N,0.004,N,N,0.014,N,N,N,0.42,N,N,1387840.0
제주특별자치도,201710,27.0,N,N,17.33,N,N,0.002,N,N,0.007,N,N,N,0.2,N,N,495262.0
서울특별시,201711,42.0,Y,N,22.0,Y,N,0.005,N,Y,0.033,N,Y,Y,0.6,N,Y,3117713.0
부산광역시,201711,50.0,Y,N,27.0,Y,N,0.004,N,N,0.025,N,N,Y,0.4,N,N,1330958.0
대구광역시,201711,52.0,Y,N,29.0,Y,N,0.004,N,N,0.028,N,N,Y,0.5,N,Y,1155789.0
인천광역시,201711,41.0,N,N,23.0,Y,N,0.005,N,Y,0.026,N,N,Y,0.6,N,Y,1504816.0
광주광역시,201711,50.0,Y,N,31.0,Y,N,0.003,N,N,0.026,N,N,Y,0.6,N,Y,649341.0
대전광역시,201711,51.0,Y,N,24.0,Y,N,0.003,N,N,0.023,N,N,Y,0.5,N,Y,659496.0
울산광역시,201711,46.0,Y,N,25.0,Y,N,0.004,N,N,0.028,N,N,Y,0.7,N,Y,549105.0
세종특별자치시,201711,50.0,Y,N,24.0,Y,N,0.002,N,N,0.021,N,N,Y,0.6,N,Y,128231.0
경기도,201711,53.0,Y,N,29.48,Y,N,0.004,N,N,0.029,N,N,Y,0.523,N,Y,5367400.0
경상남도,201711,43.58,Y,N,24.12,Y,N,0.004,N,N,0.021,N,N,Y,0.543,N,Y,1665778.0
충청북도,201711,48.83,Y,N,32.0,Y,N,0.004,N,N,0.023,N,N,Y,0.633,N,Y,785883.0
충청남도,201711,47.2,Y,N,26.09,Y,N,0.003,N,N,0.018,N,N,N,0.47,N,Y,1055723.0
전라북도,201711,51.38,Y,N,30.5,Y,N,0.004,N,N,0.017,N,N,N,0.588,N,Y,891078.0
전라남도,201711,41.0,N,N,22.4,Y,N,0.004,N,N,0.018,N,N,N,0.425,N,N,990525.0
경상북도,201711,50.0,Y,N,30.29,Y,N,0.005,N,Y,0.019,N,N,Y,0.557,N,Y,1390682.0
제주특별자치도,201711,40.5,N,N,24.67,Y,N,0.002,N,N,0.012,N,N,N,0.25,N,N,497989.0
서울특별시,201712,50.0,Y,N,32.0,Y,N,0.005,N,Y,0.034,N,Y,Y,0.7,N,Y,3116256.0
부산광역시,201712,46.0,Y,N,28.0,Y,N,0.004,N,N,0.023,N,N,Y,0.4,N,N,1333224.0
대구광역시,201712,46.0,Y,N,29.0,Y,N,0.004,N,N,0.028,N,N,Y,0.6,N,Y,1157053.0
인천광역시,201712,45.0,Y,N,28.0,Y,N,0.006,N,Y,0.031,N,Y,Y,0.6,N,Y,1510319.0
광주광역시,201712,44.0,Y,N,28.0,Y,N,0.003,N,N,0.024,N,N,Y,0.6,N,Y,649293.0
대전광역시,201712,49.0,Y,N,25.0,Y,N,0.003,N,N,0.024,N,N,Y,0.6,N,Y,659619.0
울산광역시,201712,38.0,N,N,24.0,Y,N,0.004,N,N,0.025,N,N,Y,0.6,N,Y,549489.0
세종특별자치시,201712,47.0,Y,N,21.0,N,N,0.003,N,N,0.025,N,N,Y,0.6,N,Y,129765.0
경기도,201712,55.76,Y,N,35.94,Y,Y,0.005,N,Y,0.031,N,Y,Y,0.623,N,Y,5386022.0
경상남도,201712,40.5,N,N,23.62,Y,N,0.004,N,N,0.019,N,N,Y,0.556,N,Y,1667809.0
충청북도,201712,46.5,Y,N,34.14,Y,N,0.004,N,N,0.025,N,N,Y,0.783,N,Y,787188.0
충청남도,201712,44.8,Y,N,25.2,Y,N,0.004,N,N,0.02,N,N,Y,0.54,N,Y,1057515.0
전라북도,201712,44.12,Y,N,29.17,Y,N,0.003,N,N,0.018,N,N,N,0.625,N,Y,892118.0
전라남도,201712,36.25,N,N,21.75,Y,N,0.004,N,N,0.017,N,N,N,0.5,N,Y,994318.0
경상북도,201712,46.14,Y,N,31.43,Y,N,0.005,N,Y,0.019,N,N,Y,0.614,N,Y,1392151.0
제주특별자치도,201712,34.0,N,N,23.33,Y,N,0.001,N,N,0.01,N,N,N,0.25,N,N,500197.0
서울특별시,201801,52.0,Y,N,32.0,Y,N,0.006,N,Y,0.035,N,Y,Y,0.6,N,Y,3118469.0
부산광역시,201801,45.0,Y,N,28.0,Y,N,0.004,N,N,0.022,N,N,Y,0.4,N,N,1337098.0
대구광역시,201801,47.0,Y,N,30.0,Y,N,0.004,N,N,0.027,N,N,Y,0.6,N,Y,1159779.0
인천광역시,201801,48.0,Y,N,29.0,Y,N,0.006,N,Y,0.029,N,N,Y,0.7,N,Y,1518259.0
광주광역시,201801,45.0,Y,N,28.0,Y,N,0.003,N,N,0.024,N,N,Y,0.6,N,Y,650988.0
대전광역시,201801,56.0,Y,N,30.0,Y,N,0.003,N,N,0.026,N,N,Y,0.6,N,Y,661136.0
울산광역시,201801,40.0,N,N,25.0,Y,N,0.004,N,N,0.024,N,N,Y,0.6,N,Y,550794.0
세종특별자치시,201801,53.0,Y,N,28.0,Y,N,0.003,N,N,0.028,N,N,Y,0.8,N,Y,131423.0
경기도,201801,57.3,Y,N,37.34,Y,Y,0.005,N,Y,0.031,N,Y,Y,0.648,N,Y,5410671.0
경상남도,201801,42.64,Y,N,23.57,Y,N,0.004,N,N,0.019,N,N,Y,0.525,N,Y,1671341.0
충청북도,201801,52.17,Y,N,38.43,Y,Y,0.005,N,Y,0.028,N,N,Y,0.833,N,Y,789964.0
충청남도,201801,50.17,Y,N,29.58,Y,N,0.004,N,N,0.021,N,N,Y,0.542,N,Y,1061517.0
전라북도,201801,57.25,Y,N,33.0,Y,N,0.004,N,N,0.018,N,N,N,0.662,N,Y,894354.0
전라남도,201801,39.25,N,N,24.89,Y,N,0.004,N,N,0.015,N,N,N,0.5,N,Y,997919.0
경상북도,201801,47.56,Y,N,34.75,Y,N,0.005,N,Y,0.018,N,N,N,0.633,N,Y,1395844.0
제주특별자치도,201801,33.5,N,N,19.33,N,N,0.002,N,N,0.011,N,N,N,0.3,N,N,504384.0
서울특별시,201802,53.0,Y,N,30.0,Y,N,0.005,N,Y,0.034,N,Y,Y,0.6,N,Y,3118125.0
부산광역시,201802,52.0,Y,N,30.0,Y,N,0.005,N,Y,0.022,N,N,Y,0.4,N,N,1339684.0
대구광역시,201802,48.0,Y,N,28.0,Y,N,0.004,N,N,0.025,N,N,Y,0.5,N,Y,1161086.0
인천광역시,201802,49.0,Y,N,27.0,Y,N,0.006,N,Y,0.027,N,N,Y,0.6,N,Y,1523039.0
광주광역시,201802,50.0,Y,N,31.0,Y,N,0.003,N,N,0.024,N,N,Y,0.6,N,Y,651797.0
대전광역시,201802,56.0,Y,N,28.0,Y,N,0.004,N,N,0.028,N,N,Y,0.5,N,Y,661224.0
울산광역시,201802,47.0,Y,N,27.0,Y,N,0.005,N,Y,0.024,N,N,Y,0.6,N,Y,551530.0
세종특별자치시,201802,51.0,Y,N,26.0,Y,N,0.003,N,N,0.025,N,N,Y,0.7,N,Y,133429.0
경기도,201802,56.58,Y,N,33.06,Y,N,0.005,N,Y,0.03,N,N,Y,0.594,N,Y,5419963.0
경상남도,201802,46.0,Y,N,24.89,Y,N,0.004,N,N,0.021,N,N,Y,0.5,N,Y,1673382.0
충청북도,201802,50.5,Y,N,31.71,Y,N,0.005,N,Y,0.024,N,N,Y,0.75,N,Y,791382.0
충청남도,201802,48.0,Y,N,26.0,Y,N,0.004,N,N,0.019,N,N,Y,0.515,N,Y,1064780.0
전라북도,201802,60.6,Y,N,30.73,Y,N,0.004,N,N,0.017,N,N,N,0.58,N,Y,895677.0
전라남도,201802,43.0,Y,N,27.25,Y,N,0.004,N,N,0.016,N,N,N,0.457,N,N,999511.0
경상북도,201802,51.22,Y,N,31.33,Y,N,0.005,N,Y,0.019,N,N,Y,0.638,N,Y,1397213.0
제주특별자치도,201802,42.5,Y,N,22.33,Y,N,0.002,N,N,0.012,N,N,N,0.35,N,N,507722.0
서울특별시,201803,52.0,Y,N,34.0,Y,N,0.005,N,Y,0.033,N,Y,Y,0.6,N,Y,3116691.0
부산광역시,201803,44.0,Y,N,26.0,Y,N,0.005,N,Y,0.021,N,N,Y,0.4,N,N,1342367.0
대구광역시,201803,43.0,Y,N,26.0,Y,N,0.003,N,N,0.022,N,N,Y,0.4,N,N,1163153.0
인천광역시,201803,49.0,Y,N,32.0,Y,N,0.005,N,Y,0.029,N,N,Y,0.6,N,Y,1527657.0
광주광역시,201803,48.0,Y,N,32.0,Y,N,0.002,N,N,0.019,N,N,Y,0.6,N,Y,652723.0
대전광역시,201803,52.0,Y,N,27.0,Y,N,0.002,N,N,0.022,N,N,Y,0.4,N,N,661833.0
울산광역시,201803,40.0,N,N,23.0,Y,N,0.006,N,Y,0.023,N,N,Y,0.6,N,Y,552619.0
세종특별자치시,201803,46.0,Y,N,26.0,Y,N,0.002,N,N,0.019,N,N,Y,0.6,N,Y,135320.0
경기도,201803,56.61,Y,N,37.0,Y,Y,0.004,N,N,0.026,N,N,Y,0.5,N,Y,5438855.0
경상남도,201803,41.47,N,N,22.7,Y,N,0.004,N,N,0.018,N,N,N,0.456,N,N,1677137.0
충청북도,201803,48.33,Y,N,32.86,Y,N,0.004,N,N,0.019,N,N,Y,0.617,N,Y,793745.0
충청남도,201803,46.25,Y,N,26.83,Y,N,0.003,N,N,0.014,N,N,N,0.433,N,N,1068551.0
전라북도,201803,57.0,Y,N,31.5,Y,N,0.003,N,N,0.015,N,N,N,0.55,N,Y,897069.0
전라남도,201803,41.0,N,N,27.38,Y,N,0.004,N,N,0.013,N,N,N,0.443,N,N,1003271.0
경상북도,201803,47.75,Y,N,30.0,Y,N,0.004,N,N,0.015,N,N,N,0.533,N,Y,1399597.0
제주특별자치도,201803,41.5,N,N,23.67,Y,N,0.002,N,N,0.012,N,N,N,0.4,N,N,512190.0
서울특별시,201804,52.0,Y,N,26.0,Y,N,0.004,N,N,0.031,N,Y,Y,0.5,N,Y,3119463.0
부산광역시,201804,63.0,Y,N,28.0,Y,N,0.005,N,Y,0.019,N,N,Y,0.3,N,N,1346249.0
대구광역시,201804,56.0,Y,N,24.0,Y,N,0.003,N,N,0.017,N,N,N,0.4,N,N,1164220.0
인천광역시,201804,46.0,Y,N,24.0,Y,N,0.005,N,Y,0.027,N,N,Y,0.5,N,Y,1532983.0
광주광역시,201804,56.0,Y,N,25.0,Y,N,0.002,N,N,0.016,N,N,N,0.5,N,Y,653909.0
대전광역시,201804,60.0,Y,N,23.0,Y,N,0.002,N,N,0.017,N,N,N,0.4,N,N,662962.0
울산광역시,201804,64.0,Y,N,26.0,Y,N,0.007,N,Y,0.021,N,N,Y,0.5,N,Y,553893.0
세종특별자치시,201804,55.0,Y,N,23.0,Y,N,0.003,N,N,0.015,N,N,N,0.5,N,Y,137317.0
경기도,201804,55.77,Y,N,26.74,Y,N,0.004,N,N,0.023,N,N,Y,0.417,N,N,5460515.0
경상남도,201804,56.47,Y,N,23.1,Y,N,0.004,N,N,0.016,N,N,N,0.411,N,N,1679469.0
충청북도,201804,53.62,Y,N,27.44,Y,N,0.003,N,N,0.016,N,N,N,0.4,N,N,796754.0
충청남도,201804,49.47,Y,N,20.56,N,N,0.003,N,N,0.012,N,N,N,0.34,N,N,1071630.0
전라북도,201804,58.1,Y,N,25.27,Y,N,0.003,N,N,0.013,N,N,N,0.48,N,Y,899846.0
전라남도,201804,50.86,Y,N,22.43,Y,N,0.004,N,N,0.011,N,N,N,0.4,N,N,1006728.0
경상북도,201804,60.67,Y,N,26.78,Y,N,0.004,N,N,0.012,N,N,N,0.467,N,Y,1402773.0
제주특별자치도,201804,55.5,Y,N,24.33,Y,N,0.003,N,N,0.01,N,N,N,0.3,N,N,516779.0
서울특별시,201805,42.0,Y,N,23.0,Y,N,0.004,N,N,0.025,N,N,Y,0.4,N,N,3119696.0
부산광역시,201805,44.0,Y,N,24.0,Y,N,0.006,N,Y,0.018,N,N,N,0.3,N,N,1349658.0
대구광역시,201805,40.0,N,N,21.0,N,N,0.002,N,N,0.013,N,N,N,0.3,N,N,1165890.0
인천광역시,201805,40.0,N,N,21.0,N,N,0.004,N,N,0.023,N,N,Y,0.5,N,Y,1537591.0
광주광역시,201805,40.0,N,N,21.0,N,N,0.002,N,N,0.013,N,N,N,0.4,N,N,654938.0
대전광역시,201805,47.0,Y,N,19.0,N,N,0.002,N,N,0.014,N,N,N,0.3,N,N,663517.0
울산광역시,201805,45.0,Y,N,24.0,Y,N,0.007,N,Y,0.019,N,N,Y,0.5,N,Y,554810.0
세종특별자치시,201805,45.0,Y,N,21.0,N,N,0.003,N,N,0.013,N,N,N,0.5,N,Y,138870.0
경기도,201805,44.0,Y,N,22.63,Y,N,0.003,N,N,0.019,N,N,Y,0.397,N,N,5481236.0
경상남도,201805,41.2,N,N,19.6,N,N,0.004,N,N,0.014,N,N,N,0.356,N,N,1681260.0
충청북도,201805,42.5,Y,N,24.56,Y,N,0.003,N,N,0.014,N,N,N,0.375,N,N,799311.0
충청남도,201805,40.07,N,N,18.31,N,N,0.003,N,N,0.009,N,N,N,0.327,N,N,1074458.0
전라북도,201805,40.89,N,N,20.73,N,N,0.003,N,N,0.011,N,N,N,0.43,N,N,902164.0
전라남도,201805,36.25,N,N,20.2,N,N,0.004,N,N,0.01,N,N,N,0.367,N,N,1011138.0
경상북도,201805,46.56,Y,N,22.0,Y,N,0.004,N,N,0.011,N,N,N,0.467,N,Y,1405917.0
제주특별자치도,201805,37.0,N,N,20.33,N,N,0.003,N,N,0.009,N,N,N,0.25,N,N,521427.0
서울특별시,201806,37.0,N,N,24.0,Y,N,0.004,N,N,0.024,N,N,Y,0.4,N,N,3120469.0
부산광역시,201806,41.0,N,N,25.0,Y,N,0.006,N,Y,0.019,N,N,Y,0.3,N,N,1353065.0
대구광역시,201806,36.0,N,N,22.0,Y,N,0.002,N,N,0.013,N,N,N,0.3,N,N,1169274.0
인천광역시,201806,34.0,N,N,22.0,Y,N,0.005,N,Y,0.022,N,N,Y,0.4,N,N,1543895.0
광주광역시,201806,41.0,N,N,27.0,Y,N,0.002,N,N,0.011,N,N,N,0.4,N,N,656724.0
대전광역시,201806,38.0,N,N,19.0,N,N,0.002,N,N,0.014,N,N,N,0.4,N,N,664639.0
울산광역시,201806,42.0,Y,N,29.0,Y,N,0.008,N,Y,0.02,N,N,Y,0.5,N,Y,555362.0
세종특별자치시,201806,36.0,N,N,22.0,Y,N,0.003,N,N,0.014,N,N,N,0.5,N,Y,140568.0
경기도,201806,38.13,N,N,23.28,Y,N,0.003,N,N,0.018,N,N,N,0.371,N,N,5501802.0
경상남도,201806,37.13,N,N,22.3,Y,N,0.004,N,N,0.014,N,N,N,0.344,N,N,1683948.0
충청북도,201806,36.5,N,N,24.33,Y,N,0.003,N,N,0.014,N,N,N,0.35,N,N,801579.0
충청남도,201806,35.14,N,N,20.93,N,N,0.004,N,N,0.009,N,N,N,0.371,N,N,1078323.0
전라북도,201806,41.9,N,N,26.55,Y,N,0.004,N,N,0.01,N,N,N,0.45,N,N,905265.0
전라남도,201806,36.0,N,N,23.4,Y,N,0.005,N,Y,0.01,N,N,N,0.388,N,N,1014986.0
경상북도,201806,37.67,N,N,21.89,Y,N,0.004,N,N,0.01,N,N,N,0.378,N,N,1408400.0
제주특별자치도,201806,33.5,N,N,20.67,N,N,0.003,N,N,0.008,N,N,N,0.2,N,N,526584.0
서울특별시,201807,24.0,N,N,16.0,N,N,0.004,N,N,0.019,N,N,Y,0.4,N,N,3121497.0
부산광역시,201807,37.0,N,N,23.0,Y,N,0.007,N,Y,0.016,N,N,N,0.3,N,N,1356553.0
대구광역시,201807,27.0,N,N,18.0,N,N,0.002,N,N,0.01,N,N,N,0.3,N,N,1171042.0
인천광역시,201807,26.0,N,N,16.0,N,N,0.004,N,N,0.017,N,N,N,0.4,N,N,1548964.0
광주광역시,201807,26.0,N,N,15.0,N,N,0.003,N,N,0.009,N,N,N,0.4,N,N,658381.0
대전광역시,201807,26.0,N,N,14.0,N,N,0.002,N,N,0.011,N,N,N,0.3,N,N,665977.0
울산광역시,201807,39.0,N,N,27.0,Y,N,0.009,N,Y,0.017,N,N,N,0.5,N,Y,555983.0
세종특별자치시,201807,27.0,N,N,15.0,N,N,0.002,N,N,0.011,N,N,N,0.4,N,N,141900.0
경기도,201807,25.63,N,N,14.07,N,N,0.003,N,N,0.014,N,N,N,0.323,N,N,5521232.0
경상남도,201807,30.73,N,N,17.4,N,N,0.005,N,Y,0.012,N,N,N,0.344,N,N,1686718.0
충청북도,201807,30.0,N,N,19.11,N,N,0.003,N,N,0.015,N,N,N,0.3,N,N,803924.0
충청남도,201807,22.4,N,N,12.5,N,N,0.004,N,N,0.007,N,N,N,0.36,N,N,1081717.0
전라북도,201807,24.1,N,N,13.67,N,N,0.003,N,N,0.008,N,N,N,0.38,N,N,907900.0
전라남도,201807,25.44,N,N,15.5,N,N,0.005,N,Y,0.007,N,N,N,0.378,N,N,1018390.0
경상북도,201807,29.22,N,N,17.89,N,N,0.004,N,N,0.01,N,N,N,0.338,N,N,1411174.0
제주특별자치도,201807,27.5,N,N,16.33,N,N,0.004,N,N,0.006,N,N,N,0.15,N,N,532838.0
서울특별시,201808,22.0,N,N,10.0,N,N,0.004,N,N,0.017,N,N,N,0.4,N,N,3121532.0
부산광역시,201808,28.0,N,N,14.0,N,N,0.005,N,Y,0.012,N,N,N,0.3,N,N,1358638.0
대구광역시,201808,22.0,N,N,12.0,N,N,0.002,N,N,0.01,N,N,N,0.3,N,N,1171803.0
인천광역시,201808,25.0,N,N,12.0,N,N,0.004,N,N,0.016,N,N,N,0.4,N,N,1553504.0
