STD_YYYYMM,SIDO,비염환자수,아토피환자수,천식환자수
201612,충청남도,124792,4796,18885
201701,충청남도,74122,5150,12635
201702,충청남도,76208,5448,12637
201703,충청남도,107781,5667,16638
201704,충청남도,97580,5409,15697
201705,충청남도,76813,6590,13358
201706,충청남도,62251,6079,10647
201707,충청남도,57151,6814,9578
201708,충청남도,77609,6747,10624
201709,충청남도,122471,5991,15537
201710,충청남도,87461,5139,13549
201711,충청남도,108994,5274,16676
201712,충청남도,131944,4966,17065
201801,충청남도,118654,5431,15325
201802,충청남도,77334,4948,11434
201803,충청남도,99363,5400,15095
201804,충청남도,97281,5656,16081
201805,충청남도,78730,6379,13673
201806,충청남도,61592,6108,10288
201807,충청남도,56966,6735,8905
201808,충청남도,61773,6098,9515
201809,충청남도,120152,5017,15105
201810,충청남도,110227,5285,16178
201811,충청남도,104372,4607,17493
201812,충청남도,123999,5284,18137
201901,충청남도,81508,5985,12276
201902,충청남도,69205,5226,10362
201903,충청남도,103337,5819,14021
201904,충청남도,106385,5559,14985
201905,충청남도,86282,6818,14896
201906,충청남도,59653,5413,10731
201907,충청남도,61390,6509,9685
201908,충청남도,66405,6623,9984
201909,충청남도,117617,5739,15040
201910,충청남도,107707,5628,15384
201911,충청남도,100608,5149,15041
201912,충청남도,112487,5311,15530
202001,충청남도,109687,5269,13718
202002,충청남도,59060,4527,8570
202003,충청남도,37775,4839,5969
202004,충청남도,41993,5667,5535
202005,충청남도,64255,6188,6875
202006,충청남도,51625,6236,6252
202007,충청남도,47186,5929,5629
202008,충청남도,43125,6164,4993
202009,충청남도,76426,5726,7402
202010,충청남도,75397,5640,7566
202011,충청남도,66406,4911,7696
202012,충청남도,44567,5360,5631
202101,충청남도,34861,5081,4471
202102,충청남도,41883,4915,4831
202103,충청남도,67272,5629,7284
202104,충청남도,70857,5904,7778
202105,충청남도,51669,5511,6727
202106,충청남도,47131,6082,5910
202107,충청남도,40915,6386,4612
202108,충청남도,42937,6120,4882
202109,충청남도,84482,5966,7731
202110,충청남도,76135,6067,9420
202111,충청남도,90802,5220,10232
202112,충청남도,54273,5571,7579
202201,충청남도,59124,5689,8551
202202,충청남도,66971,5183,6660
202203,충청남도,99158,4933,8013
202204,충청남도,80825,6058,9786
202205,충청남도,58704,6298,8243
202206,충청남도,49545,5461,7674
202207,충청남도,63450,5907,7124
202208,충청남도,71141,5896,7057
202209,충청남도,96177,5700,11792
202210,충청남도,87703,4978,11047
202211,충청남도,85984,4551,9221
202212,충청남도,93500,4800,8816
200601,전라북도,49423,6500,13890
200602,전라북도,36931,6593,12455
200603,전라북도,48323,7344,15775
200604,전라북도,48666,5995,16982
200605,전라북도,40346,7201,15705
200606,전라북도,27435,6689,10361
200607,전라북도,22484,7960,8461
200608,전라북도,25995,7551,10254
200609,전라북도,62451,5585,16800
200610,전라북도,40034,5250,14252
200611,전라북도,51062,6309,16343
200612,전라북도,50358,5862,14349
200701,전라북도,51034,6913,14840
200702,전라북도,36494,6418,10695
200703,전라북도,44789,7010,13174
200704,전라북도,51704,6515,16711
200705,전라북도,37166,6635,13247
200706,전라북도,27566,6801,10315
200707,전라북도,26835,7035,9296
200708,전라북도,27605,7301,9506
200709,전라북도,62722,5282,17234
200710,전라북도,59027,7000,17521
200711,전라북도,56325,6165,16684
200712,전라북도,56507,5603,15316
200801,전라북도,55155,7413,14298
200802,전라북도,63347,6917,17171
200803,전라북도,55150,6445,16997
200804,전라북도,50575,6853,16398
200805,전라북도,41733,7204,14219
200806,전라북도,33223,6357,11264
200807,전라북도,26541,7984,8564
200808,전라북도,35085,6100,9179
200809,전라북도,60703,6120,14074
200810,전라북도,62530,5835,17095
200811,전라북도,54885,5619,14773
200812,전라북도,76576,6462,18149
200901,전라북도,61163,6663,15303
200902,전라북도,39659,6380,11532
200903,전라북도,60158,7281,16156
200904,전라북도,60322,6500,17539
200905,전라북도,46843,6615,13384
200906,전라북도,38047,6624,11462
200907,전라북도,34558,6813,9847
200908,전라북도,50979,6577,12464
200909,전라북도,87887,5188,17355
200910,전라북도,84564,5914,17632
200911,전라북도,79545,5758,16121
200912,전라북도,77832,6242,15852
201001,전라북도,65897,6381,11465
201002,전라북도,55141,5998,10363
201003,전라북도,79109,6790,15706
201004,전라북도,77052,6154,17269
201005,전라북도,56974,6551,16367
201006,전라북도,44322,6847,12274
201007,전라북도,36112,7516,8972
201008,전라북도,36731,6709,8333
201009,전라북도,86706,5931,14044
201010,전라북도,85513,5534,16868
201011,전라북도,70368,5783,16266
201012,전라북도,75946,5429,17016
201101,전라북도,64121,6235,13086
201102,전라북도,56962,5315,11148
201103,전라북도,79118,6693,14100
201104,전라북도,65739,5924,14609
201105,전라북도,56566,6751,15024
201106,전라북도,43061,6254,11230
201107,전라북도,36430,6946,9805
201108,전라북도,50323,6409,12704
201109,전라북도,90509,5779,18481
201110,전라북도,76181,4936,17236
201111,전라북도,69804,5248,15650
201112,전라북도,96583,5948,16428
201201,전라북도,81299,5563,15538
201202,전라북도,77416,5453,16763
201203,전라북도,80383,5668,17164
201204,전라북도,75706,5517,17618
201205,전라북도,62717,6575,14812
201206,전라북도,40359,6166,9821
201207,전라북도,38455,6716,9326
201208,전라북도,43370,6237,9912
201209,전라북도,95535,4985,15926
201210,전라북도,86546,5570,16490
201211,전라북도,74908,5153,16666
201212,전라북도,67992,5081,13325
201301,전라북도,74645,5870,14543
201302,전라북도,79417,5473,15740
201303,전라북도,85740,5530,17443
201304,전라북도,78260,5422,16277
201305,전라북도,60090,6133,14322
201306,전라북도,43500,5866,10544
201307,전라북도,40983,6982,8845
201308,전라북도,49786,6360,9646
201309,전라북도,97866,4793,15294
201310,전라북도,82589,5001,15391
201311,전라북도,79927,4791,14481
201312,전라북도,76947,4702,13985
201401,전라북도,88474,5193,14816
201402,전라북도,97287,5135,16349
201403,전라북도,78777,5353,14803
201404,전라북도,75241,5748,14840
201405,전라북도,63842,6092,13144
201406,전라북도,44807,5587,9375
201407,전라북도,49353,6590,9239
201408,전라북도,55310,5902,9650
201409,전라북도,96505,5665,13967
201410,전라북도,85529,4939,13818
201411,전라북도,96409,4415,16053
201412,전라북도,86191,5097,14368
201501,전라북도,74228,5395,13029
201502,전라북도,81339,4937,13394
201503,전라북도,97319,5878,15997
201504,전라북도,81077,5319,14704
201505,전라북도,65827,6103,12893
201506,전라북도,46030,4995,8914
201507,전라북도,41183,7009,7590
201508,전라북도,56105,6306,10070
201509,전라북도,99170,4848,14007
201510,전라북도,84641,4856,14315
201511,전라북도,78838,4577,13487
201512,전라북도,94512,5402,15830
201601,전라북도,85362,5377,11627
201602,전라북도,91067,5238,13598
201603,전라북도,91535,5647,14193
201604,전라북도,77387,5236,12898
201605,전라북도,65324,6109,11414
201606,전라북도,49356,5820,8570
201607,전라북도,46714,6552,7138
201608,전라북도,57122,6410,8509
201609,전라북도,89117,4940,11724
201610,전라북도,91943,4821,12928
201611,전라북도,91507,5053,14108
201612,전라북도,110931,4871,16963
201701,전라북도,66361,5147,11411
201702,전라북도,68608,5066,10672
201703,전라북도,98721,5441,14111
201704,전라북도,88693,5005,13536
201705,전라북도,66798,6096,11747
201706,전라북도,52451,5641,9104
201707,전라북도,43722,6481,7386
201708,전라북도,62680,6142,8277
201709,전라북도,95106,5222,10944
201710,전라북도,77478,4436,10772
201711,전라북도,96110,4808,13074
201712,전라북도,104717,4469,13564
201801,전라북도,104514,5052,13666
201802,전라북도,68018,4639,9462
201803,전라북도,82026,5008,11674
201804,전라북도,81537,5304,12757
201805,전라북도,66676,5988,11924
201806,전라북도,49831,5817,8458
201807,전라북도,44016,6512,6569
201808,전라북도,48533,5558,6781
201809,전라북도,92066,4672,9765
201810,전라북도,92554,5061,11438
201811,전라북도,88586,4673,12506
201812,전라북도,104319,4790,13798
201901,전라북도,69600,5329,10109
201902,전라북도,59029,4835,8085
201903,전라북도,82965,4887,10226
201904,전라북도,90016,5229,11889
201905,전라북도,69000,6068,10485
201906,전라북도,47249,4998,7862
201907,전라북도,48735,6212,7358
201908,전라북도,52455,6164,6927
201909,전라북도,91001,5062,9759
201910,전라북도,91273,5118,11457
201911,전라북도,84119,4725,11206
201912,전라북도,96686,4739,11849
202001,전라북도,91447,4738,10594
202002,전라북도,52547,4319,7359
202003,전라북도,35085,5129,5346
202004,전라북도,36759,5384,4651
202005,전라북도,46826,5921,4982
202006,전라북도,39597,6004,4638
202007,전라북도,38157,5503,4381
202008,전라북도,35999,6403,4006
202009,전라북도,57941,5328,5293
202010,전라북도,60011,5289,5568
202011,전라북도,55905,4527,5174
202012,전라북도,35770,4850,4252
202101,전라북도,26864,4750,3572
202102,전라북도,32612,4880,3740
202103,전라북도,53745,5331,5115
202104,전라북도,50958,5547,4680
202105,전라북도,38461,5204,4432
202106,전라북도,39875,5736,4552
202107,전라북도,32560,6186,3629
202108,전라북도,31794,5647,3681
202109,전라북도,60541,5477,4852
202110,전라북도,63187,5403,6490
202111,전라북도,67864,4489,6213
202112,전라북도,43187,4945,4917
202201,전라북도,45469,5129,5478
202202,전라북도,53827,4517,5095
202203,전라북도,76983,4429,6420
202204,전라북도,59366,5364,6712
202205,전라북도,48411,5468,5806
202206,전라북도,36525,4929,5331
202207,전라북도,46798,5444,4814
202208,전라북도,55228,5597,5477
202209,전라북도,69900,5087,7201
202210,전라북도,72289,4598,7355
202211,전라북도,69334,4052,6886
202212,전라북도,72773,4299,6577
200601,전라남도,57027,4952,15713
200602,전라남도,43585,5198,13871
200603,전라남도,56529,5876,18247
200604,전라남도,51803,5095,19869
200605,전라남도,45216,5565,16879
200606,전라남도,30092,5656,11598
200607,전라남도,26436,6514,10129
200608,전라남도,29257,6094,11802
200609,전라남도,63124,4079,16692
200610,전라남도,45331,4155,15150
200611,전라남도,58168,5099,16628
200612,전라남도,60569,4556,17383
200701,전라남도,63523,5725,18100
200702,전라남도,43154,5205,12255
200703,전라남도,55882,5644,15330
200704,전라남도,54800,5494,18566
200705,전라남도,41215,5697,15744
200706,전라남도,30111,5285,11389
200707,전라남도,29517,5930,9808
200708,전라남도,29282,5962,9412
200709,전라남도,66912,4251,17003
200710,전라남도,64714,5579,17068
200711,전라남도,65452,4907,17089
200712,전라남도,65968,4365,16228
200801,전라남도,65790,5832,15351
200802,전라남도,80533,5651,19916
200803,전라남도,72254,5057,19082
200804,전라남도,57958,5350,18056
200805,전라남도,50451,5549,16446
200806,전라남도,37970,4940,11755
200807,전라남도,29366,6610,8534
200808,전라남도,36984,4995,8659
200809,전라남도,64110,4689,13346
200810,전라남도,66375,4636,16898
200811,전라남도,61043,4490,15792
200812,전라남도,89909,4917,20814
200901,전라남도,70353,5238,16708
200902,전라남도,47059,5075,13313
200903,전라남도,71145,6041,17667
200904,전라남도,74846,5557,21465
200905,전라남도,53612,5347,14552
200906,전라남도,40648,5526,11896
200907,전라남도,37382,5893,10581
200908,전라남도,55499,5552,12195
200909,전라남도,87703,4425,15574
200910,전라남도,86797,5263,17621
200911,전라남도,92569,4551,18716
200912,전라남도,85930,5061,16622
201001,전라남도,78500,5135,13613
201002,전라남도,62668,4902,12479
201003,전라남도,83316,5689,17504
201004,전라남도,88106,5072,21798
201005,전라남도,60299,5149,17050
201006,전라남도,46608,5590,13363
201007,전라남도,37767,5900,10591
201008,전라남도,37717,6020,10513
201009,전라남도,87962,5103,16390
201010,전라남도,89724,4404,19275
201011,전라남도,79968,4726,19652
201012,전라남도,87343,4425,19988
201101,전라남도,72633,5082,15828
201102,전라남도,64151,4565,13497
201103,전라남도,86818,5537,16445
201104,전라남도,78962,4954,17607
201105,전라남도,57828,5219,15971
201106,전라남도,43819,5287,11456
201107,전라남도,36851,5684,9395
201108,전라남도,49733,5546,12138
201109,전라남도,88727,5026,16771
201110,전라남도,77161,4463,16898
201111,전라남도,72180,4347,16374
201112,전라남도,107711,5353,18516
201201,전라남도,90637,5156,19089
201202,전라남도,85660,4800,20110
201203,전라남도,88773,5194,19833
201204,전라남도,78670,4769,19778
201205,전라남도,64581,5487,16913
201206,전라남도,43497,4950,11087
201207,전라남도,39478,5542,10004
201208,전라남도,45806,5307,11618
201209,전라남도,89915,4156,15928
201210,전라남도,94161,4825,17663
201211,전라남도,78483,4356,16643
201212,전라남도,76088,4212,15469
201301,전라남도,79439,4946,16153
201302,전라남도,91205,4759,18581
201303,전라남도,90856,4865,19973
201304,전라남도,80358,4663,19028
201305,전라남도,59176,4989,15715
201306,전라남도,42052,4878,10922
201307,전라남도,40673,5909,9961
201308,전라남도,50535,5392,11410
201309,전라남도,91365,3907,17006
201310,전라남도,81890,4164,17131
201311,전라남도,79843,4303,16778
201312,전라남도,78763,3996,17043
201401,전라남도,93038,4528,17590
201402,전라남도,101227,4369,20888
201403,전라남도,85875,4496,19368
201404,전라남도,77909,5215,19576
201405,전라남도,64229,5221,16591
201406,전라남도,45608,4948,11671
201407,전라남도,49838,5812,11572
201408,전라남도,53899,5445,12532
201409,전라남도,92696,4864,16912
201410,전라남도,83102,4138,16307
201411,전라남도,99184,3954,19698
201412,전라남도,96627,4339,21237
201501,전라남도,81718,4395,17928
201502,전라남도,94082,4183,19381
201503,전라남도,98812,5112,19099
201504,전라남도,84717,4636,18574
201505,전라남도,68001,5393,15746
201506,전라남도,49852,4787,10789
201507,전라남도,44700,6101,9329
201508,전라남도,54191,5870,11077
201509,전라남도,95308,4604,14690
201510,전라남도,85434,4444,15978
201511,전라남도,80165,3995,14882
201512,전라남도,97189,4827,19433
201601,전라남도,94994,4725,16291
201602,전라남도,95212,4770,17236
201603,전라남도,96893,5170,18123
201604,전라남도,78920,4989,16315
201605,전라남도,65653,5513,14099
201606,전라남도,50091,5626,10593
201607,전라남도,49215,6250,8827
201608,전라남도,58613,6419,9686
201609,전라남도,91851,4667,12930
201610,전라남도,93437,4658,15185
201611,전라남도,92402,4644,16038
201612,전라남도,109452,4652,17080
201701,전라남도,77373,4774,13343
201702,전라남도,69569,4683,12130
201703,전라남도,105025,5386,15673
201704,전라남도,93490,5084,16441
201705,전라남도,70380,6163,14298
201706,전라남도,51407,5596,10168
201707,전라남도,46510,6957,8396
201708,전라남도,61143,6288,8802
201709,전라남도,95595,5456,11856
201710,전라남도,80786,4557,11889
201711,전라남도,101997,4778,15273
201712,전라남도,116628,4283,16449
201801,전라남도,114360,4703,17317
201802,전라남도,72906,4424,12214
201803,전라남도,89227,5209,14154
201804,전라남도,86300,5376,14578
201805,전라남도,68293,5394,13169
201806,전라남도,49766,5564,9197
201807,전라남도,45030,6518,7503
201808,전라남도,50979,5947,8073
201809,전라남도,95844,4979,12134
201810,전라남도,95763,4827,14038
201811,전라남도,93345,4113,15118
201812,전라남도,109901,4170,16176
201901,전라남도,77611,4574,12900
201902,전라남도,66131,4364,9638
201903,전라남도,96383,4624,13053
201904,전라남도,94009,4922,15089
201905,전라남도,72015,5532,13304
201906,전라남도,49373,4580,9300
201907,전라남도,50736,5706,8872
201908,전라남도,53660,5905,8923
201909,전라남도,89792,4816,12164
201910,전라남도,91479,4590,13407
201911,전라남도,89599,4179,13847
201912,전라남도,98836,4184,14385
202001,전라남도,97625,4353,13441
202002,전라남도,56214,4080,8969
202003,전라남도,38630,4678,6213
202004,전라남도,38751,4999,5590
202005,전라남도,50028,5286,6450
202006,전라남도,41334,5289,5706
202007,전라남도,38605,4856,5330
202008,전라남도,33836,5662,4399
202009,전라남도,56609,5121,6301
202010,전라남도,64850,4705,6675
202011,전라남도,59465,3992,6739
202012,전라남도,38178,4276,5377
202101,전라남도,33235,4076,4848
202102,전라남도,35255,4017,4643
202103,전라남도,56203,4784,6640
202104,전라남도,57878,5009,6559
202105,전라남도,37214,4633,5455
202106,전라남도,34989,5033,5167
202107,전라남도,37826,5415,4829
202108,전라남도,30409,5087,4119
202109,전라남도,63821,4909,6720
202110,전라남도,63652,4774,9461
202111,전라남도,69260,4090,8440
202112,전라남도,49721,4173,6751
202201,전라남도,47804,4330,8393
202202,전라남도,50676,4122,6265
202203,전라남도,90971,4262,8277
202204,전라남도,68667,5075,8572
202205,전라남도,46988,4877,7193
202206,전라남도,40279,4592,6963
202207,전라남도,48987,5078,6664
202208,전라남도,58073,5274,6911
202209,전라남도,68079,4676,9741
202210,전라남도,74063,4318,10706
202211,전라남도,72898,3764,8946
202212,전라남도,77897,3954,8316
200601,경상북도,63605,6944,18594
200602,경상북도,59296,7069,19079
200603,경상북도,69786,7513,24552
200604,경상북도,71342,6526,28005
200605,경상북도,57178,7299,24024
200606,경상북도,38305,7088,15022
200607,경상북도,33466,7748,12554
200608,경상북도,37749,8119,15170
200609,경상북도,86430,5896,26532
200610,경상북도,55978,5863,21485
200611,경상북도,72137,6614,24232
200612,경상북도,72721,6277,23665
200701,경상북도,79567,7322,24267
200702,경상북도,57632,6427,17438
200703,경상북도,66220,6992,19981
200704,경상북도,68711,7166,23384
200705,경상북도,55371,7262,21843
200706,경상북도,39361,6742,15071
200707,경상북도,40138,7186,13227
200708,경상북도,39204,7367,12372
200709,경상북도,87924,5354,24379
200710,경상북도,84744,6838,25136
200711,경상북도,86351,6769,23325
200712,경상북도,94575,5847,24591
200801,경상북도,93102,7108,23272
200802,경상북도,89215,7382,22069
200803,경상북도,86354,6543,24385
200804,경상북도,83696,7004,26160
200805,경상북도,68430,7280,21960
200806,경상북도,53545,6099,15999
200807,경상북도,39867,8294,11188
200808,경상북도,49580,6230,11462
200809,경상북도,87931,6174,18704
200810,경상북도,87942,6413,23283
200811,경상북도,83287,6206,21946
200812,경상북도,113911,6524,26594
200901,경상북도,94007,6708,21600
200902,경상북도,60413,6198,16008
200903,경상북도,84168,7543,21998
200904,경상북도,102973,7010,27048
200905,경상북도,73124,6852,19810
200906,경상북도,57205,6811,16187
200907,경상북도,50059,6837,14126
200908,경상북도,73524,7123,17699
200909,경상북도,119101,5630,24761
200910,경상북도,125465,6370,26891
200911,경상북도,107225,5646,23300
200912,경상북도,106496,6653,22239
201001,경상북도,104069,6587,17831
201002,경상북도,87602,5972,17229
201003,경상북도,111538,6742,25261
201004,경상북도,113019,6447,28033
201005,경상북도,90618,7221,25900
201006,경상북도,62680,7084,18347
201007,경상북도,52583,7523,13383
201008,경상북도,53002,7566,12400
201009,경상북도,127711,6232,22363
201010,경상북도,119424,5728,26007
201011,경상북도,103866,6410,25333
201012,경상북도,117294,5936,26913
201101,경상북도,91512,6536,19662
201102,경상북도,79188,5357,16560
201103,경상북도,116927,7397,21995
201104,경상북도,105799,6249,24091
201105,경상북도,82211,6776,23052
201106,경상북도,58667,6952,16440
201107,경상북도,49354,7124,13102
201108,경상북도,67127,7079,16595
201109,경상북도,123036,6347,26179
201110,경상북도,106094,5488,25934
201111,경상북도,102596,5719,25373
201112,경상북도,130254,6711,23896
201201,경상북도,116025,6071,23659
201202,경상북도,125780,6009,28066
201203,경상북도,115259,6233,24864
201204,경상북도,107324,6120,25347
201205,경상북도,85630,6943,21447
201206,경상북도,56316,6177,13781
201207,경상북도,51491,7190,11712
201208,경상북도,57415,6633,13505
201209,경상북도,121961,5452,22441
201210,경상북도,122242,6046,24607
201211,경상북도,98368,5402,22101
201212,경상북도,90111,5525,17515
201301,경상북도,103090,6370,18624
201302,경상북도,118354,5913,22112
201303,경상북도,120666,6410,24219
201304,경상북도,107484,6133,22304
201305,경상북도,80175,6866,18863
201306,경상북도,54251,6500,13112
201307,경상북도,55531,7527,11273
201308,경상북도,65242,6689,12107
201309,경상북도,126605,5244,19995
201310,경상북도,115710,5486,22878
201311,경상북도,108674,5592,20446
201312,경상북도,97865,5530,17336
201401,경상북도,122529,6038,17625
201402,경상북도,141752,5319,22400
201403,경상북도,113126,6068,22255
201404,경상북도,120193,6522,25129
201405,경상북도,85374,6713,18916
201406,경상북도,60275,5710,12998
201407,경상북도,64031,6710,12313
201408,경상북도,72628,5933,12854
201409,경상북도,126953,6235,19457
201410,경상북도,117518,5600,19795
201411,경상북도,130456,5280,22362
201412,경상북도,123402,5905,20650
201501,경상북도,104027,5853,18018
201502,경상북도,111648,5478,18433
201503,경상북도,140439,6469,23142
201504,경상북도,115778,5944,21770
201505,경상북도,86294,6774,17446
201506,경상북도,61450,5064,11939
201507,경상북도,56231,6661,10643
201508,경상북도,68500,6436,12967
201509,경상북도,135429,5679,20289
201510,경상북도,116815,5679,20159
201511,경상북도,104753,4978,19897
201512,경상북도,129143,5864,23043
201601,경상북도,125340,6088,18475
201602,경상북도,132375,5640,21834
201603,경상북도,123564,6047,21620
201604,경상북도,109869,6154,19674
201605,경상북도,86950,6730,16437
201606,경상북도,64514,6325,11950
201607,경상북도,64155,6655,10102
201608,경상북도,74347,6974,11430
201609,경상북도,121284,5546,16820
201610,경상북도,124877,5556,19947
201611,경상북도,122997,5905,20078
201612,경상북도,149336,5600,19761
201701,경상북도,101197,5840,14612
201702,경상북도,96034,6003,14145
201703,경상북도,132937,6283,17212
201704,경상북도,129166,6345,18017
201705,경상북도,93814,7032,14555
201706,경상북도,72172,6296,11180
201707,경상북도,63354,6942,9181
201708,경상북도,81509,6932,9645
201709,경상북도,129972,6283,13774
201710,경상북도,105392,5299,13644
201711,경상북도,137621,6025,17218
201712,경상북도,166729,5464,18178
201801,경상북도,155552,5675,18195
201802,경상북도,97098,5803,12029
201803,경상북도,121937,5953,15655
201804,경상북도,130842,6471,19073
201805,경상북도,94398,6089,15839
201806,경상북도,71098,6008,11101
201807,경상북도,64396,6929,9372
201808,경상북도,68122,6274,9736
201809,경상북도,129338,5406,14312
201810,경상북도,129829,5942,17171
201811,경상북도,129775,5525,18542
201812,경상북도,148464,5264,19032
201901,경상북도,106626,6125,13836
201902,경상북도,90149,5386,11137
201903,경상북도,121548,5923,14032
201904,경상북도,134462,6123,16620
201905,경상북도,100221,6787,15386
201906,경상북도,66094,5678,10486
201907,경상북도,71324,6924,10564
201908,경상북도,72742,6835,9856
201909,경상북도,123133,5970,13920
201910,경상북도,125448,6063,15003
201911,경상북도,126813,5742,15903
201912,경상북도,141978,5660,16995
202001,경상북도,134084,5708,14698
202002,경상북도,76860,4652,9478
202003,경상북도,39700,4982,6134
202004,경상북도,44274,6445,5837
202005,경상북도,52537,6974,6046
202006,경상북도,58576,7057,6118
202007,경상북도,53175,6032,5749
202008,경상북도,45982,6811,4878
202009,경상북도,78384,5996,6941
202010,경상북도,78065,5878,6972
202011,경상북도,75192,5523,7373
202012,경상북도,52862,5739,5975
202101,경상북도,36237,5341,4429
202102,경상북도,41402,5345,4508
202103,경상북도,75470,5978,6784
202104,경상북도,85310,6470,7683
202105,경상북도,53135,5680,5974
202106,경상북도,48762,6191,5430
202107,경상북도,46291,6621,4686
202108,경상북도,45258,6394,4715
202109,경상북도,77939,6332,6308
202110,경상북도,88603,6367,9132
202111,경상북도,95485,5501,8085
202112,경상북도,62655,5789,6478
202201,경상북도,64175,5931,7297
202202,경상북도,80059,5358,6911
202203,경상북도,112563,5132,7497
202204,경상북도,99353,6987,9570
202205,경상북도,61323,6165,7205
202206,경상북도,53930,5527,6726
202207,경상북도,65574,5870,6558
202208,경상북도,79812,6074,6929
202209,경상북도,92236,5542,9347
202210,경상북도,98075,5467,9775
202211,경상북도,102229,4944,8710
202212,경상북도,116227,5063,8637
200601,경상남도,77584,7762,21764
200602,경상남도,77924,8189,21208
200603,경상남도,91912,9056,26901
200604,경상남도,85636,7819,29386
200605,경상남도,69301,8854,24217
200606,경상남도,48128,8720,16806
200607,경상남도,42989,10279,14222
200608,경상남도,46793,10350,17014
200609,경상남도,122051,7258,29409
200610,경상남도,73769,6986,24589
200611,경상남도,100107,8438,29599
200612,경상남도,99515,7252,28010
200701,경상남도,93040,8785,25346
200702,경상남도,77911,7978,20174
200703,경상남도,98330,9035,24427
200704,경상남도,94607,8699,30174
200705,경상남도,70984,8764,26592
200706,경상남도,52616,8178,18745
200707,경상남도,55221,9458,16918
200708,경상남도,51133,9573,16530
200709,경상남도,118651,7401,30074
200710,경상남도,115025,8996,31859
200711,경상남도,117177,8702,32064
200712,경상남도,118767,7458,29885
200801,경상남도,110252,9031,26875
200802,경상남도,134950,9358,32192
200803,경상남도,118643,8491,30191
200804,경상남도,103751,8732,30223
200805,경상남도,83325,8935,25657
200806,경상남도,67138,7878,19195
200807,경상남도,51449,10463,14376
200808,경상남도,65960,8069,15117
200809,경상남도,119260,7849,23510
200810,경상남도,115269,7545,27283
200811,경상남도,109025,7294,26936
200812,경상남도,155928,7767,34216
200901,경상남도,118765,8229,26872
200902,경상남도,81782,7401,20265
200903,경상남도,126560,9278,28212
200904,경상남도,139691,8519,33716
200905,경상남도,98196,7988,24257
200906,경상남도,73398,8078,17657
200907,경상남도,64806,8912,16104
200908,경상남도,101030,8356,21273
200909,경상남도,169521,7178,30341
200910,경상남도,169066,7761,31620
200911,경상남도,158315,7204,31050
200912,경상남도,145156,7733,27702
201001,경상남도,137538,7581,22562
201002,경상남도,117572,7003,21043
201003,경상남도,146896,8414,27644
201004,경상남도,157440,7769,34656
201005,경상남도,115426,8439,29670
201006,경상남도,80278,8013,21476
201007,경상남도,71255,8973,16930
201008,경상남도,68277,8852,16016
201009,경상남도,169873,7438,27006
201010,경상남도,165430,6555,32169
201011,경상남도,141956,7532,31169
201012,경상남도,165959,6824,34223
201101,경상남도,125503,7688,25547
201102,경상남도,104079,6183,20284
201103,경상남도,153114,8685,25533
201104,경상남도,143383,7495,29166
201105,경상남도,103844,7861,27171
201106,경상남도,78901,8034,20135
201107,경상남도,71425,8711,17057
201108,경상남도,90154,8267,20047
201109,경상남도,174335,7509,30040
201110,경상남도,144076,6362,29834
201111,경상남도,140204,6616,31157
201112,경상남도,187334,8006,30556
201201,경상남도,160588,7397,29892
201202,경상남도,160112,6978,32051
201203,경상남도,162912,7571,30389
201204,경상남도,152626,7003,32534
201205,경상남도,126079,8416,28659
201206,경상남도,81483,7600,18499
201207,경상남도,72886,9201,16675
201208,경상남도,82166,7944,19016
201209,경상남도,174841,6420,26910
201210,경상남도,176247,7056,31384
201211,경상남도,143067,6751,28660
201212,경상남도,136657,6380,24740
201301,경상남도,141892,7357,24983
201302,경상남도,173597,7112,29106
201303,경상남도,167792,7384,31136
201304,경상남도,154234,7227,28531
201305,경상남도,110017,8039,23499
201306,경상남도,75834,7865,15970
201307,경상남도,74809,9259,14353
201308,경상남도,90511,8020,16427
201309,경상남도,182899,6123,26049
201310,경상남도,166981,6310,28545
201311,경상남도,160156,6474,26177
201312,경상남도,152180,6308,23141
201401,경상남도,168603,6647,23229
201402,경상남도,187718,6240,28029
201403,경상남도,164263,6890,27998
201404,경상남도,164044,7599,30042
201405,경상남도,115603,7790,21910
201406,경상남도,84232,6894,15486
201407,경상남도,95863,8573,15774
201408,경상남도,98161,7449,16191
201409,경상남도,186372,7022,24270
201410,경상남도,167661,6394,25468
201411,경상남도,189913,6033,29680
201412,경상남도,182946,6401,28318
201501,경상남도,149922,6636,24594
201502,경상남도,164971,6243,25327
201503,경상남도,189722,7519,29822
201504,경상남도,165196,6995,30326
201505,경상남도,127402,7804,26210
201506,경상남도,92052,6436,18274
201507,경상남도,85625,8716,15713
201508,경상남도,98940,8429,19123
201509,경상남도,198317,6606,27611
201510,경상남도,172142,6641,27379
201511,경상남도,152814,5712,26314
201512,경상남도,189419,6540,31963
201601,경상남도,177614,6678,23172
201602,경상남도,181287,6382,26329
201603,경상남도,176291,7176,27127
201604,경상남도,157354,6909,25244
201605,경상남도,120147,7791,21889
201606,경상남도,90863,7777,15561
201607,경상남도,92378,8729,14248
201608,경상남도,109339,8783,15833
201609,경상남도,179159,6423,22795
201610,경상남도,175820,6578,25680
201611,경상남도,176459,6877,26141
201612,경상남도,206346,6479,26851
201701,경상남도,149103,6903,21093
201702,경상남도,136723,6690,18919
201703,경상남도,191151,6951,24749
201704,경상남도,180343,6912,25074
