SIDO,STD_YYYYMM,AVG_구리,구리_BAD,AVG_납,납_0.5BAD,납_BAD,AVG_니켈,니켈_BAD,AVG_망간,망간_BAD,AVG_비소,비소_BAD,AVG_철,철_BAD,AVG_카드뮴,카드뮴_BAD,AVG_크롬,크롬_BAD
인천광역시,201802,0.0199,Y,0.0227,N,Y,0.0034,N,0.0262,N,0.0025,N,0.5011,N,0.0008,N,0.0032,N
광주광역시,201802,0.0032,N,0.0038,N,N,0.0034,N,0.0023,N,0.0041,N,0.2147,N,0.0013,N,0.0035,N
대전광역시,201802,0.0178,Y,0.0229,N,Y,0.0024,N,0.0314,Y,0.0031,N,0.609,Y,0.001,Y,0.0042,Y
울산광역시,201802,0.0097,N,0.014,N,N,0.0026,N,0.0188,N,0.0117,Y,0.3423,N,0.0004,N,0.0014,N
세종특별자치시,201802,0.0185,N,0.0238,N,N,0.0034,N,0.0256,N,0.0041,N,0.571,N,0.0013,N,0.0035,N
경기도,201802,0.0311,Y,0.039,N,Y,0.0079,Y,0.0444,Y,0.0042,Y,1.1726,Y,0.001,Y,0.0057,Y
강원도,201802,0.0136,N,0.0188,N,N,0.0016,N,0.0333,Y,0.0028,N,0.5314,N,0.0006,N,0.0042,Y
충청북도,201802,0.0266,Y,0.0294,N,Y,0.0029,N,0.025,N,0.0038,N,0.6746,Y,0.003,Y,0.0024,N
충청남도,201802,0.0174,Y,0.0172,N,N,0.0034,N,0.0243,N,0.0021,N,0.6783,Y,0.0002,N,0.0016,N
전라북도,201802,0.0305,Y,0.0648,N,Y,0.0044,Y,0.018,N,0.0056,Y,0.3389,N,0.0028,Y,0.0039,Y
전라남도,201802,0.006,N,0.0118,N,N,0.0024,N,0.0256,N,0.0041,N,0.42,N,0.0013,N,0.0035,N
경상북도,201802,0.0142,N,0.0284,N,Y,0.0048,Y,0.0364,Y,0.0032,N,0.5396,N,0.0013,N,0.0058,Y
경상남도,201802,0.0325,Y,0.0108,N,N,0.0033,N,0.0233,N,0.0012,N,0.3835,N,0.0003,N,0.0033,N
서울특별시,201803,0.0196,Y,0.0214,N,N,0.0018,N,0.0108,N,0.0054,Y,0.4809,N,0.0009,Y,0.0011,N
부산광역시,201803,0.0139,N,0.008,N,N,0.0078,Y,0.0327,Y,0.0021,N,0.5931,Y,0.0003,N,0.0059,Y
대구광역시,201803,0.0127,N,0.0213,N,N,0.0032,N,0.0195,N,0.003,N,0.5319,N,0.0009,Y,0.0036,Y
인천광역시,201803,0.0138,N,0.0226,N,Y,0.0039,Y,0.0197,N,0.0014,N,0.4707,N,0.0006,N,0.0018,N
광주광역시,201803,0.0003,N,0.002,N,N,0.0045,N,0.0016,N,0.0034,N,0.1888,N,0.0009,N,0.0036,N
대전광역시,201803,0.0106,N,0.0165,N,N,0.0017,N,0.0157,N,0.003,N,0.3778,N,0.0005,N,0.0024,N
울산광역시,201803,0.0047,N,0.0112,N,N,0.0025,N,0.0103,N,0.0018,N,0.2278,N,0.0008,N,0.0008,N
세종특별자치시,201803,0.0189,N,0.02,N,N,0.0045,N,0.0243,N,0.0034,N,0.4632,N,0.0009,N,0.0036,N
경기도,201803,0.0272,Y,0.0278,N,Y,0.0056,Y,0.0305,N,0.002,N,0.6932,Y,0.0009,Y,0.0045,Y
강원도,201803,0.0076,N,0.0134,N,N,0.0012,N,0.0135,N,0.0043,Y,0.334,N,0.0005,N,0.002,N
충청북도,201803,0.0164,Y,0.0166,N,N,0.0033,N,0.0133,N,0.0028,N,0.3408,N,0.0022,Y,0.0024,N
충청남도,201803,0.0108,N,0.0096,N,N,0.0026,N,0.0166,N,0.0006,N,0.3028,N,0.0001,N,0.0016,N
전라북도,201803,0.0911,Y,0.0636,N,Y,0.0008,N,0.0472,Y,0.0121,Y,0.7973,Y,0.0026,Y,0.0054,Y
전라남도,201803,0.0071,N,0.0322,N,Y,0.0018,N,0.0236,N,0.0042,Y,0.3663,N,0.0008,N,0.0014,N
경상북도,201803,0.0239,Y,0.024,N,Y,0.0195,Y,0.0754,Y,0.0034,N,0.7038,Y,0.0009,N,0.0106,Y
경상남도,201803,0.0234,Y,0.0102,N,N,0.0072,Y,0.0335,Y,0.001,N,0.5387,N,0.0004,N,0.0073,Y
서울특별시,201804,0.0256,Y,0.0202,N,N,0.0034,N,0.0264,N,0.0039,N,1.2041,Y,0.0009,Y,0.0029,N
부산광역시,201804,0.0146,N,0.012,N,N,0.0046,Y,0.0286,N,0.0016,N,0.9319,Y,0.0002,N,0.0047,Y
대구광역시,201804,0.0113,N,0.0182,N,N,0.0022,N,0.0213,N,0.0036,N,0.7216,Y,0.0007,N,0.0026,N
인천광역시,201804,0.0192,Y,0.0169,N,N,0.0053,Y,0.0346,Y,0.0021,N,0.7995,Y,0.0009,Y,0.0048,Y
광주광역시,201804,0.0056,N,0.0055,N,N,0.0044,N,0.0156,N,0.0031,N,0.6808,Y,0.0007,N,0.0036,N
대전광역시,201804,0.0136,N,0.017,N,N,0.0036,N,0.0415,Y,0.0034,N,1.0943,Y,0.0005,N,0.0039,Y
울산광역시,201804,0.0075,N,0.018,N,N,0.0036,N,0.0276,N,0.0033,N,0.6667,Y,0.0005,N,0.0012,N
세종특별자치시,201804,0.0173,N,0.0164,N,N,0.0044,N,0.0369,N,0.0031,N,0.8835,N,0.0007,N,0.0036,N
경기도,201804,0.057,Y,0.0254,N,Y,0.0062,Y,0.0368,Y,0.0029,N,1.1405,Y,0.0024,Y,0.0048,Y
강원도,201804,0.0095,N,0.0113,N,N,0.0018,N,0.0316,Y,0.0022,N,0.7293,Y,0.0005,N,0.0027,N
충청북도,201804,0.0179,Y,0.0148,N,N,0.0052,Y,0.0276,N,0.0025,N,0.7612,Y,0.0008,N,0.0028,N
충청남도,201804,0.0174,Y,0.0174,N,N,0.0042,Y,0.0397,Y,0.0039,N,1.0422,Y,0.0004,N,0.0017,N
전라북도,201804,0.0173,N,0.0164,N,N,0.0044,N,0.0369,N,0.0031,N,0.8835,N,0.0007,N,0.0036,N
전라남도,201804,0.0098,N,0.0124,N,N,0.003,N,0.0334,Y,0.003,N,0.4328,N,0.0004,N,0.0007,N
경상북도,201804,0.022,Y,0.0267,N,Y,0.007,Y,0.1118,Y,0.0053,Y,1.242,Y,0.0005,N,0.0066,Y
경상남도,201804,0.0115,N,0.0142,N,N,0.0068,Y,0.04,Y,0.0022,N,0.9222,Y,0.0006,N,0.0072,Y
서울특별시,201805,0.0349,Y,0.0146,N,N,0.0024,N,0.0169,N,0.0021,N,0.566,N,0.0004,N,0.002,N
부산광역시,201805,0.0106,N,0.0102,N,N,0.004,Y,0.0243,N,0.0047,Y,0.4454,N,0.0003,N,0.0029,N
대구광역시,201805,0.0086,N,0.014,N,N,0.0027,N,0.0186,N,0.0023,N,0.5238,N,0.0005,N,0.0014,N
인천광역시,201805,0.0166,Y,0.0174,N,N,0.0037,N,0.0241,N,0.0024,N,0.5817,N,0.0005,N,0.0035,N
광주광역시,201805,0.0058,N,0.0062,N,N,0.0018,N,0.011,N,0.0033,N,0.2851,N,0.0032,Y,0.0018,N
대전광역시,201805,0.0112,N,0.0104,N,N,0.0026,N,0.021,N,0.0019,N,0.5695,N,0.0004,N,0.004,Y
울산광역시,201805,0.017,Y,0.0342,N,Y,0.0051,Y,0.0367,Y,0.0053,Y,0.6154,Y,0.0022,Y,0.003,N
세종특별자치시,201805,0.0143,N,0.014,N,N,0.0033,N,0.0274,N,0.0026,N,0.4942,N,0.0007,N,0.0029,N
경기도,201805,0.032,Y,0.034,N,Y,0.0065,Y,0.0254,N,0.0031,N,0.6271,Y,0.0007,N,0.0074,Y
강원도,201805,0.007,N,0.008,N,N,0.0014,N,0.0354,Y,0.0013,N,0.4085,N,0.0003,N,0.0035,N
충청북도,201805,0.0104,N,0.0084,N,N,0.0032,N,0.0138,N,0.0017,N,0.3618,N,0.0004,N,0.0012,N
충청남도,201805,0.0202,Y,0.0112,N,N,0.0041,Y,0.0276,N,0.003,N,0.5111,N,0.0002,N,0.0016,N
전라북도,201805,0.0057,N,0.0093,N,N,0.0008,N,0.0196,N,0.0028,N,0.7925,Y,0.0008,N,0.0014,N
전라남도,201805,0.0026,N,0.0066,N,N,0.0024,N,0.0123,N,0.0007,N,0.1573,N,0.0001,N,0.0008,N
경상북도,201805,0.0167,Y,0.0183,N,N,0.0042,Y,0.0944,Y,0.003,N,0.5858,Y,0.0003,N,0.0039,Y
경상남도,201805,0.015,N,0.0073,N,N,0.005,Y,0.0293,N,0.0014,N,0.3818,N,0.0004,N,0.0056,Y
서울특별시,201806,0.016,Y,0.0081,N,N,0.0018,N,0.0077,N,0.0011,N,0.3452,N,0.0003,N,0.0012,N
부산광역시,201806,0.0088,N,0.0202,N,N,0.0025,N,0.0103,N,0.0049,Y,0.2148,N,0.002,Y,0.006,Y
대구광역시,201806,0.0116,N,0.0206,N,N,0.0032,N,0.0232,N,0.0037,N,0.5986,Y,0.0008,N,0.0033,N
인천광역시,201806,0.0132,N,0.0135,N,N,0.0056,Y,0.0182,N,0.0011,N,0.4598,N,0.0004,N,0.0029,N
광주광역시,201806,0.0044,N,0.0077,N,N,0.0022,N,0.0123,N,0.0004,N,0.3234,N,0.0008,N,0.0015,N
대전광역시,201806,0.0098,N,0.0085,N,N,0.0024,N,0.016,N,0.0018,N,0.4414,N,0.0004,N,0.0017,N
울산광역시,201806,0.01,N,0.017,N,N,0.0032,N,0.0162,N,0.0017,N,0.26,N,0.0016,Y,0.0007,N
세종특별자치시,201806,0.0119,N,0.0149,N,N,0.0034,N,0.0214,N,0.0022,N,0.4025,N,0.0008,N,0.0026,N
경기도,201806,0.0193,Y,0.0165,N,N,0.0057,Y,0.0282,N,0.0013,N,0.434,N,0.0004,N,0.0066,Y
강원도,201806,0.015,N,0.0117,N,N,0.0024,N,0.0197,N,0.0016,N,0.5211,N,0.0004,N,0.0019,N
충청북도,201806,0.0158,Y,0.0081,N,N,0.0031,N,0.0142,N,0.0014,N,0.3697,N,0.0008,N,0.0014,N
충청남도,201806,0.0099,N,0.0077,N,N,0.0031,N,0.0148,N,0.0004,N,0.2997,N,0.0008,N,0.0002,N
전라북도,201806,0.0099,N,0.0104,N,N,0.0007,N,0.0135,N,0.0022,N,0.2974,N,0.0004,N,0.0012,N
전라남도,201806,0.0043,N,0.0248,N,Y,0.0028,N,0.0158,N,0.0014,N,0.2282,N,0.0002,N,0.0006,N
경상북도,201806,0.0195,Y,0.036,N,Y,0.0076,Y,0.0926,Y,0.0072,Y,0.9311,Y,0.0019,Y,0.0057,Y
경상남도,201806,0.0115,N,0.0121,N,N,0.0041,Y,0.0186,N,0.0024,N,0.3124,N,0.0009,Y,0.0046,Y
서울특별시,201807,0.0186,Y,0.0063,N,N,0.0021,N,0.007,N,0.0007,N,0.353,N,0.0004,N,0.0021,N
부산광역시,201807,0.0217,Y,0.0171,N,N,0.0076,Y,0.037,Y,0.0076,Y,0.6404,Y,0.0004,N,0.0064,Y
대구광역시,201807,0.0078,N,0.0066,N,N,0.0026,N,0.0126,N,0.0001,N,0.3269,N,0.0003,N,0.0018,N
인천광역시,201807,0.0121,N,0.0097,N,N,0.0041,Y,0.0173,N,0.0005,N,0.2569,N,0.0004,N,0.003,N
광주광역시,201807,0.0023,N,0.0008,N,N,0.0006,N,0.0046,N,0.0001,N,0.1938,N,0.0014,N,0.0002,N
대전광역시,201807,0.0061,N,0.005,N,N,0.0014,N,0.0071,N,0.001,N,0.2026,N,0.0002,N,0.0021,N
울산광역시,201807,0.0384,Y,0.0853,N,Y,0.009,Y,0.0435,Y,0.0345,Y,0.5856,Y,0.0109,Y,0.0011,N
세종특별자치시,201807,0.0132,N,0.0129,N,N,0.0036,N,0.0192,N,0.0039,N,0.3377,N,0.0014,N,0.0026,N
경기도,201807,0.0285,Y,0.0159,N,N,0.0058,Y,0.032,Y,0.0019,N,0.511,N,0.0012,Y,0.0055,Y
강원도,201807,0.0117,N,0.0058,N,N,0.0014,N,0.0124,N,0.001,N,0.2915,N,0.0004,N,0.0014,N
충청북도,201807,0.0106,N,0.0046,N,N,0.0019,N,0.0061,N,0.0005,N,0.201,N,0.0008,N,0.0034,N
충청남도,201807,0.0054,N,0.0009,N,N,0.0007,N,0.0054,N,0.0039,N,0.1346,N,0.0014,N,0.0008,N
전라북도,201807,0.003,N,0.0012,N,N,0.0005,N,0.004,N,0.0002,N,0.0574,N,0.0001,N,0.0003,N
전라남도,201807,0.0043,N,0.0026,N,N,0.0034,N,0.0053,N,0.0011,N,0.0874,N,0.0002,N,0.0002,N
경상북도,201807,0.0198,Y,0.0257,N,Y,0.0057,Y,0.063,Y,0.0043,Y,0.8311,Y,0.0018,Y,0.0045,Y
경상남도,201807,0.0084,N,0.0061,N,N,0.0074,Y,0.0309,Y,0.0014,N,0.3929,N,0.0005,N,0.0062,Y
서울특별시,201808,0.0127,N,0.0074,N,N,0.0033,N,0.0067,N,0.0018,N,0.3259,N,0.0002,N,0.0016,N
부산광역시,201808,0.0123,N,0.0212,N,N,0.0027,N,0.0101,N,0.0078,Y,0.2779,N,0.0008,N,0.002,N
대구광역시,201808,0.0056,N,0.0153,N,N,0.0012,N,0.0128,N,0.0012,N,0.3179,N,0.0003,N,0.002,N
인천광역시,201808,0.0076,N,0.0088,N,N,0.0044,Y,0.0099,N,0.0015,N,0.2381,N,0.0001,N,0.0017,N
광주광역시,201808,0.0046,N,0.0042,N,N,0.0022,N,0.0084,N,0.0029,N,0.5088,N,0.0009,N,0.0006,N
대전광역시,201808,0.0074,N,0.006,N,N,0.0024,N,0.0088,N,0.0005,N,0.2529,N,0.0001,N,0.0005,N
울산광역시,201808,0.0216,Y,0.0354,N,Y,0.0025,N,0.0105,N,0.0138,Y,0.1752,N,0.0081,Y,0.0009,N
세종특별자치시,201808,0.0096,N,0.0113,N,N,0.0032,N,0.0129,N,0.0026,N,0.2922,N,0.0009,N,0.0026,N
경기도,201808,0.0139,N,0.0078,N,N,0.0046,Y,0.0208,N,0.0007,N,0.4272,N,0.0005,N,0.0123,Y
강원도,201808,0.0095,N,0.0043,N,N,0.0008,N,0.0062,N,0.001,N,0.2145,N,0.0002,N,0.001,N
충청북도,201808,0.0126,N,0.007,N,N,0.0038,Y,0.0072,N,0.0011,N,0.1988,N,0.0006,N,0.003,N
충청남도,201808,0.0086,N,0.0077,N,N,0.0064,Y,0.0122,N,0.0004,N,0.2658,N,0.0001,N,0.0026,N
전라북도,201808,0.0023,N,0.0034,N,N,0.0004,N,0.0038,N,0.0002,N,0.0862,N,0.0001,N,0.0004,N
전라남도,201808,0.0052,N,0.0087,N,N,0.0038,Y,0.0078,N,0.0025,N,0.1252,N,0.0004,N,0.0003,N
경상북도,201808,0.0057,N,0.0175,N,N,0.0032,N,0.0487,Y,0.0013,N,0.5274,N,0.0003,N,0.003,N
경상남도,201808,0.0151,N,0.0148,N,N,0.0066,Y,0.0197,N,0.0019,N,0.4406,N,0.0008,N,0.0073,Y
서울특별시,201809,0.0143,N,0.0032,N,N,0.0011,N,0.0063,N,0.001,N,0.3643,N,0.0002,N,0.0015,N
부산광역시,201809,0.0113,N,0.0151,N,N,0.0022,N,0.0148,N,0.0054,Y,0.3331,N,0.0009,Y,0.0028,N
대구광역시,201809,0.0103,N,0.0196,N,N,0.0022,N,0.014,N,0.0022,N,0.3604,N,0.0008,N,0.0028,N
인천광역시,201809,0.0131,N,0.0165,N,N,0.0023,N,0.0143,N,0.0018,N,0.3132,N,0.0004,N,0.0017,N
광주광역시,201809,0.0066,N,0.0058,N,N,0.0017,N,0.0106,N,0.0027,N,0.3561,N,0.0001,N,0.0018,N
대전광역시,201809,0.009,N,0.0067,N,N,0.0013,N,0.0112,N,0.0002,N,0.2724,N,0.0003,N,0.0008,N
울산광역시,201809,0.006,N,0.0028,N,N,0.0009,N,0.0072,N,0.0008,N,0.1429,N,0.0001,N,0.0012,N
세종특별자치시,201809,0.0119,N,0.0103,N,N,0.0016,N,0.0162,N,0.0027,N,0.3063,N,0.0004,N,0.0021,N
경기도,201809,0.0202,Y,0.0076,N,N,0.0021,N,0.0185,N,0.0142,Y,0.3386,N,0.0003,N,0.0047,Y
강원도,201809,0.0087,N,0.0093,N,N,0.0011,N,0.0177,N,0.0027,N,0.3176,N,0.0003,N,0.0026,N
충청북도,201809,0.015,N,0.0102,N,N,0.0012,N,0.0099,N,0.0012,N,0.2934,N,0.001,Y,0.0032,N
충청남도,201809,0.0194,Y,0.0104,N,N,0.0016,N,0.0284,N,0.0019,N,0.3186,N,0.0004,N,0.0014,N
전라북도,201809,0.0019,N,0.0052,N,N,0.0001,N,0.0006,N,0.0001,N,0.109,N,0.0002,N,0.0002,N
전라남도,201809,0.0046,N,0.0072,N,N,0.0014,N,0.0117,N,0.0008,N,0.116,N,0.0002,N,0.0005,N
경상북도,201809,0.0222,Y,0.0248,N,Y,0.0043,Y,0.0656,Y,0.0047,Y,0.7615,Y,0.0002,N,0.0051,Y
경상남도,201809,0.0166,Y,0.0102,N,N,0.0008,N,0.0115,N,0.0011,N,0.1976,N,0.0003,N,0.0018,N
서울특별시,201810,0.0208,Y,0.0157,N,N,0.0017,N,0.013,N,0.0032,N,0.5773,N,0.0005,N,0.0026,N
부산광역시,201810,0.013,N,0.0194,N,N,0.0032,N,0.0145,N,0.002,N,0.581,N,0.0011,Y,0.0036,Y
대구광역시,201810,0.0156,N,0.0183,N,N,0.0035,N,0.0172,N,0.0029,N,0.4691,N,0.0021,Y,0.0036,Y
인천광역시,201810,0.015,N,0.0153,N,N,0.0025,N,0.0171,N,0.0029,N,0.4529,N,0.0004,N,0.003,N
광주광역시,201810,0.0073,N,0.0087,N,N,0.0011,N,0.0125,N,0.0026,N,0.3273,N,0.0002,N,0.0012,N
대전광역시,201810,0.0101,N,0.0064,N,N,0.001,N,0.0119,N,0.0049,N,0.2796,N,0.0002,N,0.0009,N
울산광역시,201810,0.01,N,0.02,N,N,0.0024,N,0.0237,N,0.0025,N,0.4827,N,0.0007,N,0.0016,N
세종특별자치시,201810,0.0142,N,0.0166,N,N,0.0022,N,0.0229,N,0.0049,N,0.4757,N,0.0007,N,0.0037,N
경기도,201810,0.0346,Y,0.0452,N,Y,0.0043,Y,0.0351,Y,0.0355,Y,0.7635,Y,0.0013,Y,0.0224,Y
강원도,201810,0.0095,N,0.0127,N,N,0.001,N,0.0357,Y,0.0028,N,0.4172,N,0.0005,N,0.003,N
충청북도,201810,0.0212,Y,0.0138,N,N,0.0043,Y,0.0149,N,0.0024,N,0.3548,N,0.0009,Y,0.004,Y
충청남도,201810,0.017,Y,0.0272,N,Y,0.0014,N,0.0592,Y,0.0032,N,0.9146,Y,0.001,Y,0.0036,Y
전라북도,201810,0.0047,N,0.0087,N,N,0.0004,N,0.004,N,0.0007,N,0.1523,N,0.0005,N,0.0011,N
전라남도,201810,0.0054,N,0.0156,N,N,0.0018,N,0.0198,N,0.0022,N,0.235,N,0.0004,N,0.0012,N
경상북도,201810,0.0149,N,0.0126,N,N,0.003,N,0.0442,Y,0.0037,N,0.6954,Y,0.0004,N,0.0021,N
경상남도,201810,0.014,N,0.0093,N,N,0.0018,N,0.0204,N,0.0019,N,0.4323,N,0.0004,N,0.0021,N
서울특별시,201811,0.0433,Y,0.0388,N,Y,0.0025,N,0.02,N,0.0111,Y,1.0233,Y,0.001,Y,0.0041,Y
부산광역시,201811,0.021,Y,0.0266,N,Y,0.0042,Y,0.0334,Y,0.0086,Y,0.6594,Y,0.0011,Y,0.0062,Y
대구광역시,201811,0.0205,Y,0.0306,N,Y,0.0038,Y,0.0273,N,0.01,Y,0.62,Y,0.0007,N,0.0044,Y
인천광역시,201811,0.0247,Y,0.0389,N,Y,0.0049,Y,0.0344,Y,0.0071,Y,0.7749,Y,0.0009,Y,0.006,Y
광주광역시,201811,0.0124,N,0.0182,N,N,0.001,N,0.0184,N,0.0036,N,0.3337,N,0.0008,N,0.001,N
대전광역시,201811,0.0292,Y,0.0299,N,Y,0.0035,N,0.0408,Y,0.0025,N,0.7411,Y,0.0011,Y,0.004,Y
울산광역시,201811,0.0111,N,0.0176,N,N,0.0024,N,0.0197,N,0.0049,Y,0.3932,N,0.0007,N,0.0013,N
세종특별자치시,201811,0.0216,N,0.0268,N,N,0.0034,N,0.0314,N,0.0083,N,0.5809,N,0.0008,N,0.0038,N
경기도,201811,0.0526,Y,0.0385,N,Y,0.006,Y,0.0485,Y,0.044,Y,0.8387,Y,0.0014,Y,0.009,Y
강원도,201811,0.0095,N,0.0182,N,N,0.0011,N,0.0447,Y,0.0053,Y,0.4879,N,0.0006,N,0.004,Y
충청북도,201811,0.027,Y,0.0277,N,Y,0.0076,Y,0.0275,N,0.0058,Y,0.5419,N,0.0017,Y,0.0013,N
충청남도,201811,0.0282,Y,0.0374,N,Y,0.0025,N,0.0308,Y,0.0078,Y,0.5911,Y,0.0006,N,0.0022,N
전라북도,201811,0.0095,N,0.0192,N,N,0.0006,N,0.0043,N,0.0009,N,0.1155,N,0.0008,N,0.0008,N
전라남도,201811,0.006,N,0.0133,N,N,0.0028,N,0.0189,N,0.0013,N,0.3347,N,0.0004,N,0.0015,N
경상북도,201811,0.0177,Y,0.0355,N,Y,0.0056,Y,0.0764,Y,0.0088,Y,0.7849,Y,0.0004,N,0.0071,Y
경상남도,201811,0.0119,N,0.0122,N,N,0.0028,N,0.0261,N,0.0025,N,0.473,N,0.0005,N,0.0043,Y
서울특별시,201812,0.0258,Y,0.0399,N,Y,0.0016,N,0.0183,N,0.0113,Y,0.8015,Y,0.0011,Y,0.0024,N
부산광역시,201812,0.0136,N,0.0165,N,N,0.0031,N,0.0321,Y,0.003,N,0.7206,Y,0.0003,N,0.0044,Y
대구광역시,201812,0.0136,N,0.0202,N,N,0.0017,N,0.0171,N,0.0029,N,0.4985,N,0.0012,Y,0.003,N
인천광역시,201812,0.019,Y,0.0298,N,Y,0.0032,N,0.0299,N,0.0067,Y,0.5912,Y,0.0009,Y,0.0045,Y
광주광역시,201812,0.0064,N,0.0073,N,N,0.0013,N,0.0096,N,0.0016,N,0.2796,N,0.0007,N,0.0005,N
대전광역시,201812,0.009,N,0.0121,N,N,0.0012,N,0.0145,N,0.0022,N,0.4004,N,0.0003,N,0.0021,N
울산광역시,201812,0.0081,N,0.0128,N,N,0.0015,N,0.0157,N,0.0016,N,0.3635,N,0.0007,N,0.0013,N
세종특별자치시,201812,0.0153,N,0.0212,N,N,0.0026,N,0.0247,N,0.0078,N,0.534,N,0.0007,N,0.0028,N
경기도,201812,0.0312,Y,0.0378,N,Y,0.0035,N,0.0364,Y,0.0598,Y,0.7356,Y,0.0014,Y,0.0062,Y
강원도,201812,0.0187,Y,0.0181,N,N,0.0012,N,0.024,N,0.0044,Y,0.4939,N,0.0007,N,0.003,N
충청북도,201812,0.0148,N,0.0214,N,N,0.0078,Y,0.024,N,0.003,N,0.5458,N,0.0003,N,0.002,N
충청남도,201812,0.0195,Y,0.0298,N,Y,0.0016,N,0.0291,N,0.0064,Y,0.6454,Y,0.0003,N,0.0024,N
전라북도,201812,0.0053,N,0.0119,N,N,0.0005,N,0.0034,N,0.0002,N,0.3057,N,0.0006,N,0.0012,N
전라남도,201812,0.0183,Y,0.0266,N,Y,0.0056,Y,0.0422,Y,0.0071,Y,0.5624,N,0.0008,N,0.0024,N
경상북도,201812,0.0162,Y,0.0228,N,Y,0.0042,Y,0.0597,Y,0.0042,Y,0.766,Y,0.0003,N,0.0055,Y
경상남도,201812,0.0101,N,0.0116,N,N,0.0014,N,0.0142,N,0.0025,N,0.2999,N,0.0004,N,0.0017,N
서울특별시,201901,0.0348,Y,0.0442,N,Y,0.0033,N,0.0389,Y,0.0098,Y,1.1354,Y,0.0015,Y,0.0048,Y
부산광역시,201901,0.0381,Y,0.0227,N,Y,0.0073,Y,0.0784,Y,0.0055,Y,1.2901,Y,0.0006,N,0.0099,Y
대구광역시,201901,0.0246,Y,0.0308,N,Y,0.0029,N,0.0253,N,0.0045,Y,0.6978,Y,0.0025,Y,0.0037,Y
인천광역시,201901,0.0315,Y,0.0336,N,Y,0.0045,Y,0.0349,Y,0.0052,Y,0.6752,Y,0.0013,Y,0.0043,Y
광주광역시,201901,0.0062,N,0.0132,N,N,0.001,N,0.0171,N,0.0032,N,0.2956,N,0.0004,N,0.0006,N
대전광역시,201901,0.0168,Y,0.0308,N,Y,0.0022,N,0.0262,N,0.0047,Y,0.605,Y,0.001,Y,0.002,N
울산광역시,201901,0.009,N,0.0172,N,N,0.0029,N,0.0204,N,0.0012,N,0.544,N,0.0005,N,0.0024,N
세종특별자치시,201901,0.0231,N,0.028,N,N,0.0036,N,0.0361,N,0.0047,N,0.799,N,0.0009,N,0.0038,N
경기도,201901,0.0539,Y,0.0554,N,Y,0.0078,Y,0.0628,Y,0.0139,Y,1.2143,Y,0.0018,Y,0.0082,Y
강원도,201901,0.0193,Y,0.0274,N,Y,0.0016,N,0.0339,Y,0.0059,Y,0.8146,Y,0.0009,Y,0.0031,N
충청북도,201901,0.026,Y,0.0362,N,Y,0.0111,Y,0.0337,Y,0.0058,Y,0.8382,Y,0.0005,N,0.0034,N
충청남도,201901,0.0161,Y,0.0363,N,Y,0.0002,N,0.0636,Y,0.0014,N,1.9218,Y,0.0009,N,0.0026,N
전라북도,201901,0.0071,N,0.0145,N,N,0.0005,N,0.0046,N,0.0005,N,0.2826,N,0.0008,N,0.0011,N
전라남도,201901,0.006,N,0.0178,N,N,0.002,N,0.0224,N,0.001,N,0.3831,N,0.0004,N,0.0011,N
경상북도,201901,0.0221,Y,0.0232,N,Y,0.0051,Y,0.054,Y,0.0047,Y,0.8589,Y,0.0002,N,0.0075,Y
경상남도,201901,0.0345,Y,0.0163,N,N,0.0022,N,0.0258,N,0.0025,N,0.4281,N,0.0005,N,0.0028,N
서울특별시,201902,0.0319,Y,0.0477,N,Y,0.0023,N,0.0241,N,0.008,Y,0.7304,Y,0.0013,Y,0.0038,Y
부산광역시,201902,0.0213,Y,0.022,N,N,0.0051,Y,0.0423,Y,0.0045,Y,0.8818,Y,0.0007,N,0.0061,Y
대구광역시,201902,0.0158,Y,0.0297,N,Y,0.0013,N,0.0193,N,0.0038,N,0.5727,N,0.0038,Y,0.0026,N
인천광역시,201902,0.012,N,0.022,N,N,0.0029,N,0.0223,N,0.0036,N,0.5118,N,0.0005,N,0.003,N
광주광역시,201902,0.0088,N,0.0118,N,N,0.0012,N,0.0276,N,0.0037,N,0.8017,Y,0.0002,N,0.0008,N
대전광역시,201902,0.0127,N,0.0185,N,N,0.0018,N,0.0214,N,0.0027,N,0.6897,Y,0.0003,N,0.0016,N
울산광역시,201902,0.0115,N,0.025,N,Y,0.0023,N,0.0233,N,0.0014,N,0.5983,Y,0.0015,Y,0.0005,N
세종특별자치시,201902,0.0148,N,0.0235,N,N,0.0036,N,0.0289,N,0.0036,N,0.8296,N,0.0009,N,0.0027,N
경기도,201902,0.0328,Y,0.0397,N,Y,0.0055,Y,0.0332,Y,0.0058,Y,0.8612,Y,0.001,Y,0.0059,Y
강원도,201902,0.0074,N,0.0218,N,N,0.0009,N,0.021,N,0.0052,Y,0.441,N,0.0007,N,0.0034,N
충청북도,201902,0.0134,N,0.02,N,N,0.0165,Y,0.0285,N,0.0046,Y,0.9252,Y,0.0002,N,0.0017,N
충청남도,201902,0.016,Y,0.0279,N,Y,0.0036,N,0.0643,Y,0.0001,N,2.469,Y,0.0009,N,0.0012,N
전라북도,201902,0.0068,N,0.0161,N,N,0.0007,N,0.0119,N,0.0006,N,0.8576,Y,0.0006,N,0.0021,N
전라남도,201902,0.0066,N,0.0177,N,N,0.0045,Y,0.0224,N,0.0015,N,0.5279,N,0.0005,N,0.0011,N
