SIDO,STD_YYYYMM,AVG_구리,구리_BAD,AVG_납,납_0.5BAD,납_BAD,AVG_니켈,니켈_BAD,AVG_망간,망간_BAD,AVG_비소,비소_BAD,AVG_철,철_BAD,AVG_카드뮴,카드뮴_BAD,AVG_크롬,크롬_BAD
경상북도,201902,0.0148,N,0.0174,N,N,0.0035,N,0.0491,Y,0.0057,Y,1.1108,Y,0.0003,N,0.0038,Y
경상남도,201902,0.0099,N,0.0154,N,N,0.0024,N,0.0224,N,0.0024,N,0.4648,N,0.0005,N,0.0028,N
서울특별시,201903,0.0172,Y,0.0231,N,Y,0.0033,N,0.0261,N,0.0062,Y,0.6985,Y,0.0007,N,0.0026,N
부산광역시,201903,0.0207,Y,0.0281,N,Y,0.0067,Y,0.0447,Y,0.0095,Y,0.779,Y,0.0014,Y,0.007,Y
대구광역시,201903,0.0146,N,0.0276,N,Y,0.0014,N,0.0222,N,0.005,Y,0.5974,Y,0.0012,Y,0.0032,N
인천광역시,201903,0.0105,N,0.0142,N,N,0.0029,N,0.0181,N,0.0022,N,0.4666,N,0.0007,N,0.0017,N
광주광역시,201903,0.0137,N,0.0287,N,Y,0.0015,N,0.031,Y,0.0045,Y,0.5723,N,0.0007,N,0.0017,N
대전광역시,201903,0.0154,N,0.0351,N,Y,0.0032,N,0.0343,Y,0.0059,Y,0.7714,Y,0.0013,Y,0.0026,N
울산광역시,201903,0.0099,N,0.0168,N,N,0.0023,N,0.0223,N,0.0016,N,0.6119,Y,0.0005,N,0.0008,N
세종특별자치시,201903,0.0148,N,0.0254,N,N,0.0031,N,0.0357,N,0.0045,N,0.7837,N,0.0008,N,0.0033,N
경기도,201903,0.0466,Y,0.0329,N,Y,0.0064,Y,0.0385,Y,0.0055,Y,0.8894,Y,0.0009,Y,0.0058,Y
강원도,201903,0.0107,N,0.0284,N,Y,0.0026,N,0.0351,Y,0.0061,Y,0.8035,Y,0.0011,Y,0.0026,N
충청북도,201903,0.0184,Y,0.0298,N,Y,0.0023,N,0.0278,N,0.0058,Y,0.7388,Y,0.0011,Y,0.0042,Y
충청남도,201903,0.0028,N,0.0193,N,N,0.0001,N,0.0507,Y,0.0005,N,2.4613,Y,0.0008,N,0.0033,N
전라북도,201903,0.01,N,0.0398,N,Y,0.0022,N,0.0309,Y,0.0078,Y,0.2959,N,0.001,Y,0.0024,N
전라남도,201903,0.0044,N,0.0114,N,N,0.0016,N,0.0217,N,0.0011,N,0.4674,N,0.0002,N,0.0012,N
경상북도,201903,0.0164,Y,0.0347,N,Y,0.0052,Y,0.1022,Y,0.0044,Y,0.9278,Y,0.0004,N,0.0058,Y
경상남도,201903,0.01,N,0.0118,N,N,0.0049,Y,0.0305,N,0.0016,N,0.675,Y,0.0003,N,0.0045,Y
서울특별시,201904,0.0258,Y,0.0175,N,N,0.003,N,0.0187,N,0.0039,N,0.6582,Y,0.0007,N,0.0029,N
부산광역시,201904,0.01,N,0.0118,N,N,0.0024,N,0.02,N,0.0033,N,0.3523,N,0.0002,N,0.0032,N
대구광역시,201904,0.0118,N,0.0157,N,N,0.0018,N,0.0213,N,0.0025,N,0.6192,Y,0.0023,Y,0.0016,N
인천광역시,201904,0.0131,N,0.017,N,N,0.0035,N,0.0147,N,0.002,N,0.4029,N,0.0005,N,0.0022,N
광주광역시,201904,0.0084,N,0.0099,N,N,0.0008,N,0.0141,N,0.0006,N,0.3238,N,0.0006,N,0.0007,N
대전광역시,201904,0.0098,N,0.013,N,N,0.0017,N,0.024,N,0.0016,N,0.5472,N,0.0005,N,0.0011,N
울산광역시,201904,0.0085,N,0.0117,N,N,0.0027,N,0.0198,N,0.0031,N,0.4369,N,0.0002,N,0.0008,N
세종특별자치시,201904,0.0132,N,0.0152,N,N,0.0029,N,0.0299,N,0.0024,N,0.6185,N,0.0006,N,0.0024,N
경기도,201904,0.0441,Y,0.0226,N,Y,0.0072,Y,0.0374,Y,0.0022,N,0.9691,Y,0.0007,N,0.0063,Y
강원도,201904,0.0082,N,0.0095,N,N,0.001,N,0.017,N,0.003,N,0.4414,N,0.0004,N,0.0017,N
충청북도,201904,0.0126,N,0.0094,N,N,0.0071,Y,0.0148,N,0.0014,N,0.4298,N,0.0006,N,0.002,N
충청남도,201904,0.0095,N,0.0166,N,N,0.0015,N,0.0518,Y,0.0008,N,1.9136,Y,0.0006,N,0.001,N
전라북도,201904,0.008,N,0.0191,N,N,0.002,N,0.0186,N,0.0031,N,0.4898,N,0.0007,N,0.002,N
전라남도,201904,0.0076,N,0.0105,N,N,0.0024,N,0.0176,N,0.0024,N,0.4532,N,0.0004,N,0.0018,N
경상북도,201904,0.0147,N,0.0322,N,Y,0.004,Y,0.1398,Y,0.003,N,0.8986,Y,0.0002,N,0.0052,Y
경상남도,201904,0.0054,N,0.0108,N,N,0.0024,N,0.0194,N,0.0028,N,0.342,N,0.0004,N,0.003,N
서울특별시,201905,0.0407,Y,0.0329,N,Y,0.0065,Y,0.038,Y,0.0045,Y,1.205,Y,0.001,Y,0.0054,Y
부산광역시,201905,0.0195,Y,0.0202,N,N,0.0052,Y,0.0396,Y,0.0114,Y,0.7996,Y,0.0011,Y,0.0049,Y
대구광역시,201905,0.0142,N,0.0258,N,Y,0.0031,N,0.0278,N,0.0026,N,0.8026,Y,0.0008,N,0.0024,N
인천광역시,201905,0.0148,N,0.0188,N,N,0.0053,Y,0.0236,N,0.0039,N,0.7132,Y,0.0005,N,0.0031,N
광주광역시,201905,0.0078,N,0.01,N,N,0.001,N,0.0188,N,0.002,N,0.4923,N,0.0009,N,0.0009,N
대전광역시,201905,0.0116,N,0.0156,N,N,0.0046,Y,0.0276,N,0.0022,N,0.7702,Y,0.0003,N,0.0027,N
울산광역시,201905,0.0183,Y,0.022,N,N,0.0042,Y,0.0361,Y,0.0031,N,0.8484,Y,0.0006,N,0.0014,N
세종특별자치시,201905,0.0216,N,0.025,N,N,0.0056,N,0.045,N,0.0041,N,1.1122,N,0.0009,N,0.0048,N
경기도,201905,0.078,Y,0.0456,N,Y,0.01,Y,0.0326,Y,0.0044,Y,0.8524,Y,0.0011,Y,0.0041,Y
강원도,201905,0.0114,N,0.0161,N,N,0.0029,N,0.037,Y,0.0029,N,0.9129,Y,0.0006,N,0.0026,N
충청북도,201905,0.0145,N,0.0119,N,N,0.004,Y,0.0267,N,0.0016,N,0.7524,Y,0.0011,Y,0.0048,N
충청남도,201905,0.0224,Y,0.0189,N,N,0.0025,N,0.0647,Y,0.0041,N,3.3134,Y,0.0009,N,0.0006,N
전라북도,201905,0.006,N,0.0135,N,N,0.0023,N,0.0243,N,0.0017,N,0.631,Y,0.0005,N,0.002,N
전라남도,201905,0.006,N,0.0088,N,N,0.0014,N,0.0193,N,0.0011,N,0.4162,N,0.0003,N,0.0011,N
경상북도,201905,0.0173,Y,0.0241,N,Y,0.0066,Y,0.1107,Y,0.0034,N,1.2046,Y,0.0003,N,0.0082,Y
경상남도,201905,0.0419,Y,0.0906,N,Y,0.025,Y,0.1476,Y,0.0123,Y,2.9689,Y,0.0035,Y,0.0279,Y
서울특별시,201906,0.0206,Y,0.0282,N,Y,0.0015,N,0.0135,N,0.0079,Y,0.5249,N,0.0008,N,0.0026,N
부산광역시,201906,0.0086,N,0.0202,N,N,0.001,N,0.0064,N,0.0064,Y,0.2412,N,0.0007,N,0.0024,N
대구광역시,201906,0.0093,N,0.018,N,N,0.0025,N,0.0198,N,0.003,N,0.588,Y,0.0008,N,0.003,N
인천광역시,201906,0.0105,N,0.0144,N,N,0.0031,N,0.012,N,0.0041,N,0.3582,N,0.0004,N,0.0006,N
광주광역시,201906,0.0042,N,0.0067,N,N,0.0003,N,0.0104,N,0.0004,N,0.2883,N,0.0013,N,0.0002,N
대전광역시,201906,0.0106,N,0.011,N,N,0.002,N,0.016,N,0.0001,N,0.4676,N,0.0001,N,0.0013,N
울산광역시,201906,0.0103,N,0.0106,N,N,0.0026,N,0.0152,N,0.0038,N,0.3048,N,0.0009,Y,0.0008,N
세종특별자치시,201906,0.0143,N,0.0179,N,N,0.0038,N,0.0249,N,0.008,N,0.5729,N,0.0013,N,0.0024,N
경기도,201906,0.0601,Y,0.05,N,Y,0.0055,Y,0.0134,N,0.0062,Y,0.3322,N,0.0036,Y,0.0032,N
강원도,201906,0.0109,N,0.0101,N,N,0.0019,N,0.0347,Y,0.0016,N,0.538,N,0.0004,N,0.0023,N
충청북도,201906,0.0148,N,0.0096,N,N,0.0172,Y,0.02,N,0.001,N,0.4978,N,0.0008,N,0.0024,N
충청남도,201906,0.0188,Y,0.0242,N,Y,0.0069,Y,0.053,Y,0.0045,Y,2.5545,Y,0.0012,Y,0.0045,Y
전라북도,201906,0.0064,N,0.0075,N,N,0.0016,N,0.0122,N,0.0012,N,0.3262,N,0.0003,N,0.0017,N
전라남도,201906,0.0051,N,0.0061,N,N,0.0021,N,0.0074,N,0.0014,N,0.191,N,0.0004,N,0.0015,N
경상북도,201906,0.0215,Y,0.0498,N,Y,0.008,Y,0.1254,Y,0.0084,Y,1.189,Y,0.0012,Y,0.009,Y
경상남도,201906,0.0028,N,0.0014,N,N,0.0014,N,0.0135,N,0.0701,Y,0.1918,N,0.0067,Y,0.0004,N
서울특별시,201907,0.0089,N,0.005,N,N,0.001,N,0.0059,N,0.0007,N,0.2525,N,0.0002,N,0.0012,N
부산광역시,201907,0.011,N,0.0174,N,N,0.0045,Y,0.0142,N,0.0038,N,0.622,Y,0.0006,N,0.0075,Y
대구광역시,201907,0.0067,N,0.0107,N,N,0.0007,N,0.0084,N,0.0009,N,0.2356,N,0.0004,N,0.0022,N
인천광역시,201907,0.0097,N,0.0071,N,N,0.0027,N,0.0095,N,0.0006,N,0.2966,N,0.0002,N,0.0026,N
광주광역시,201907,0.0025,N,0.0024,N,N,0.0004,N,0.0044,N,0.0004,N,0.1067,N,0.0005,N,0.0005,N
대전광역시,201907,0.005,N,0.0085,N,N,0.0024,N,0.0079,N,0.0004,N,0.2149,N,0.0002,N,0.0006,N
울산광역시,201907,0.0107,N,0.014,N,N,0.0029,N,0.0132,N,0.0123,Y,0.2315,N,0.0013,Y,0.0008,N
세종특별자치시,201907,0.0096,N,0.0103,N,N,0.0027,N,0.0186,N,0.0021,N,0.3136,N,0.0005,N,0.0022,N
경기도,201907,0.0424,Y,0.0436,N,Y,0.0064,Y,0.0298,N,0.003,N,0.4538,N,0.0021,Y,0.0048,Y
강원도,201907,0.0058,N,0.0063,N,N,0.0012,N,0.033,Y,0.0011,N,0.2781,N,0.0001,N,0.0015,N
충청북도,201907,0.0055,N,0.0036,N,N,0.0083,Y,0.007,N,0.0005,N,0.1386,N,0.0008,N,0.0018,N
충청남도,201907,0.0086,N,0.0103,N,N,0.004,Y,0.0198,N,0.0012,N,0.7602,Y,0.0001,N,0.0015,N
전라북도,201907,0.0034,N,0.0061,N,N,0.0004,N,0.0084,N,0.0011,N,0.162,N,0.0003,N,0.0019,N
전라남도,201907,0.0036,N,0.0022,N,N,0.0005,N,0.0058,N,0.0005,N,0.1992,N,0.0001,N,0.0006,N
경상북도,201907,0.0116,N,0.0144,N,N,0.0036,N,0.0998,Y,0.004,N,0.6024,Y,0.0004,N,0.0047,Y
경상남도,201907,0.0079,N,0.0027,N,N,0.001,N,0.0118,N,0.0006,N,0.1504,N,0.0001,N,0.0011,N
서울특별시,201908,0.0189,Y,0.0111,N,N,0.0018,N,0.0096,N,0.0022,N,0.3932,N,0.0004,N,0.002,N
부산광역시,201908,0.0092,N,0.0092,N,N,0.0032,N,0.0215,N,0.0506,Y,0.3044,N,0.0007,N,0.0042,Y
대구광역시,201908,0.0106,N,0.0153,N,N,0.0011,N,0.0084,N,0.001,N,0.2612,N,0.0006,N,0.0016,N
인천광역시,201908,0.009,N,0.0088,N,N,0.0025,N,0.0084,N,0.001,N,0.2148,N,0.0003,N,0.0007,N
광주광역시,201908,0.0041,N,0.0039,N,N,0.0002,N,0.008,N,0.0051,N,0.1433,N,0.0003,N,0.0023,N
대전광역시,201908,0.0062,N,0.003,N,N,0.0014,N,0.006,N,0.0006,N,0.2053,N,0.0002,N,0.0002,N
울산광역시,201908,0.0172,Y,0.0326,N,Y,0.0055,Y,0.0147,N,0.0058,Y,0.3418,N,0.0024,Y,0.0016,N
세종특별자치시,201908,0.0098,N,0.0114,N,N,0.0036,N,0.0161,N,0.0051,N,0.3097,N,0.0006,N,0.0023,N
경기도,201908,0.0228,Y,0.0114,N,N,0.0038,Y,0.0119,N,0.0015,N,0.2361,N,0.0003,N,0.0032,N
강원도,201908,0.0055,N,0.0053,N,N,0.0007,N,0.0178,N,0.001,N,0.1866,N,0.0003,N,0.0011,N
충청북도,201908,0.0089,N,0.0058,N,N,0.019,Y,0.012,N,0.001,N,0.2184,N,0.0006,N,0.0044,Y
충청남도,201908,0.0071,N,0.015,N,N,0.0042,Y,0.019,N,0.003,N,0.8099,Y,0.0006,N,0.0021,N
전라북도,201908,0.0037,N,0.0081,N,N,0.0002,N,0.0056,N,0.001,N,0.1532,N,0.0004,N,0.0013,N
전라남도,201908,0.0048,N,0.0052,N,N,0.0017,N,0.0132,N,0.0005,N,0.1924,N,0.0001,N,0.0011,N
경상북도,201908,0.0124,N,0.0316,N,Y,0.0067,Y,0.0724,Y,0.0018,N,0.7498,Y,0.0013,Y,0.0067,Y
경상남도,201908,0.0059,N,0.0049,N,N,0.0018,N,0.0127,N,0.001,N,0.2356,N,0.0002,N,0.0025,N
서울특별시,201909,0.0137,N,0.0042,N,N,0.0006,N,0.0059,N,0.0009,N,0.2845,N,0.0001,N,0.0012,N
부산광역시,201909,0.0113,N,0.0156,N,N,0.0029,N,0.0136,N,0.0038,N,0.2364,N,0.0009,Y,0.0037,Y
대구광역시,201909,0.0075,N,0.0195,N,N,0.0014,N,0.0106,N,0.0016,N,0.3011,N,0.0001,N,0.0021,N
인천광역시,201909,0.0073,N,0.0102,N,N,0.0011,N,0.006,N,0.0011,N,0.1771,N,0.0003,N,0.0013,N
광주광역시,201909,0.0054,N,0.003,N,N,0.0016,N,0.0057,N,0.0001,N,0.1254,N,0.0002,N,0.0016,N
대전광역시,201909,0.0054,N,0.0034,N,N,0.0008,N,0.0039,N,0.0001,N,0.1286,N,0.0001,N,0.0004,N
울산광역시,201909,0.0121,N,0.0153,N,N,0.0017,N,0.0102,N,0.0043,Y,0.2632,N,0.0028,Y,0.0006,N
세종특별자치시,201909,0.0079,N,0.0098,N,N,0.0032,N,0.0155,N,0.0019,N,0.2557,N,0.0004,N,0.0021,N
경기도,201909,0.008,N,0.0092,N,N,0.0015,N,0.0051,N,0.0011,N,0.128,N,0.0002,N,0.0009,N
강원도,201909,0.0058,N,0.0061,N,N,0.0003,N,0.0173,N,0.0022,N,0.1722,N,0.0002,N,0.0012,N
충청북도,201909,0.0063,N,0.0057,N,N,0.0202,Y,0.0102,N,0.0008,N,0.1197,N,0.0006,N,0.0034,N
충청남도,201909,0.0133,N,0.0243,N,Y,0.0029,N,0.0252,N,0.0082,Y,0.859,Y,0.0004,N,0.0014,N
전라북도,201909,0.0039,N,0.0085,N,N,0.0009,N,0.003,N,0.0009,N,0.0681,N,0.0003,N,0.001,N
전라남도,201909,0.0034,N,0.0046,N,N,0.0015,N,0.0054,N,0.0012,N,0.0979,N,0.0001,N,0.0005,N
경상북도,201909,0.0098,N,0.0138,N,N,0.0063,Y,0.0991,Y,0.0015,N,0.6936,Y,0.0001,N,0.0096,Y
경상남도,201909,0.0055,N,0.0034,N,N,0.0036,N,0.012,N,0.0006,N,0.1802,N,0.0002,N,0.0022,N
서울특별시,201910,0.024,Y,0.0283,N,Y,0.0018,N,0.0212,N,0.0108,Y,0.8457,Y,0.0006,N,0.0039,Y
부산광역시,201910,0.0138,N,0.0133,N,N,0.0052,Y,0.037,Y,0.0049,Y,0.6311,Y,0.0005,N,0.0048,Y
대구광역시,201910,0.0165,Y,0.0178,N,N,0.0018,N,0.0142,N,0.005,Y,0.4209,N,0.0003,N,0.0026,N
인천광역시,201910,0.0169,Y,0.0203,N,N,0.0025,N,0.0183,N,0.0068,Y,0.5467,N,0.001,Y,0.0027,N
광주광역시,201910,0.0065,N,0.0081,N,N,0.0006,N,0.0117,N,0.0026,N,0.249,N,0.0007,N,0.0004,N
대전광역시,201910,0.017,Y,0.0131,N,N,0.002,N,0.0196,N,0.0025,N,0.4661,N,0.0001,N,0.0014,N
울산광역시,201910,0.0099,N,0.0103,N,N,0.0021,N,0.0167,N,0.0007,N,0.3415,N,0.0008,N,0.0007,N
세종특별자치시,201910,0.0163,N,0.0179,N,N,0.0044,N,0.0284,N,0.0048,N,0.5419,N,0.0007,N,0.0032,N
경기도,201910,0.0292,Y,0.0225,N,Y,0.0042,Y,0.0262,N,0.0083,Y,0.555,N,0.001,Y,0.0043,Y
강원도,201910,0.0076,N,0.013,N,N,0.0015,N,0.0345,Y,0.0042,Y,0.4076,N,0.0005,N,0.0043,Y
충청북도,201910,0.0296,Y,0.0156,N,N,0.0281,Y,0.0218,N,0.003,N,0.336,N,0.0016,Y,0.0024,N
충청남도,201910,0.0213,Y,0.0334,N,Y,0.0041,Y,0.042,Y,0.0101,Y,1.3941,Y,0.0011,Y,0.0059,Y
전라북도,201910,0.008,N,0.0121,N,N,0.0007,N,0.0116,N,0.0038,N,0.238,N,0.0006,N,0.0018,N
전라남도,201910,0.0102,N,0.0082,N,N,0.0028,N,0.0182,N,0.0018,N,0.3932,N,0.0002,N,0.0008,N
경상북도,201910,0.0179,Y,0.0331,N,Y,0.0056,Y,0.1092,Y,0.0054,Y,0.8846,Y,0.0016,Y,0.0098,Y
경상남도,201910,0.0156,N,0.02,N,N,0.0023,N,0.0238,N,0.0024,N,0.4189,N,0.0005,N,0.0028,N
서울특별시,201911,0.0273,Y,0.0218,N,N,0.0017,N,0.0226,N,0.0045,Y,0.8062,Y,0.0004,N,0.0033,N
부산광역시,201911,0.0195,Y,0.0202,N,N,0.0052,Y,0.0396,Y,0.0114,Y,0.7996,Y,0.0011,Y,0.0049,Y
대구광역시,201911,0.0164,Y,0.0338,N,Y,0.0028,N,0.0225,N,0.0049,Y,0.6917,Y,0.0006,N,0.0039,Y
인천광역시,201911,0.0247,Y,0.0223,N,Y,0.0027,N,0.0231,N,0.0044,Y,0.6343,Y,0.0007,N,0.0043,Y
광주광역시,201911,0.0084,N,0.0181,N,N,0.0005,N,0.017,N,0.0073,Y,0.4026,N,0.0004,N,0.0002,N
대전광역시,201911,0.0134,N,0.0198,N,N,0.001,N,0.0201,N,0.0058,Y,0.5468,N,0.0002,N,0.0016,N
울산광역시,201911,0.012,N,0.0045,N,N,0.0032,N,0.0298,N,0.0044,Y,0.7115,Y,0.0002,N,0.001,N
세종특별자치시,201911,0.0147,N,0.0236,N,N,0.003,N,0.026,N,0.0058,N,0.6343,N,0.0008,N,0.0031,N
경기도,201911,0.0275,Y,0.0438,N,Y,0.0054,Y,0.019,N,0.0067,Y,0.4941,N,0.0012,Y,0.0035,N
강원도,201911,0.0147,N,0.0236,N,Y,0.0011,N,0.0218,N,0.0068,Y,0.5379,N,0.0009,Y,0.0029,N
충청북도,201911,0.0158,Y,0.0207,N,N,0.0074,Y,0.0191,N,0.0059,Y,0.5401,N,0.0007,N,0.0018,N
충청남도,201911,0.0111,N,0.0424,N,Y,0.0044,Y,0.0496,Y,0.0109,Y,1.6302,Y,0.0014,Y,0.0052,Y
전라북도,201911,0.0078,N,0.0252,N,Y,0.0007,N,0.015,N,0.0045,Y,0.4316,N,0.0007,N,0.0032,N
전라남도,201911,0.0064,N,0.006,N,N,0.0016,N,0.016,N,0.0009,N,0.3168,N,0.0002,N,0.001,N
경상북도,201911,0.0063,N,0.0417,N,Y,0.0043,Y,0.049,Y,0.0068,Y,0.5167,N,0.0022,Y,0.007,Y
경상남도,201911,0.0097,N,0.01,N,N,0.0024,N,0.0256,N,0.0011,N,0.455,N,0.0004,N,0.003,N
서울특별시,201912,0.0268,Y,0.0422,N,Y,0.0027,N,0.027,N,0.005,Y,0.72,Y,0.0012,Y,0.0031,N
부산광역시,201912,0.0273,Y,0.0196,N,N,0.0099,Y,0.0591,Y,0.0018,N,0.9026,Y,0.0003,N,0.0103,Y
대구광역시,201912,0.026,Y,0.0389,N,Y,0.004,Y,0.0316,Y,0.0043,Y,0.8689,Y,0.001,Y,0.0057,Y
인천광역시,201912,0.0298,Y,0.042,N,Y,0.005,Y,0.0332,Y,0.006,Y,0.6926,Y,0.0013,Y,0.0055,Y
광주광역시,201912,0.0162,Y,0.0118,N,N,0.0004,N,0.0217,N,0.0012,N,0.4414,N,0.0004,N,0.0002,N
대전광역시,201912,0.0238,Y,0.0228,N,Y,0.0029,N,0.0403,Y,0.0028,N,0.7749,Y,0.0004,N,0.003,N
울산광역시,201912,0.0202,Y,0.0218,N,N,0.0034,N,0.0292,N,0.0014,N,0.6879,Y,0.0006,N,0.0031,N
세종특별자치시,201912,0.0211,N,0.029,N,N,0.0043,N,0.0378,N,0.0035,N,0.733,N,0.0011,N,0.0048,N
경기도,201912,0.0297,Y,0.0283,N,Y,0.0096,Y,0.0383,Y,0.006,Y,0.665,Y,0.0011,Y,0.0073,Y
강원도,201912,0.0108,N,0.0259,N,Y,0.0014,N,0.0537,Y,0.0036,N,0.4817,N,0.0009,Y,0.0043,Y
충청북도,201912,0.0267,Y,0.0234,N,Y,0.0062,Y,0.0251,N,0.0032,N,0.7646,Y,0.001,Y,0.0049,Y
충청남도,201912,0.0123,N,0.0629,N,Y,0.0014,N,0.0482,Y,0.0028,N,2.0949,Y,0.0004,N,0.0048,Y
전라북도,201912,0.0086,N,0.0145,N,N,0.0016,N,0.0124,N,0.0023,N,0.265,N,0.0007,N,0.0018,N
전라남도,201912,0.01,N,0.0102,N,N,0.0023,N,0.0283,N,0.0014,N,0.3904,N,0.0004,N,0.0016,N
경상북도,201912,0.011,N,0.0538,N,Y,0.0068,Y,0.0705,Y,0.0084,Y,0.6538,Y,0.0062,Y,0.0106,Y
경상남도,201912,0.0368,Y,0.0164,N,N,0.0072,Y,0.0482,Y,0.0016,N,0.5908,Y,0.0005,N,0.0062,Y
서울특별시,202001,0.0143,N,0.0301,N,Y,0.0014,N,0.0122,N,0.0054,Y,0.4164,N,0.0008,N,0.0028,N
부산광역시,202001,0.0204,Y,0.0134,N,N,0.0041,Y,0.0295,N,0.0007,N,0.4501,N,0.0002,N,0.0045,Y
대구광역시,202001,0.0133,N,0.0165,N,N,0.0009,N,0.0115,N,0.0035,N,0.3664,N,0.0005,N,0.0024,N
인천광역시,202001,0.0178,Y,0.0464,N,Y,0.003,N,0.0237,N,0.0082,Y,0.5917,Y,0.0013,Y,0.0039,Y
광주광역시,202001,0.0069,N,0.012,N,N,0.001,N,0.0132,N,0.0018,N,0.2094,N,0.0003,N,0.001,N
대전광역시,202001,0.0146,N,0.0201,N,N,0.001,N,0.036,Y,0.0012,N,0.5236,N,0.0001,N,0.001,N
울산광역시,202001,0.0085,N,0.0149,N,N,0.0018,N,0.0225,N,0.0017,N,0.3498,N,0.0004,N,0.0016,N
세종특별자치시,202001,0.0138,N,0.0236,N,N,0.0027,N,0.0239,N,0.0038,N,0.4982,N,0.0007,N,0.0031,N
경기도,202001,0.0359,Y,0.0452,N,Y,0.0042,Y,0.0271,N,0.0088,Y,0.6372,Y,0.0019,Y,0.0057,Y
강원도,202001,0.0104,N,0.0318,N,Y,0.0016,N,0.0367,Y,0.0048,Y,0.4421,N,0.0009,Y,0.0062,Y
충청북도,202001,0.0122,N,0.0174,N,N,0.0091,Y,0.0175,N,0.0045,Y,0.6137,Y,0.001,Y,0.0022,N
충청남도,202001,0.0129,N,0.0403,N,Y,0.0021,N,0.0431,Y,0.0076,Y,1.5383,Y,0.0009,Y,0.0046,Y
전라북도,202001,0.0059,N,0.0162,N,N,0.0027,N,0.0089,N,0.0025,N,0.1906,N,0.0005,N,0.0011,N
전라남도,202001,0.0053,N,0.0114,N,N,0.001,N,0.0129,N,0.0011,N,0.2212,N,0.0002,N,0.0011,N
경상북도,202001,0.018,Y,0.02,N,N,0.0052,Y,0.0438,Y,0.0045,Y,0.5801,N,0.0006,N,0.0064,Y
경상남도,202001,0.0104,N,0.0184,N,N,0.0016,N,0.0192,N,0.0012,N,0.3422,N,0.0004,N,0.0024,N
서울특별시,202002,0.0345,Y,0.0309,N,Y,0.0019,N,0.0257,N,0.0048,Y,0.8462,Y,0.0011,Y,0.0036,Y
부산광역시,202002,0.023,Y,0.0259,N,Y,0.0054,Y,0.0451,Y,0.003,N,0.6681,Y,0.001,Y,0.0062,Y
대구광역시,202002,0.0121,N,0.016,N,N,0.0005,N,0.0129,N,0.002,N,0.3677,N,0.0004,N,0.0022,N
인천광역시,202002,0.0318,Y,0.0353,N,Y,0.0034,N,0.0266,N,0.0047,Y,0.7188,Y,0.0024,Y,0.0045,Y
광주광역시,202002,0.0079,N,0.0128,N,N,0.0012,N,0.0211,N,0.003,N,0.2955,N,0.0003,N,0.0015,N
대전광역시,202002,0.02,Y,0.0196,N,N,0.0014,N,0.0256,N,0.0016,N,0.5836,Y,0.0002,N,0.0018,N
울산광역시,202002,0.0132,N,0.0143,N,N,0.003,N,0.0284,N,0.0047,Y,0.4973,N,0.0003,N,0.0028,N
세종특별자치시,202002,0.0398,Y,0.0364,N,Y,0.0084,Y,0.0897,Y,0.0139,Y,1.1343,Y,0.001,N,0.0064,Y
경기도,202002,0.0428,Y,0.0359,N,Y,0.0039,Y,0.0269,N,0.0052,Y,0.6866,Y,0.0014,Y,0.0047,Y
강원도,202002,0.0081,N,0.0122,N,N,0.0007,N,0.0156,N,0.0034,N,0.2907,N,0.0004,N,0.0015,N
충청북도,202002,0.0135,N,0.0176,N,N,0.0353,Y,0.0266,N,0.0026,N,0.7915,Y,0.0009,Y,0.0056,Y
충청남도,202002,0.024,Y,0.0283,N,Y,0.0036,N,0.0437,Y,0.0037,N,1.348,Y,0.0011,Y,0.0075,Y
전라북도,202002,0.0078,N,0.0131,N,N,0.0008,N,0.0099,N,0.0019,N,0.2135,N,0.0006,N,0.0018,N
전라남도,202002,0.0048,N,0.0062,N,N,0.0014,N,0.0147,N,0.0004,N,0.2299,N,0.0004,N,0.001,N
경상북도,202002,0.0102,N,0.0299,N,Y,0.004,Y,0.0366,Y,0.0034,N,0.5245,N,0.0032,Y,0.007,Y
경상남도,202002,0.0301,Y,0.0154,N,N,0.0073,Y,0.0385,Y,0.0018,N,0.5623,N,0.0006,N,0.0081,Y
서울특별시,202003,0.0142,N,0.0295,N,Y,0.0013,N,0.018,N,0.0051,Y,0.4271,N,0.0008,N,0.0019,N
부산광역시,202003,0.0119,N,0.0161,N,N,0.0031,N,0.0325,Y,0.0052,Y,0.5702,N,0.0008,N,0.0041,Y
대구광역시,202003,0.0114,N,0.0179,N,N,0.0017,N,0.0164,N,0.0016,N,0.4739,N,0.0032,Y,0.0024,N
인천광역시,202003,0.0206,Y,0.0191,N,N,0.003,N,0.0247,N,0.0041,N,0.723,Y,0.0007,N,0.0037,Y
광주광역시,202003,0.0071,N,0.0099,N,N,0.0008,N,0.0228,N,0.0009,N,0.3954,N,0.0003,N,0.0015,N
대전광역시,202003,0.0102,N,0.0178,N,N,0.0014,N,0.0276,N,0.0019,N,0.6338,Y,0.0004,N,0.0023,N
울산광역시,202003,0.011,N,0.0145,N,N,0.0015,N,0.0214,N,0.0028,N,0.5392,N,0.0007,N,0.0011,N
세종특별자치시,202003,0.0298,Y,0.027,N,Y,0.0042,Y,0.0757,Y,0.0107,Y,1.5957,Y,0.0012,Y,0.0038,Y
경기도,202003,0.0376,Y,0.0273,N,Y,0.0034,N,0.0231,N,0.0095,Y,0.6536,Y,0.0014,Y,0.005,Y
