STD_YYYYMM,SIDO,비염환자수,아토피환자수,천식환자수,평균기온,평균상대습도,평균증기압,평균최고기온,평균최저기온,평균풍속,AVG_PM10,PM10_BAD,PM10_80BAD,AVG_PM2.5,PM2_BAD,PM2_35BAD,AVG_아황산,아황산_0.05BAD,아황산_BAD,AVG_이산화,이산화_0.06BAD,이산화_0.03BAD,이산화_BAD,AVG_일산화,일산화_9BAD,일산화_BAD,차량수,AVG_구리,구리_BAD,AVG_납,납_0.5BAD,납_BAD,AVG_니켈,니켈_BAD,AVG_망간,망간_BAD,AVG_비소,비소_BAD,AVG_철,철_BAD,AVG_카드뮴,카드뮴_BAD,AVG_크롬,크롬_BAD
201510,전라북도,84641,4856,14315,14.9,75.3,12.6,21.7,9.5,1.6,59.5,Y,N,41.5,Y,Y,0.003,N,N,0.015,N,N,N,0.471,N,Y,833861.0,0.0152,N,0.017,N,N,0.0015,N,0.0137,N,0.0015,N,0.234,N,0.0006,N,0.0018,N
201511,전라북도,78838,4577,13487,10.2,85.0,10.8,14.5,6.7,1.5,43.8,Y,N,38.0,Y,Y,0.004,N,N,0.018,N,N,N,0.529,N,Y,837133.0,0.014,N,0.0109,N,N,0.001,N,0.0053,N,0.0016,N,0.097,N,0.0006,N,0.001,N
201512,전라북도,94512,5402,15830,3.6,78.2,6.3,8.2,-0.5,1.6,52.57,Y,N,41.0,Y,Y,0.004,N,N,0.021,N,N,Y,0.571,N,Y,839181.0,0.0192,Y,0.0181,N,N,0.0015,N,0.0106,N,0.0025,N,0.1999,N,0.0009,Y,0.0013,N
201601,전라북도,85362,5377,11627,-1.0,75.3,4.4,3.4,-4.9,1.7,52.62,Y,N,40.2,Y,Y,0.005,N,Y,0.02,N,N,Y,0.6,N,Y,842587.0,0.0191,Y,0.0174,N,N,0.0014,N,0.0107,N,0.0023,N,0.1868,N,0.0008,N,0.0017,N
201602,전라북도,91067,5238,13598,1.6,66.8,4.9,6.8,-3.2,2.3,49.5,Y,N,31.4,Y,N,0.005,N,Y,0.017,N,N,N,0.5,N,Y,844611.0,0.0152,N,0.0108,N,N,0.0006,N,0.0046,N,0.001,N,0.0873,N,0.0003,N,0.0012,N
201603,전라북도,91535,5647,14193,6.6,65.1,6.5,13.2,0.6,1.9,62.0,Y,N,39.6,Y,Y,0.004,N,N,0.018,N,N,N,0.462,N,N,847712.0,0.012,N,0.0089,N,N,0.0012,N,0.0109,N,0.001,N,0.3075,N,0.0004,N,0.0017,N
201604,전라북도,77387,5236,12898,13.6,69.9,10.4,20.7,7.8,2.0,74.0,Y,N,35.0,Y,N,0.004,N,N,0.015,N,N,N,0.462,N,N,850427.0,0.1385,Y,0.0502,N,Y,0.008,Y,0.0628,Y,0.0031,N,1.2361,Y,0.0029,Y,0.0055,Y
201605,전라북도,65324,6109,11414,18.4,68.1,13.7,25.2,12.3,2.1,57.5,Y,N,32.71,Y,N,0.004,N,N,0.012,N,N,N,0.438,N,N,853404.0,0.004,N,0.0074,N,N,0.0009,N,0.0075,N,0.0019,N,0.1609,N,0.0004,N,0.0011,N
201606,전라북도,49356,5820,8570,22.1,78.5,20.5,27.1,18.0,1.7,47.62,Y,N,31.86,Y,N,0.004,N,N,0.011,N,N,N,0.4,N,N,856618.0,0.0146,N,0.0076,N,N,0.0009,N,0.0126,N,0.0013,N,0.2128,N,0.0004,N,0.001,N
201607,전라북도,46714,6552,7138,25.9,81.5,26.9,30.5,22.3,1.9,28.14,N,N,17.86,N,N,0.004,N,N,0.009,N,N,N,0.371,N,N,859442.0,0.0064,N,0.0072,N,N,0.0016,N,0.0113,N,0.0011,N,0.0664,N,0.0003,N,0.0037,Y
201608,전라북도,57122,6410,8509,26.6,76.9,26.4,32.2,22.3,1.7,37.14,N,N,22.43,Y,N,0.003,N,N,0.009,N,N,N,0.414,N,N,861189.0,0.0108,N,0.0052,N,N,0.0016,N,0.0114,N,0.0005,N,0.1313,N,0.0003,N,0.003,N
201609,전라북도,89117,4940,11724,21.8,81.3,20.9,26.9,17.9,1.5,39.14,N,N,27.62,Y,N,0.003,N,N,0.011,N,N,N,0.412,N,N,862747.0,0.0189,Y,0.0144,N,N,0.0011,N,0.0088,N,0.0006,N,0.1033,N,0.0005,N,0.0008,N
201610,전라북도,91943,4821,12928,15.8,79.5,14.6,20.8,11.8,1.6,42.43,Y,N,25.0,Y,N,0.003,N,N,0.016,N,N,N,0.438,N,N,864835.0,0.0241,Y,0.0172,N,N,0.0008,N,0.0095,N,0.0012,N,0.0744,N,0.0009,Y,0.0023,N
201611,전라북도,91507,5053,14108,7.7,72.3,8.0,13.4,2.5,1.7,56.12,Y,N,37.0,Y,Y,0.004,N,N,0.019,N,N,Y,0.5,N,Y,867409.0,0.024,Y,0.0221,N,N,0.001,N,0.0101,N,0.0017,N,0.0958,N,0.0008,N,0.0009,N
201612,전라북도,110931,4871,16963,2.9,73.5,5.8,8.4,-2.1,1.9,49.25,Y,N,35.75,Y,Y,0.004,N,N,0.02,N,N,Y,0.562,N,Y,869002.0,0.0213,Y,0.0216,N,N,0.0008,N,0.0097,N,0.0018,N,0.0889,N,0.0007,N,0.0004,N
201701,전라북도,66361,5147,11411,0.3,68.4,4.4,5.9,-4.5,1.8,54.25,Y,N,37.67,Y,Y,0.004,N,N,0.019,N,N,Y,0.662,N,Y,872161.0,0.0198,Y,0.0175,N,N,0.001,N,0.0082,N,0.0017,N,0.1154,N,0.0009,Y,0.0015,N
201702,전라북도,68608,5066,10672,1.6,63.5,4.4,7.5,-3.7,2.1,47.71,Y,N,31.0,Y,N,0.005,N,Y,0.017,N,N,N,0.662,N,Y,873395.0,0.0266,Y,0.0243,N,Y,0.0011,N,0.0114,N,0.0026,N,0.1316,N,0.001,Y,0.0018,N
201703,전라북도,98721,5441,14111,5.8,62.2,5.6,12.5,-0.1,1.8,63.25,Y,N,43.0,Y,Y,0.005,N,Y,0.018,N,N,N,0.6,N,Y,875290.0,0.0167,Y,0.0176,N,N,0.0014,N,0.0112,N,0.002,N,0.214,N,0.001,Y,0.003,N
201704,전라북도,88693,5005,13536,13.4,64.2,9.5,20.2,7.3,2.1,61.62,Y,N,31.78,Y,N,0.004,N,N,0.014,N,N,N,0.525,N,Y,877618.0,0.0228,N,0.0209,N,N,0.0044,N,0.0377,N,0.004,N,0.7947,N,0.0008,N,0.0038,N
201705,전라북도,66798,6096,11747,18.1,66.3,13.2,25.1,11.8,1.8,64.25,Y,N,28.22,Y,N,0.004,N,N,0.012,N,N,N,0.525,N,Y,879736.0,0.0138,N,0.0189,N,N,0.002,N,0.0252,N,0.0024,N,0.7946,Y,0.0005,N,0.0013,N
201706,전라북도,52451,5641,9104,21.7,69.5,17.5,27.8,16.4,1.7,41.0,N,N,25.78,Y,N,0.004,N,N,0.01,N,N,N,0.538,N,Y,881479.0,0.0107,N,0.0165,N,N,0.001,N,0.0097,N,0.0012,N,0.1761,N,0.0009,Y,0.0019,N
201707,전라북도,43722,6481,7386,26.7,84.5,29.2,30.9,23.5,1.7,29.14,N,N,18.89,N,N,0.003,N,N,0.008,N,N,N,0.512,N,Y,883311.0,0.0065,N,0.0038,N,N,0.0005,N,0.0316,Y,0.0011,N,0.0325,N,0.0002,N,0.0017,N
201708,전라북도,62680,6142,8277,25.6,80.9,26.4,30.5,21.8,1.6,25.62,N,N,15.29,N,N,0.003,N,N,0.01,N,N,N,0.5,N,Y,884782.0,0.0093,N,0.0076,N,N,0.0012,N,0.0314,Y,0.0021,N,0.3428,N,0.0002,N,0.0533,Y
201709,전라북도,95106,5222,10944,20.5,78.1,18.5,26.4,15.6,1.4,37.38,N,N,23.44,Y,N,0.003,N,N,0.012,N,N,N,0.525,N,Y,887756.0,0.0131,N,0.0075,N,N,0.0009,N,0.0123,N,0.0032,N,0.1002,N,0.0003,N,0.0021,N
201710,전라북도,77478,4436,10772,15.1,76.5,13.4,21.0,10.6,1.4,38.38,N,N,21.33,N,N,0.003,N,N,0.014,N,N,N,0.475,N,Y,888800.0,0.0124,N,0.0071,N,N,0.001,N,0.0117,N,0.0032,N,0.0852,N,0.0003,N,0.0014,N
201711,전라북도,96110,4808,13074,6.8,67.0,6.8,13.2,1.2,1.6,51.38,Y,N,30.5,Y,N,0.004,N,N,0.017,N,N,N,0.588,N,Y,891078.0,0.0196,Y,0.0136,N,N,0.0018,N,0.0231,N,0.0042,Y,0.2487,N,0.0006,N,0.0014,N
201712,전라북도,104717,4469,13564,0.2,65.7,4.2,5.3,-4.4,1.7,44.12,Y,N,29.17,Y,N,0.003,N,N,0.018,N,N,N,0.625,N,Y,892118.0,0.0042,N,0.0121,N,N,0.0005,N,0.0065,N,0.0012,N,0.0124,N,0.0005,N,0.0002,N
201801,전라북도,104514,5052,13666,-2.3,71.1,3.9,2.6,-6.6,1.7,57.25,Y,N,33.0,Y,N,0.004,N,N,0.018,N,N,N,0.662,N,Y,894354.0,0.0195,Y,0.0284,N,Y,0.0031,N,0.0378,Y,0.0098,Y,0.3345,N,0.0012,Y,0.0032,N
201802,전라북도,68018,4639,9462,-0.6,60.7,3.6,5.2,-6.0,2.0,60.6,Y,N,30.73,Y,N,0.004,N,N,0.017,N,N,N,0.58,N,Y,895677.0,0.0305,Y,0.0648,N,Y,0.0044,Y,0.018,N,0.0056,Y,0.3389,N,0.0028,Y,0.0039,Y
201803,전라북도,82026,5008,11674,7.9,74.2,8.0,14.6,2.1,1.9,57.0,Y,N,31.5,Y,N,0.003,N,N,0.015,N,N,N,0.55,N,Y,897069.0,0.0911,Y,0.0636,N,Y,0.0008,N,0.0472,Y,0.0121,Y,0.7973,Y,0.0026,Y,0.0054,Y
201804,전라북도,81537,5304,12757,13.0,69.5,10.2,19.6,6.8,2.2,58.1,Y,N,25.27,Y,N,0.003,N,N,0.013,N,N,N,0.48,N,Y,899846.0,0.0173,N,0.0164,N,N,0.0044,N,0.0369,N,0.0031,N,0.8835,N,0.0007,N,0.0036,N
201805,전라북도,66676,5988,11924,17.9,74.7,15.2,23.7,12.4,2.1,40.89,N,N,20.73,N,N,0.003,N,N,0.011,N,N,N,0.43,N,N,902164.0,0.0057,N,0.0093,N,N,0.0008,N,0.0196,N,0.0028,N,0.7925,Y,0.0008,N,0.0014,N
201806,전라북도,49831,5817,8458,22.1,75.0,19.6,28.1,17.4,1.8,41.9,N,N,26.55,Y,N,0.004,N,N,0.01,N,N,N,0.45,N,N,905265.0,0.0099,N,0.0104,N,N,0.0007,N,0.0135,N,0.0022,N,0.2974,N,0.0004,N,0.0012,N
201807,전라북도,44016,6512,6569,27.0,78.6,27.4,32.2,22.7,1.7,24.1,N,N,13.67,N,N,0.003,N,N,0.008,N,N,N,0.38,N,N,907900.0,0.003,N,0.0012,N,N,0.0005,N,0.004,N,0.0002,N,0.0574,N,0.0001,N,0.0003,N
201808,전라북도,48533,5558,6781,27.5,76.3,27.4,32.8,23.3,2.0,21.58,N,N,12.92,N,N,0.003,N,N,0.007,N,N,N,0.35,N,N,909819.0,0.0023,N,0.0034,N,N,0.0004,N,0.0038,N,0.0002,N,0.0862,N,0.0001,N,0.0004,N
201809,전라북도,92066,4672,9765,20.5,78.7,18.9,25.9,16.1,1.6,23.08,N,N,12.23,N,N,0.003,N,N,0.008,N,N,N,0.392,N,N,911528.0,0.0019,N,0.0052,N,N,0.0001,N,0.0006,N,0.0001,N,0.109,N,0.0002,N,0.0002,N
201810,전라북도,92554,5061,11438,12.7,77.0,11.2,19.1,7.3,1.7,33.17,N,N,18.38,N,N,0.003,N,N,0.011,N,N,N,0.408,N,N,912784.0,0.0047,N,0.0087,N,N,0.0004,N,0.004,N,0.0007,N,0.1523,N,0.0005,N,0.0011,N
201811,전라북도,88586,4673,12506,7.8,75.7,8.0,14.6,2.3,1.2,60.54,Y,N,36.07,Y,Y,0.004,N,N,0.018,N,N,N,0.554,N,Y,914690.0,0.0095,N,0.0192,N,N,0.0006,N,0.0043,N,0.0009,N,0.1155,N,0.0008,N,0.0008,N
201812,전라북도,104319,4790,13798,1.2,68.2,5.0,6.3,-3.4,1.8,44.15,Y,N,28.29,Y,N,0.004,N,N,0.015,N,N,N,0.542,N,Y,915944.0,0.0053,N,0.0119,N,N,0.0005,N,0.0034,N,0.0002,N,0.3057,N,0.0006,N,0.0012,N
201901,전라북도,69600,5329,10109,-0.3,67.8,4.0,5.4,-5.3,1.6,58.43,Y,N,38.53,Y,Y,0.004,N,N,0.016,N,N,N,0.557,N,Y,918657.0,0.0071,N,0.0145,N,N,0.0005,N,0.0046,N,0.0005,N,0.2826,N,0.0008,N,0.0011,N
201902,전라북도,59029,4835,8085,1.7,65.9,4.6,7.4,-3.3,1.8,60.21,Y,N,39.4,Y,Y,0.004,N,N,0.014,N,N,N,0.531,N,Y,920004.0,0.0068,N,0.0161,N,N,0.0007,N,0.0119,N,0.0006,N,0.8576,Y,0.0006,N,0.0021,N
201903,전라북도,82965,4887,10226,6.7,65.7,6.2,13.4,0.6,2.1,65.79,Y,N,42.93,Y,Y,0.003,N,N,0.013,N,N,N,0.514,N,Y,920584.0,0.01,N,0.0398,N,Y,0.0022,N,0.0309,Y,0.0078,Y,0.2959,N,0.001,Y,0.0024,N
201904,전라북도,90016,5229,11889,11.5,68.8,9.4,17.9,5.8,1.6,42.43,Y,N,22.07,Y,N,0.003,N,N,0.012,N,N,N,0.379,N,N,921596.0,0.008,N,0.0191,N,N,0.002,N,0.0186,N,0.0031,N,0.4898,N,0.0007,N,0.002,N
201905,전라북도,69000,6068,10485,17.6,62.8,12.2,25.0,10.6,1.8,48.29,Y,N,24.4,Y,N,0.003,N,N,0.01,N,N,N,0.385,N,N,923764.0,0.006,N,0.0135,N,N,0.0023,N,0.0243,N,0.0017,N,0.631,Y,0.0005,N,0.002,N
201906,전라북도,47249,4998,7862,21.0,78.4,19.0,26.6,16.5,1.5,36.5,N,N,23.13,Y,N,0.003,N,N,0.008,N,N,N,0.336,N,N,925574.0,0.0064,N,0.0075,N,N,0.0016,N,0.0122,N,0.0012,N,0.3262,N,0.0003,N,0.0017,N
201907,전라북도,48735,6212,7358,24.7,81.7,25.2,29.2,21.2,1.7,25.85,N,N,14.93,N,N,0.002,N,N,0.007,N,N,N,0.3,N,N,926422.0,0.0034,N,0.0061,N,N,0.0004,N,0.0084,N,0.0011,N,0.162,N,0.0003,N,0.0019,N
201908,전라북도,52455,6164,6927,25.9,81.0,26.8,30.9,22.0,1.5,27.64,N,N,16.13,N,N,0.003,N,N,0.007,N,N,N,0.343,N,N,928198.0,0.0037,N,0.0081,N,N,0.0002,N,0.0056,N,0.001,N,0.1532,N,0.0004,N,0.0013,N
201909,전라북도,91001,5062,9759,21.7,83.1,21.5,26.7,17.8,1.5,25.14,N,N,14.33,N,N,0.003,N,N,0.007,N,N,N,0.336,N,N,928868.0,0.0039,N,0.0085,N,N,0.0009,N,0.003,N,0.0009,N,0.0681,N,0.0003,N,0.001,N
201910,전라북도,91273,5118,11457,15.4,78.7,13.7,21.4,10.5,1.4,31.62,N,N,17.36,N,N,0.002,N,N,0.011,N,N,N,0.331,N,N,926653.0,0.008,N,0.0121,N,N,0.0007,N,0.0116,N,0.0038,N,0.238,N,0.0006,N,0.0018,N
201911,전라북도,84119,4725,11206,8.7,72.8,8.4,15.5,3.0,1.5,40.64,N,N,22.4,Y,N,0.003,N,N,0.014,N,N,N,0.443,N,N,927129.0,0.0078,N,0.0252,N,Y,0.0007,N,0.015,N,0.0045,Y,0.4316,N,0.0007,N,0.0032,N
201912,전라북도,96686,4739,11849,3.0,71.2,5.5,8.1,-1.5,1.5,34.77,N,N,24.43,Y,N,0.003,N,N,0.015,N,N,N,0.467,N,Y,929061.0,0.0086,N,0.0145,N,N,0.0016,N,0.0124,N,0.0023,N,0.265,N,0.0007,N,0.0018,N
202001,전라북도,91447,4738,10594,2.6,75.7,5.7,7.4,-1.3,1.5,36.27,N,N,28.25,Y,N,0.003,N,N,0.015,N,N,N,0.477,N,Y,931231.0,0.0059,N,0.0162,N,N,0.0027,N,0.0089,N,0.0025,N,0.1906,N,0.0005,N,0.0011,N
202002,전라북도,52547,4319,7359,3.4,73.7,6.0,9.0,-1.5,1.7,34.0,N,N,24.38,Y,N,0.003,N,N,0.013,N,N,N,0.421,N,N,932211.0,0.0078,N,0.0131,N,N,0.0008,N,0.0099,N,0.0019,N,0.2135,N,0.0006,N,0.0018,N
202003,전라북도,35085,5129,5346,7.3,65.2,6.6,13.7,1.2,2.1,38.5,N,N,21.5,N,N,0.003,N,N,0.011,N,N,N,0.393,N,N,933400.0,0.0056,N,0.0097,N,N,0.0004,N,0.0142,N,0.0021,N,0.4191,N,0.0005,N,0.0015,N
202004,전라북도,36759,5384,4651,9.8,61.7,7.2,16.5,3.4,2.2,39.29,N,N,18.93,N,N,0.003,N,N,0.01,N,N,N,0.343,N,N,933573.0,0.0053,N,0.0133,N,N,0.0017,N,0.0158,N,0.0031,N,0.3839,N,0.0004,N,0.0016,N
202005,전라북도,46826,5921,4982,17.6,74.6,14.6,23.4,12.6,1.9,33.54,N,N,19.57,N,N,0.003,N,N,0.008,N,N,N,0.343,N,N,935790.0,0.0061,N,0.0064,N,N,0.0011,N,0.014,N,0.0017,N,0.2499,N,0.0002,N,0.0015,N
202006,전라북도,39597,6004,4638,22.5,79.7,21.2,27.9,18.3,1.7,36.08,N,N,23.27,Y,N,0.003,N,N,0.008,N,N,N,0.35,N,N,939033.0,0.0059,N,0.0143,N,N,0.0011,N,0.0156,N,0.0033,N,0.3424,N,0.0004,N,0.002,N
202007,전라북도,38157,5503,4381,22.8,87.5,24.1,26.5,20.1,1.4,17.93,N,N,12.47,N,N,0.002,N,N,0.007,N,N,N,0.314,N,N,941129.0,0.0037,N,0.006,N,N,0.0009,N,0.0065,N,0.0015,N,0.0928,N,0.0002,N,0.001,N
202008,전라북도,35999,6403,4006,26.9,83.6,29.3,31.2,23.9,1.9,21.79,N,N,14.87,N,N,0.002,N,N,0.005,N,N,N,0.243,N,N,941836.0,0.0038,N,0.0025,N,N,0.0009,N,0.005,N,0.0007,N,0.0688,N,0.0002,N,0.0007,N
202009,전라북도,57941,5328,5293,20.3,82.3,19.5,25.4,16.5,1.7,22.33,N,N,13.46,N,N,0.002,N,N,0.007,N,N,N,0.323,N,N,943762.0,0.0056,N,0.0058,N,N,0.0007,N,0.0086,N,0.0015,N,0.1206,N,0.0003,N,0.0011,N
202010,전라북도,60011,5289,5568,13.7,71.6,11.1,20.2,8.2,1.4,31.0,N,N,17.47,N,N,0.003,N,N,0.011,N,N,N,0.346,N,N,945153.0,0.0057,N,0.007,N,N,0.0004,N,0.0113,N,0.0034,N,0.1863,N,0.0003,N,0.0008,N
202011,전라북도,55905,4527,5174,8.6,70.7,8.2,14.3,3.6,1.6,32.23,N,N,20.13,N,N,0.003,N,N,0.014,N,N,N,0.4,N,N,947366.0,0.0097,N,0.0145,N,N,0.0006,N,0.0134,N,0.0052,Y,0.2772,N,0.0005,N,0.0014,N
202012,전라북도,35770,4850,4252,0.7,69.5,4.5,6.2,-3.8,1.5,34.0,N,N,22.73,Y,N,0.003,N,N,0.016,N,N,N,0.429,N,N,948147.0,0.0096,N,0.0186,N,N,0.0013,N,0.0151,N,0.0044,Y,0.3239,N,0.0006,N,0.0022,N
202101,전라북도,26864,4750,3572,-0.6,73.4,4.7,4.7,-5.6,1.7,38.15,N,N,21.6,N,N,0.003,N,N,0.015,N,N,N,0.436,N,N,950028.0,0.0073,N,0.0138,N,N,0.002,N,0.0125,N,0.0025,N,0.245,N,0.0005,N,0.0019,N
202102,전라북도,32612,4880,3740,3.5,65.4,5.3,9.4,-1.9,2.0,40.77,N,N,25.57,Y,N,0.003,N,N,0.013,N,N,N,0.423,N,N,951744.0,0.0061,N,0.0144,N,N,0.0011,N,0.0106,N,0.0021,N,0.2376,N,0.0005,N,0.0012,N
202103,전라북도,53745,5331,5115,8.5,72.1,7.8,15.1,2.9,1.8,70.57,Y,N,28.8,Y,N,0.003,N,N,0.012,N,N,N,0.408,N,N,954255.0,0.0088,N,0.018,N,N,0.0015,N,0.0186,N,0.0048,Y,0.2839,N,0.0007,N,0.0018,N
202104,전라북도,50958,5547,4680,13.2,59.9,8.6,19.7,7.2,2.0,41.14,N,N,18.0,N,N,0.003,N,N,0.01,N,N,N,0.333,N,N,952899.0,0.0085,N,0.0065,N,N,0.0019,N,0.027,N,0.0013,N,0.678,Y,0.0003,N,0.0017,N
202105,전라북도,38461,5204,4432,16.8,71.2,13.4,22.7,11.2,2.0,53.0,Y,N,20.07,N,N,0.003,N,N,0.008,N,N,N,0.314,N,N,952275.0,0.0116,N,0.0081,N,N,0.0007,N,0.0277,N,0.0023,N,0.6385,Y,0.0003,N,0.0029,N
202106,전라북도,39875,5736,4552,22.2,76.4,19.8,27.6,17.8,1.6,33.79,N,N,20.57,N,N,0.003,N,N,0.007,N,N,N,0.343,N,N,953697.0,0.0078,N,0.0047,N,N,0.001,N,0.0097,N,0.0015,N,0.1677,N,0.0002,N,0.0015,N
202107,전라북도,32560,6186,3629,26.3,79.6,26.6,31.2,22.3,1.5,19.79,N,N,11.13,N,N,0.002,N,N,0.006,N,N,N,0.279,N,N,955522.0,0.006,N,0.0014,N,N,0.0007,N,0.0033,N,0.0004,N,0.0652,N,0.0006,N,0.0016,N
202108,전라북도,31794,5647,3681,25.1,83.0,26.0,30.0,21.7,1.4,20.21,N,N,10.67,N,N,0.002,N,N,0.006,N,N,N,0.293,N,N,956427.0,0.0059,N,0.0038,N,N,0.001,N,0.0054,N,0.0012,N,0.1019,N,0.0001,N,0.0012,N
202109,전라북도,60541,5477,4852,21.9,79.4,20.6,26.6,18.1,1.6,18.0,N,N,8.5,N,N,0.003,N,N,0.007,N,N,N,0.293,N,N,956910.0,0.0048,N,0.0031,N,N,0.0026,N,0.0147,N,0.001,N,0.103,N,0.0004,N,0.0022,N
202110,전라북도,63187,5403,6490,15.2,76.3,13.7,21.7,10.1,1.4,29.0,N,N,15.27,N,N,0.002,N,N,0.01,N,N,N,0.336,N,N,957850.0,0.006,N,0.0056,N,N,0.0005,N,0.0065,N,0.0024,N,0.1245,N,0.0002,N,0.0016,N
202111,전라북도,67864,4489,6213,8.4,77.0,8.4,14.7,3.5,1.5,37.36,N,N,20.93,N,N,0.003,N,N,0.013,N,N,N,0.369,N,N,959559.0,0.0089,N,0.0111,N,N,0.0005,N,0.0164,N,0.002,N,0.3699,N,0.0004,N,0.0011,N
202112,전라북도,43187,4945,4917,2.3,71.5,5.4,7.8,-2.5,1.7,36.46,N,N,21.71,Y,N,0.003,N,N,0.014,N,N,N,0.4,N,N,959920.0,0.0133,N,0.0127,N,N,0.0013,N,0.0153,N,0.0021,N,0.2912,N,0.0005,N,0.0018,N
202201,전라북도,45469,5129,5478,-0.7,65.1,3.8,4.8,-5.6,1.5,37.86,N,N,26.07,Y,N,0.003,N,N,0.015,N,N,N,0.457,N,N,961813.0,0.0087,N,0.0138,N,N,0.0011,N,0.0119,N,0.0028,N,0.2869,N,0.0004,N,0.0016,N
202202,전라북도,53827,4517,5095,-0.2,61.8,3.7,5.4,-5.4,2.0,36.29,N,N,24.87,Y,N,0.003,N,N,0.012,N,N,N,0.393,N,N,963048.0,0.0103,N,0.0147,N,N,0.0013,N,0.0156,N,0.0026,N,0.3104,N,0.0004,N,0.0018,N
202203,전라북도,76983,4429,6420,7.5,68.9,7.3,13.9,1.5,1.9,40.86,N,N,22.33,Y,N,0.003,N,N,0.012,N,N,N,0.379,N,N,965151.0,0.0108,N,0.0119,N,N,0.0018,N,0.0232,N,0.0021,N,0.5218,N,0.0003,N,0.0023,N
202204,전라북도,59366,5364,6712,13.4,63.4,9.6,20.4,7.1,1.8,38.43,N,N,19.13,N,N,0.003,N,N,0.009,N,N,N,0.336,N,N,965873.0,0.0082,N,0.0068,N,N,0.001,N,0.0106,N,0.0021,N,0.2555,N,0.0002,N,0.0013,N
202205,전라북도,48411,5468,5806,17.5,60.4,11.6,24.5,11.0,1.8,32.62,N,N,16.53,N,N,0.002,N,N,0.008,N,N,N,0.307,N,N,966564.0,0.0111,N,0.0148,N,N,0.0015,N,0.0176,N,0.0034,N,0.4195,N,0.0004,N,0.0021,N
202206,전라북도,36525,4929,5331,22.8,76.0,20.9,27.8,18.9,2.1,21.93,N,N,12.71,N,N,0.002,N,N,0.005,N,N,N,0.271,N,N,968174.0,0.0085,N,0.0043,N,N,0.001,N,0.0076,N,0.0007,N,0.1798,N,0.0001,N,0.0017,N
202207,전라북도,46798,5444,4814,26.1,80.7,26.8,30.5,22.5,1.7,21.5,N,N,14.0,N,N,0.002,N,N,0.005,N,N,N,0.307,N,N,969988.0,0.0068,N,0.0077,N,N,0.0007,N,0.0055,N,0.003,N,0.0955,N,0.0001,N,0.0003,N
202208,전라북도,55228,5597,5477,25.7,82.4,27.1,29.5,22.6,1.8,17.85,N,N,9.2,N,N,0.002,N,N,0.005,N,N,N,0.243,N,N,971454.0,0.0067,N,0.0043,N,N,0.0006,N,0.0052,N,0.0032,N,0.0886,N,0.0002,N,0.0007,N
202209,전라북도,69900,5087,7201,21.4,76.7,19.5,27.0,16.9,1.7,23.0,N,N,12.6,N,N,0.002,N,N,0.006,N,N,N,0.257,N,N,972987.0,0.0084,N,0.0056,N,N,0.0006,N,0.0049,N,0.0019,N,0.1192,N,0.0002,N,0.0011,N
202210,전라북도,72289,4598,7355,13.9,72.9,11.6,20.4,8.4,1.6,28.29,N,N,16.67,N,N,0.002,N,N,0.008,N,N,N,0.293,N,N,974366.0,0.0083,N,0.0066,N,N,0.0004,N,0.0083,N,0.0016,N,0.1529,N,0.0002,N,0.0013,N
202211,전라북도,69334,4052,6886,9.6,70.6,8.5,16.9,3.6,1.5,39.62,N,N,25.07,Y,N,0.002,N,N,0.012,N,N,N,0.321,N,N,976318.0,0.0099,N,0.0105,N,N,0.0011,N,0.0169,N,0.0014,N,0.3347,N,0.0004,N,0.0017,N
202212,전라북도,72773,4299,6577,-1.1,70.8,4.0,4.1,-5.7,1.6,36.29,N,N,22.2,Y,N,0.002,N,N,0.013,N,N,N,0.336,N,N,977834.0,0.0085,N,0.0215,N,N,0.0012,N,0.0145,N,0.0078,Y,0.2948,N,0.0006,N,0.0013,N
201501,전라남도,81718,4395,17928,2.6,68.4,5.1,7.0,-1.2,3.7,40.2,N,N,27.0,Y,N,0.006,N,Y,0.018,N,N,N,0.6,N,Y,847637.0,0.0038,N,0.0234,N,Y,0.0002,N,0.0189,N,0.0017,N,0.557,N,0.0017,N,0.001,N
201502,전라남도,94082,4183,19381,3.3,65.7,5.2,7.8,-0.7,3.7,54.2,Y,N,29.83,Y,N,0.006,N,Y,0.016,N,N,N,0.54,N,Y,851462.0,0.0188,N,0.0342,N,Y,0.0064,Y,0.0408,Y,0.0046,Y,1.0535,Y,0.0013,N,0.0018,N
201503,전라남도,98812,5112,19099,7.4,60.4,6.3,13.5,2.0,3.1,52.8,Y,N,29.67,Y,N,0.006,N,Y,0.018,N,N,N,0.58,N,Y,855846.0,0.0137,N,0.0201,N,N,0.0002,N,0.0344,Y,0.0024,N,0.9891,Y,0.0015,N,0.0016,N
201504,전라남도,84717,4636,18574,12.7,72.9,10.5,18.0,8.2,3.0,41.0,N,N,22.0,Y,N,0.005,N,Y,0.016,N,N,N,0.52,N,Y,861112.0,0.0144,N,0.0097,N,N,0.0018,N,0.0185,N,0.0021,N,0.542,N,0.0007,N,0.0002,N
201505,전라남도,68001,5393,15746,18.0,66.8,13.3,23.7,12.8,2.7,42.0,Y,N,23.0,Y,N,0.006,N,Y,0.015,N,N,N,0.5,N,Y,865105.0,0.0032,N,0.0163,N,N,0.001,N,0.034,Y,0.0018,N,0.8271,Y,0.0012,N,0.0024,N
