STD_YYYYMM,SIDO,비염환자수,아토피환자수,천식환자수,AVG_PM2.5,PM2_BAD,AVG_PM10,PM10_BAD,PM10_80BAD,AVG_일산화,일산화_9BAD,일산화_BAD,AVG_이산화,이산화_0.06BAD,이산화_0.03BAD,이산화_BAD,AVG_오존,오존_BAD,오존0.06_BAD,오존0.1_BAD,AVG_납,납_0.5BAD,납_BAD,AVG_아황산,아황산_0.05BAD,아황산_BAD
201812,인천광역시,175485,7708,19839,24.0,N,45.0,Y,N,0.6,N,Y,0.03,N,N,Y,0.016,N,N,N,0.0298,N,Y,0.005,N,Y
201901,인천광역시,120509,8476,13862,33.0,N,62.0,Y,N,0.7,N,Y,0.032,N,Y,Y,0.017,N,N,N,0.0336,N,Y,0.006,N,Y
201902,인천광역시,104738,7821,11452,31.0,N,55.0,Y,N,0.7,N,Y,0.029,N,N,Y,0.023,N,N,N,0.022,N,N,0.006,N,Y
201903,인천광역시,157805,8607,16364,41.0,Y,67.0,Y,N,0.6,N,Y,0.028,N,N,Y,0.033,Y,N,N,0.0142,N,N,0.005,N,Y
201904,인천광역시,162822,9390,17950,20.0,N,43.0,Y,N,0.5,N,Y,0.026,N,N,Y,0.033,Y,N,N,0.017,N,N,0.005,N,Y
201905,인천광역시,128620,10699,16426,26.0,N,51.0,Y,N,0.5,N,Y,0.023,N,N,Y,0.046,Y,N,N,0.0188,N,N,0.006,N,Y
201906,인천광역시,85478,9094,10737,17.0,N,29.0,N,N,0.4,N,N,0.017,N,N,N,0.041,Y,N,N,0.0144,N,N,0.004,N,N
201907,인천광역시,86594,10375,10310,19.0,N,31.0,N,N,0.4,N,N,0.015,N,N,N,0.032,Y,N,N,0.0071,N,N,0.004,N,N
201908,인천광역시,98292,10131,10139,18.0,N,30.0,N,N,0.4,N,N,0.015,N,N,N,0.037,Y,N,N,0.0088,N,N,0.004,N,N
201909,인천광역시,166313,9010,14102,14.0,N,28.0,N,N,0.5,N,Y,0.021,N,N,Y,0.026,N,N,N,0.0102,N,N,0.004,N,N
201910,인천광역시,163921,8734,15585,16.0,N,35.0,N,N,0.5,N,Y,0.023,N,N,Y,0.024,N,N,N,0.0203,N,N,0.004,N,N
201911,인천광역시,155536,8004,15382,19.0,N,41.0,N,N,0.6,N,Y,0.031,N,Y,Y,0.017,N,N,N,0.0223,N,Y,0.005,N,Y
201912,인천광역시,172331,7871,17545,25.0,N,40.0,N,N,0.7,N,Y,0.031,N,Y,Y,0.015,N,N,N,0.042,N,Y,0.005,N,Y
202001,인천광역시,154863,8154,14893,27.0,N,42.0,Y,N,0.7,N,Y,0.028,N,N,Y,0.02,N,N,N,0.0464,N,Y,0.005,N,Y
202002,인천광역시,83107,7127,9048,23.0,N,37.0,N,N,0.6,N,Y,0.027,N,N,Y,0.023,N,N,N,0.0353,N,Y,0.004,N,N
202003,인천광역시,55074,8025,6542,21.0,N,41.0,N,N,0.5,N,Y,0.023,N,N,Y,0.032,Y,N,N,0.0191,N,N,0.004,N,N
202004,인천광역시,51861,8967,5659,16.0,N,39.0,N,N,0.5,N,Y,0.017,N,N,N,0.041,Y,N,N,0.0253,N,Y,0.004,N,N
202005,인천광역시,78880,9659,6841,15.0,N,31.0,N,N,0.5,N,Y,0.017,N,N,N,0.039,Y,N,N,0.0144,N,N,0.004,N,N
202006,인천광역시,60052,10145,5761,17.0,N,32.0,N,N,0.4,N,N,0.016,N,N,N,0.044,Y,N,N,0.025,N,Y,0.003,N,N
202007,인천광역시,60407,9335,5830,,N,21.0,N,N,0.4,N,N,0.014,N,N,N,0.034,Y,N,N,0.0157,N,N,0.003,N,N
202008,인천광역시,53578,9636,5031,14.0,N,24.0,N,N,0.3,N,N,0.012,N,N,N,0.021,N,N,N,0.006,N,N,0.003,N,N
202009,인천광역시,89916,9825,6611,10.0,N,20.0,N,N,0.4,N,N,0.015,N,N,N,0.032,Y,N,N,0.0091,N,N,0.003,N,N
202010,인천광역시,96142,9331,7795,15.0,N,34.0,N,N,0.5,N,Y,0.021,N,N,Y,0.028,N,N,N,0.032,N,Y,0.004,N,N
202011,인천광역시,91698,7975,7649,21.0,N,39.0,N,N,0.5,N,Y,0.027,N,N,Y,0.02,N,N,N,0.0291,N,Y,0.004,N,N
202012,인천광역시,55344,8162,5593,24.0,N,39.0,N,N,0.6,N,Y,0.027,N,N,Y,0.019,N,N,N,0.0307,N,Y,0.004,N,N
202101,인천광역시,43647,7685,4490,20.0,N,37.0,N,N,0.6,N,Y,0.027,N,N,Y,0.018,N,N,N,0.0287,N,Y,0.004,N,N
202102,인천광역시,50669,7833,4705,28.0,N,46.0,Y,N,0.6,N,Y,0.024,N,N,Y,0.026,N,N,N,0.0233,N,Y,0.004,N,N
202103,인천광역시,99208,8881,7389,33.0,N,69.0,Y,N,0.6,N,Y,0.028,N,N,Y,0.03,Y,N,N,0.0421,N,Y,0.003,N,N
202104,인천광역시,92989,9185,7266,19.0,N,42.0,Y,N,0.4,N,N,0.021,N,N,Y,0.04,Y,N,N,0.0142,N,N,0.003,N,N
202105,인천광역시,65472,8802,6249,20.0,N,59.0,Y,N,0.4,N,N,0.017,N,N,N,0.042,Y,N,N,0.02,N,N,0.003,N,N
202106,인천광역시,58448,9744,5564,23.0,N,36.0,N,N,0.4,N,N,0.017,N,N,N,0.044,Y,N,N,0.0154,N,N,0.003,N,N
202107,인천광역시,49153,10399,4489,19.0,N,29.0,N,N,0.4,N,N,0.014,N,N,N,0.041,Y,N,N,0.007,N,N,0.003,N,N
202108,인천광역시,51076,9326,4553,13.0,N,22.0,N,N,0.4,N,N,0.014,N,N,N,0.036,Y,N,N,0.0072,N,N,0.003,N,N
202109,인천광역시,104930,9581,6464,8.0,N,16.0,N,N,0.4,N,N,0.014,N,N,N,0.032,Y,N,N,0.0072,N,N,0.003,N,N
202110,인천광역시,104557,9358,7893,14.0,N,28.0,N,N,0.5,N,Y,0.02,N,N,Y,0.026,N,N,N,0.0059,N,N,0.003,N,N
202111,인천광역시,124126,8159,9474,25.0,N,44.0,Y,N,0.6,N,Y,0.026,N,N,Y,0.022,N,N,N,0.0058,N,N,0.004,N,N
202112,인천광역시,82566,8489,7103,24.0,N,39.0,N,N,0.6,N,Y,0.028,N,N,Y,0.017,N,N,N,0.0174,N,N,0.004,N,N
202201,인천광역시,86819,8927,7756,28.0,N,42.0,Y,N,0.6,N,Y,0.026,N,N,Y,0.02,N,N,N,0.015,N,N,0.004,N,N
202202,인천광역시,110844,7789,6767,24.0,N,38.0,N,N,0.5,N,Y,0.022,N,N,Y,0.029,Y,N,N,0.018,N,N,0.004,N,N
202203,인천광역시,152302,7694,8784,22.0,N,42.0,Y,N,0.5,N,Y,0.024,N,N,Y,0.03,Y,N,N,0.0149,N,N,0.004,N,N
202204,인천광역시,109662,9395,9076,22.0,N,44.0,Y,N,0.4,N,N,0.018,N,N,N,0.041,Y,N,N,0.0061,N,N,0.003,N,N
202205,인천광역시,81608,9871,7837,16.0,N,32.0,N,N,0.4,N,N,0.014,N,N,N,0.048,Y,N,N,0.0156,N,N,0.003,N,N
202206,인천광역시,70833,8699,7231,12.0,N,21.0,N,N,0.3,N,N,0.012,N,N,N,0.036,Y,N,N,0.004,N,N,0.003,N,N
202207,인천광역시,89173,9856,6847,18.0,N,26.0,N,N,0.4,N,N,0.012,N,N,N,0.038,Y,N,N,0.0082,N,N,0.003,N,N
202208,인천광역시,97128,9545,7153,11.0,N,21.0,N,N,0.4,N,N,0.011,N,N,N,0.032,Y,N,N,0.0109,N,N,0.003,N,N
202209,인천광역시,129277,8913,10388,14.0,N,26.0,N,N,0.4,N,N,0.015,N,N,N,0.035,Y,N,N,0.0104,N,N,0.003,N,N
202210,인천광역시,130117,8254,10989,17.0,N,30.0,N,N,0.5,N,Y,0.019,N,N,Y,0.027,N,N,N,0.0093,N,N,0.003,N,N
202211,인천광역시,122668,7602,9451,24.0,N,41.0,N,N,0.6,N,Y,0.026,N,N,Y,0.022,N,N,N,0.0127,N,N,0.004,N,N
202212,인천광역시,137922,8044,9042,20.0,N,38.0,N,N,0.5,N,Y,0.024,N,N,Y,0.019,N,N,N,0.0177,N,N,0.004,N,N
201501,광주광역시,60461,4068,11895,27.0,N,43.0,Y,N,0.6,N,Y,0.024,N,N,Y,0.017,N,N,N,0.0254,N,Y,0.004,N,N
201502,광주광역시,72042,3739,13144,33.0,N,59.0,Y,N,0.6,N,Y,0.021,N,N,Y,0.026,N,N,N,0.0355,N,Y,0.004,N,N
201503,광주광역시,76585,4663,13256,35.0,N,64.0,Y,N,0.5,N,Y,0.023,N,N,Y,0.031,Y,N,N,0.0189,N,N,0.004,N,N
201504,광주광역시,68260,4161,13670,24.0,N,40.0,N,N,0.5,N,Y,0.019,N,N,Y,0.035,Y,N,N,0.0169,N,N,0.003,N,N
201505,광주광역시,50851,4918,10958,24.0,N,41.0,N,N,0.4,N,N,0.018,N,N,N,0.044,Y,N,N,0.03,N,Y,0.003,N,N
201506,광주광역시,36078,4052,7446,27.0,N,41.0,N,N,0.5,N,Y,0.014,N,N,N,0.042,Y,N,N,0.0155,N,N,0.003,N,N
201507,광주광역시,34253,5187,6975,22.0,N,,N,N,0.4,N,N,0.011,N,N,N,0.032,Y,N,N,0.0036,N,N,0.003,N,N
201508,광주광역시,44393,4912,8963,22.0,N,,N,N,0.4,N,N,0.012,N,N,N,0.028,N,N,N,0.0031,N,N,0.003,N,N
201509,광주광역시,85428,3815,12441,,N,,N,N,,N,N,,N,N,N,,N,N,N,0.0046,N,N,,N,N
201510,광주광역시,68230,3839,12481,30.0,N,,N,N,0.4,N,N,0.021,N,N,Y,0.028,N,N,N,0.0128,N,N,0.002,N,N
201511,광주광역시,59373,3432,11335,25.0,N,35.0,N,N,0.5,N,Y,0.025,N,N,Y,0.014,N,N,N,0.0019,N,N,0.002,N,N
201512,광주광역시,71617,4024,14356,27.0,N,42.0,Y,N,0.6,N,Y,0.026,N,N,Y,0.014,N,N,N,0.0031,N,N,0.003,N,N
201601,광주광역시,66457,3887,10494,26.0,N,39.0,N,N,0.6,N,Y,0.024,N,N,Y,0.02,N,N,N,0.0137,N,N,0.003,N,N
201602,광주광역시,70054,3818,12127,24.0,N,44.0,Y,N,0.6,N,Y,0.021,N,N,Y,0.029,Y,N,N,0.0178,N,N,0.004,N,N
201603,광주광역시,74739,4186,13090,29.0,N,52.0,Y,N,0.5,N,Y,0.022,N,N,Y,0.033,Y,N,N,0.0106,N,N,0.003,N,N
201604,광주광역시,61378,3850,12158,29.0,N,64.0,Y,N,0.4,N,N,0.018,N,N,N,0.039,Y,N,N,0.015,N,N,0.003,N,N
201605,광주광역시,49286,4447,10643,27.0,N,49.0,Y,N,0.4,N,N,0.016,N,N,N,0.046,Y,N,N,0.0095,N,N,0.003,N,N
201606,광주광역시,37340,4721,7372,23.0,N,35.0,N,N,0.4,N,N,0.013,N,N,N,0.039,Y,N,N,0.0134,N,N,0.002,N,N
201607,광주광역시,38849,5190,6958,15.0,N,23.0,N,N,0.3,N,N,0.011,N,N,N,0.03,Y,N,N,0.002,N,N,0.002,N,N
201608,광주광역시,46631,5100,7616,17.0,N,28.0,N,N,0.4,N,N,0.014,N,N,N,0.037,Y,N,N,0.0054,N,N,0.002,N,N
201609,광주광역시,77084,3702,10675,21.0,N,31.0,N,N,0.4,N,N,0.014,N,N,N,0.03,Y,N,N,0.0214,N,N,0.002,N,N
201610,광주광역시,73852,3820,12987,18.0,N,32.0,N,N,0.5,N,Y,0.019,N,N,Y,0.019,N,N,N,0.0102,N,N,0.003,N,N
201611,광주광역시,71701,3813,13854,26.0,N,44.0,Y,N,0.6,N,Y,0.024,N,N,Y,0.018,N,N,N,0.0101,N,N,0.003,N,N
201612,광주광역시,84830,3704,13935,26.0,N,40.0,N,N,0.6,N,Y,0.025,N,N,Y,0.016,N,N,N,0.0317,N,Y,0.003,N,N
201701,광주광역시,55272,3823,10326,30.0,N,47.0,Y,N,0.5,N,Y,0.023,N,N,Y,0.023,N,N,N,0.0142,N,N,0.003,N,N
201702,광주광역시,52059,3829,9740,23.0,N,35.0,N,N,0.5,N,Y,0.022,N,N,Y,0.029,Y,N,N,0.0138,N,N,0.003,N,N
201703,광주광역시,81675,4033,12557,33.0,N,49.0,Y,N,0.5,N,Y,0.025,N,N,Y,0.025,N,N,N,0.022,N,N,0.003,N,N
201704,광주광역시,79169,3996,13348,26.0,N,54.0,Y,N,0.4,N,N,0.018,N,N,N,0.041,Y,N,N,0.019,N,N,0.002,N,N
201705,광주광역시,52112,4912,10570,24.0,N,56.0,Y,N,0.4,N,N,0.017,N,N,N,0.042,Y,N,N,0.0136,N,N,0.003,N,N
201706,광주광역시,38626,4601,7871,22.0,N,35.0,N,N,0.4,N,N,0.015,N,N,N,0.044,Y,N,N,0.0084,N,N,0.002,N,N
201707,광주광역시,35242,5346,6758,16.0,N,24.0,N,N,0.3,N,N,0.011,N,N,N,0.031,Y,N,N,0.0037,N,N,0.002,N,N
201708,광주광역시,50156,5047,7777,15.0,N,24.0,N,N,0.4,N,N,0.012,N,N,N,0.03,Y,N,N,0.0098,N,N,0.002,N,N
201709,광주광역시,82085,4077,10134,22.0,N,34.0,N,N,0.4,N,N,0.015,N,N,N,0.033,Y,N,N,0.0062,N,N,0.002,N,N
201710,광주광역시,63501,3703,10222,20.0,N,33.0,N,N,0.4,N,N,0.017,N,N,N,0.024,N,N,N,0.0042,N,N,0.002,N,N
201711,광주광역시,79634,3885,12961,31.0,N,50.0,Y,N,0.6,N,Y,0.026,N,N,Y,0.017,N,N,N,0.0127,N,N,0.003,N,N
201712,광주광역시,86363,3539,12526,28.0,N,44.0,Y,N,0.6,N,Y,0.024,N,N,Y,0.017,N,N,N,0.0129,N,N,0.003,N,N
201801,광주광역시,79647,3886,11878,28.0,N,45.0,Y,N,0.6,N,Y,0.024,N,N,Y,0.02,N,N,N,0.0008,N,N,0.003,N,N
201802,광주광역시,53707,3679,9008,31.0,N,50.0,Y,N,0.6,N,Y,0.024,N,N,Y,0.026,N,N,N,0.0038,N,N,0.003,N,N
201803,광주광역시,72029,4049,11347,32.0,N,48.0,Y,N,0.6,N,Y,0.019,N,N,Y,0.033,Y,N,N,0.002,N,N,0.002,N,N
201804,광주광역시,69046,4303,11568,25.0,N,56.0,Y,N,0.5,N,Y,0.016,N,N,N,0.036,Y,N,N,0.0055,N,N,0.002,N,N
201805,광주광역시,50465,4667,10065,21.0,N,40.0,N,N,0.4,N,N,0.013,N,N,N,0.039,Y,N,N,0.0062,N,N,0.002,N,N
201806,광주광역시,38592,4756,7383,27.0,N,41.0,N,N,0.4,N,N,0.011,N,N,N,0.041,Y,N,N,0.0077,N,N,0.002,N,N
201807,광주광역시,36458,5238,6326,15.0,N,26.0,N,N,0.4,N,N,0.009,N,N,N,0.022,N,N,N,0.0008,N,N,0.003,N,N
201808,광주광역시,39822,4395,6997,14.0,N,24.0,N,N,0.4,N,N,0.008,N,N,N,0.027,N,N,N,0.0042,N,N,0.003,N,N
201809,광주광역시,84739,3956,11157,13.0,N,25.0,N,N,0.4,N,N,0.013,N,N,N,0.029,Y,N,N,0.0058,N,N,0.002,N,N
201810,광주광역시,77429,4070,12297,20.0,N,34.0,N,N,0.5,N,Y,0.019,N,N,Y,0.024,N,N,N,0.0087,N,N,0.003,N,N
201811,광주광역시,73166,3561,12701,36.0,Y,59.0,Y,N,0.7,N,Y,0.03,N,N,Y,0.015,N,N,N,0.0182,N,N,0.003,N,N
201812,광주광역시,78816,3745,12313,26.0,N,43.0,Y,N,0.6,N,Y,0.024,N,N,Y,0.018,N,N,N,0.0073,N,N,0.003,N,N
201901,광주광역시,58579,4080,9969,33.0,N,53.0,Y,N,0.6,N,Y,0.025,N,N,Y,0.021,N,N,N,0.0132,N,N,0.003,N,N
201902,광주광역시,46500,3745,7244,34.0,N,57.0,Y,N,0.6,N,Y,0.02,N,N,Y,0.028,N,N,N,0.0118,N,N,0.003,N,N
201903,광주광역시,79848,4147,10814,39.0,Y,63.0,Y,N,0.5,N,Y,0.022,N,N,Y,0.036,Y,N,N,0.0287,N,Y,0.002,N,N
201904,광주광역시,79250,4166,12270,20.0,N,43.0,Y,N,0.4,N,N,0.019,N,N,Y,0.036,Y,N,N,0.0099,N,N,0.002,N,N
201905,광주광역시,55498,4858,9985,22.0,N,50.0,Y,N,0.4,N,N,0.017,N,N,N,0.048,Y,N,N,0.01,N,N,0.003,N,N
201906,광주광역시,38598,4189,7381,25.0,N,40.0,N,N,0.4,N,N,0.014,N,N,N,0.039,Y,N,N,0.0067,N,N,0.002,N,N
201907,광주광역시,41215,4956,7095,17.0,N,29.0,N,N,0.3,N,N,0.011,N,N,N,0.029,Y,N,N,0.0024,N,N,0.002,N,N
201908,광주광역시,43402,5163,6962,17.0,N,31.0,N,N,0.4,N,N,0.011,N,N,N,0.031,Y,N,N,0.0039,N,N,0.003,N,N
201909,광주광역시,78908,4133,10327,15.0,N,27.0,N,N,0.4,N,N,0.012,N,N,N,0.027,N,N,N,0.003,N,N,0.003,N,N
201910,광주광역시,78198,4117,11550,18.0,N,35.0,N,N,0.4,N,N,0.017,N,N,N,0.025,N,N,N,0.0081,N,N,0.003,N,N
201911,광주광역시,69561,3769,10724,20.0,N,43.0,Y,N,0.5,N,Y,0.023,N,N,Y,0.021,N,N,N,0.0181,N,N,0.003,N,N
201912,광주광역시,74694,3791,10409,22.0,N,33.0,N,N,0.6,N,Y,0.025,N,N,Y,0.019,N,N,N,0.0118,N,N,0.003,N,N
202001,광주광역시,69446,3845,9288,27.0,N,36.0,N,N,0.6,N,Y,0.021,N,N,Y,0.022,N,N,N,0.012,N,N,0.003,N,N
202002,광주광역시,38754,3637,5819,21.0,N,32.0,N,N,0.5,N,Y,0.018,N,N,N,0.027,N,N,N,0.0128,N,N,0.003,N,N
202003,광주광역시,29328,4211,4339,18.0,N,35.0,N,N,0.4,N,N,0.015,N,N,N,0.033,Y,N,N,0.0099,N,N,0.003,N,N
202004,광주광역시,30511,4328,3874,17.0,N,38.0,N,N,0.4,N,N,0.013,N,N,N,0.043,Y,N,N,0.013,N,N,0.003,N,N
202005,광주광역시,41725,4999,4496,18.0,N,31.0,N,N,0.4,N,N,0.01,N,N,N,0.041,Y,N,N,0.0062,N,N,0.002,N,N
202006,광주광역시,31812,4917,4056,18.0,N,31.0,N,N,0.3,N,N,0.009,N,N,N,0.04,Y,N,N,0.0069,N,N,0.002,N,N
202007,광주광역시,23830,4430,3246,9.0,N,15.0,N,N,0.3,N,N,0.008,N,N,N,0.028,N,N,N,0.0035,N,N,0.002,N,N
202008,광주광역시,26315,5201,3075,14.0,N,22.0,N,N,0.3,N,N,0.006,N,N,N,0.021,N,N,N,0.0026,N,N,0.003,N,N
202009,광주광역시,47745,4656,4068,13.0,N,21.0,N,N,0.3,N,N,0.011,N,N,N,0.029,Y,N,N,0.0038,N,N,0.003,N,N
202010,광주광역시,58225,4333,4988,17.0,N,31.0,N,N,0.4,N,N,0.016,N,N,N,0.028,N,N,N,0.0012,N,N,0.003,N,N
202011,광주광역시,46684,3773,4680,20.0,N,32.0,N,N,0.5,N,Y,0.019,N,N,Y,0.021,N,N,N,0.009,N,N,0.003,N,N
202012,광주광역시,27508,3930,3648,24.0,N,33.0,N,N,0.5,N,Y,0.022,N,N,Y,0.018,N,N,N,0.0194,N,N,0.003,N,N
202101,광주광역시,21520,3763,2808,22.0,N,37.0,N,N,0.5,N,Y,0.021,N,N,Y,0.021,N,N,N,0.0064,N,N,0.003,N,N
202102,광주광역시,24056,3728,2725,25.0,N,40.0,N,N,0.5,N,Y,0.019,N,N,Y,0.028,N,N,N,0.0093,N,N,0.002,N,N
202103,광주광역시,48644,4235,4170,27.0,N,65.0,Y,N,0.5,N,Y,0.016,N,N,N,0.036,Y,N,N,0.0134,N,N,0.003,N,N
202104,광주광역시,44701,4373,4131,18.0,N,39.0,N,N,0.5,N,Y,0.013,N,N,N,0.045,Y,N,N,0.0024,N,N,0.003,N,N
202105,광주광역시,29940,4110,3375,20.0,N,50.0,Y,N,0.4,N,N,0.009,N,N,N,0.047,Y,N,N,0.007,N,N,0.003,N,N
202106,광주광역시,28855,4751,3178,18.0,N,29.0,N,N,0.4,N,N,0.009,N,N,N,0.048,Y,N,N,0.0016,N,N,0.003,N,N
202107,광주광역시,27497,4975,2696,10.0,N,16.0,N,N,0.4,N,N,0.007,N,N,N,0.033,Y,N,N,0.0014,N,N,0.003,N,N
202108,광주광역시,26501,4606,2648,10.0,N,17.0,N,N,0.5,N,Y,0.008,N,N,N,0.03,Y,N,N,0.0071,N,N,0.003,N,N
202109,광주광역시,56470,4363,4699,8.0,N,15.0,N,N,0.5,N,Y,0.009,N,N,N,0.035,Y,N,N,0.0025,N,N,0.003,N,N
202110,광주광역시,50338,4357,5748,15.0,N,25.0,N,N,0.5,N,Y,0.013,N,N,N,0.031,Y,N,N,0.002,N,N,0.003,N,N
202111,광주광역시,60333,3811,5190,21.0,N,34.0,N,N,0.6,N,Y,0.021,N,N,Y,0.024,N,N,N,0.0022,N,N,0.003,N,N
202112,광주광역시,37873,3886,4552,23.0,N,34.0,N,N,0.6,N,Y,0.021,N,N,Y,0.022,N,N,N,0.0122,N,N,0.003,N,N
202201,광주광역시,38841,3809,5800,23.0,N,32.0,N,N,0.5,N,Y,0.02,N,N,Y,0.025,N,N,N,0.01,N,N,0.003,N,N
202202,광주광역시,39942,3738,3358,24.0,N,34.0,N,N,0.5,N,Y,0.017,N,N,N,0.036,Y,N,N,0.0131,N,N,0.003,N,N
202203,광주광역시,71255,3624,5439,21.0,N,38.0,N,N,0.4,N,N,0.016,N,N,N,0.037,Y,N,N,0.0085,N,N,0.003,N,N
202204,광주광역시,57653,4627,5484,17.0,N,34.0,N,N,0.4,N,N,0.013,N,N,N,0.042,Y,N,N,0.0033,N,N,0.003,N,N
202205,광주광역시,39149,4458,4212,16.0,N,29.0,N,N,0.3,N,N,0.011,N,N,N,0.05,Y,N,N,0.0133,N,N,0.003,N,N
202206,광주광역시,34694,4160,4871,12.0,N,20.0,N,N,0.3,N,N,0.007,N,N,N,0.04,Y,N,N,0.0046,N,N,0.002,N,N
202207,광주광역시,39063,4606,4177,12.0,N,18.0,N,N,0.3,N,N,0.006,N,N,N,0.036,Y,N,N,0.0028,N,N,0.003,N,N
202208,광주광역시,48103,4598,4370,9.0,N,16.0,N,N,0.3,N,N,0.007,N,N,N,0.029,Y,N,N,0.0004,N,N,0.003,N,N
202209,광주광역시,59602,4143,6897,12.0,N,21.0,N,N,0.3,N,N,0.011,N,N,N,0.031,Y,N,N,0.007,N,N,0.003,N,N
202210,광주광역시,61498,3887,6578,14.0,N,25.0,N,N,0.4,N,N,0.014,N,N,N,0.03,Y,N,N,0.0049,N,N,0.003,N,N
202211,광주광역시,57238,3506,5566,21.0,N,34.0,N,N,0.5,N,Y,0.021,N,N,Y,0.024,N,N,N,0.011,N,N,0.003,N,N
202212,광주광역시,59103,3474,5784,20.0,N,33.0,N,N,0.5,N,Y,0.022,N,N,Y,0.021,N,N,N,0.0103,N,N,0.003,N,N
201501,대전광역시,63564,5118,8933,34.0,N,52.0,Y,N,0.7,N,Y,0.024,N,N,Y,0.011,N,N,N,0.057,N,Y,0.006,N,Y
201502,대전광역시,70047,5011,9364,36.0,Y,68.0,Y,N,0.6,N,Y,0.02,N,N,Y,0.021,N,N,N,0.0499,N,Y,0.005,N,Y
201503,대전광역시,89397,5716,11140,37.0,Y,68.0,Y,N,0.5,N,Y,0.021,N,N,Y,0.027,N,N,N,0.0282,N,Y,0.005,N,Y
201504,대전광역시,74708,5246,10982,23.0,N,40.0,N,N,0.4,N,N,0.017,N,N,N,0.029,Y,N,N,0.0194,N,N,0.003,N,N
201505,대전광역시,56178,6174,8803,29.0,N,49.0,Y,N,0.4,N,N,0.017,N,N,N,0.04,Y,N,N,0.0271,N,Y,0.004,N,N
201506,대전광역시,33175,4302,4779,27.0,N,40.0,N,N,0.4,N,N,0.014,N,N,N,0.041,Y,N,N,0.0237,N,Y,0.003,N,N
201507,대전광역시,37041,5656,5173,19.0,N,,N,N,0.3,N,N,0.011,N,N,N,0.031,Y,N,N,0.0075,N,N,0.002,N,N
201508,대전광역시,50971,5654,7802,20.0,N,,N,N,0.4,N,N,0.012,N,N,N,0.03,Y,N,N,0.013,N,N,0.002,N,N
201509,대전광역시,96797,4617,11620,18.0,N,27.0,N,N,0.4,N,N,0.017,N,N,N,0.026,N,N,N,0.0136,N,N,0.002,N,N
201510,대전광역시,74693,4533,10842,33.0,N,50.0,Y,N,0.5,N,Y,0.024,N,N,Y,0.021,N,N,N,0.0282,N,Y,0.002,N,N
201511,대전광역시,71442,3955,11638,30.0,N,37.0,N,N,0.5,N,Y,0.022,N,N,Y,0.011,N,N,N,0.0173,N,N,0.003,N,N
201512,대전광역시,85437,4941,13795,34.0,N,49.0,Y,N,0.6,N,Y,0.024,N,N,Y,0.009,N,N,N,0.0439,N,Y,0.005,N,Y
201601,대전광역시,75159,5100,9437,31.0,N,48.0,Y,N,0.6,N,Y,0.021,N,N,Y,0.014,N,N,N,0.0298,N,Y,0.005,N,Y
201602,대전광역시,75763,4806,10599,26.0,N,46.0,Y,N,0.5,N,Y,0.019,N,N,Y,0.02,N,N,N,0.0412,N,Y,0.004,N,N
201603,대전광역시,78867,5361,11069,30.0,N,59.0,Y,N,0.5,N,Y,0.019,N,N,Y,0.025,N,N,N,0.0303,N,Y,0.004,N,N
201604,대전광역시,69255,5122,10489,25.0,N,64.0,Y,N,0.4,N,N,0.021,N,N,Y,0.038,Y,N,N,0.0174,N,N,0.003,N,N
201605,대전광역시,55724,5987,8790,25.0,N,49.0,Y,N,0.4,N,N,0.017,N,N,N,0.048,Y,N,N,0.0233,N,Y,0.003,N,N
201606,대전광역시,42065,5362,6428,22.0,N,38.0,N,N,0.4,N,N,0.014,N,N,N,0.047,Y,N,N,0.0166,N,N,0.002,N,N
201607,대전광역시,43855,5812,6040,13.0,N,27.0,N,N,0.4,N,N,0.013,N,N,N,0.032,Y,N,N,0.0176,N,N,0.002,N,N
201608,대전광역시,51572,5909,6646,15.0,N,29.0,N,N,0.4,N,N,0.015,N,N,N,0.039,Y,N,N,0.0164,N,N,0.003,N,N
201609,대전광역시,83316,4566,9456,17.0,N,32.0,N,N,0.5,N,Y,0.016,N,N,N,0.03,Y,N,N,0.0302,N,Y,0.002,N,N
201610,대전광역시,80448,4808,10313,16.0,N,36.0,N,N,0.5,N,Y,0.019,N,N,Y,0.02,N,N,N,0.0126,N,N,0.002,N,N
201611,대전광역시,82200,5068,12190,25.0,N,51.0,Y,N,0.6,N,Y,0.028,N,N,Y,0.012,N,N,N,0.0288,N,Y,0.004,N,N
201612,대전광역시,99692,5045,12423,25.0,N,47.0,Y,N,0.6,N,Y,0.027,N,N,Y,0.012,N,N,N,0.0268,N,Y,0.004,N,N
201701,대전광역시,57954,5080,7677,26.0,N,51.0,Y,N,0.6,N,Y,0.024,N,N,Y,0.024,N,N,N,0.0256,N,Y,0.004,N,N
201702,대전광역시,59879,5221,7494,24.0,N,46.0,Y,N,0.5,N,Y,0.023,N,N,Y,0.023,N,N,N,0.0243,N,Y,0.004,N,N
201703,대전광역시,84086,5679,9459,29.0,N,54.0,Y,N,0.5,N,Y,0.021,N,N,Y,0.021,N,N,N,0.0205,N,N,0.004,N,N
201704,대전광역시,80877,5430,9514,22.0,N,58.0,Y,N,0.4,N,N,0.016,N,N,N,0.043,Y,N,N,0.0216,N,N,0.003,N,N
201705,대전광역시,58837,6262,7909,21.0,N,63.0,Y,N,0.3,N,N,0.015,N,N,N,0.047,Y,N,N,0.024,N,Y,0.003,N,N
