STD_YYYYMM,SIDO,비염환자수,아토피환자수,천식환자수,AVG_PM2.5,PM2_BAD,AVG_PM10,PM10_BAD,PM10_80BAD,AVG_일산화,일산화_9BAD,일산화_BAD,AVG_이산화,이산화_0.06BAD,이산화_0.03BAD,이산화_BAD,AVG_오존,오존_BAD,오존0.06_BAD,오존0.1_BAD,AVG_납,납_0.5BAD,납_BAD,AVG_아황산,아황산_0.05BAD,아황산_BAD
202209,경기도,630189,46516,51567,11.47,N,22.94,N,N,0.303,N,N,0.012,N,N,N,0.0294,Y,N,N,0.0135,N,N,0.002,N,N
202210,경기도,591479,42523,51540,15.44,N,27.97,N,N,0.339,N,N,0.017,N,N,N,0.022,N,N,N,0.0142,N,N,0.002,N,N
202211,경기도,550174,39742,45885,24.94,N,42.87,Y,N,0.445,N,N,0.024,N,N,Y,0.0175,N,N,N,0.0236,N,Y,0.002,N,N
202212,경기도,595689,41709,41852,22.12,N,39.32,N,N,0.458,N,N,0.025,N,N,Y,0.015,N,N,N,0.0298,N,Y,0.002,N,N
201501,충청북도,60750,4184,11183,,N,56.5,Y,N,0.9,N,Y,0.033,N,Y,Y,0.0115,N,N,N,0.0483,N,Y,0.007,N,Y
201502,충청북도,64499,3953,11763,,N,79.0,Y,N,0.775,N,Y,0.027,N,N,Y,0.0212,N,N,N,0.0424,N,Y,0.007,N,Y
201503,충청북도,86527,4901,15478,,N,72.25,Y,N,0.7,N,Y,0.029,N,N,Y,0.028,N,N,N,0.0228,N,Y,0.007,N,Y
201504,충청북도,69102,4449,14665,27.0,N,41.75,N,N,0.45,N,N,0.021,N,N,Y,0.0325,Y,N,N,0.0176,N,N,0.004,N,N
201505,충청북도,51539,5305,12136,32.0,N,49.75,Y,N,0.425,N,N,0.019,N,N,Y,0.0452,Y,N,N,0.0217,N,N,0.004,N,N
201506,충청북도,35212,4136,7900,27.0,N,38.25,N,N,0.4,N,N,0.017,N,N,N,0.0427,Y,N,N,0.0169,N,N,0.002,N,N
201507,충청북도,35057,5213,7399,17.0,N,29.33,N,N,0.3,N,N,0.012,N,N,N,0.0278,N,N,N,0.0064,N,N,0.002,N,N
201508,충청북도,47601,5015,9855,21.0,N,30.75,N,N,0.325,N,N,0.013,N,N,N,0.027,N,N,N,0.0092,N,N,0.002,N,N
201509,충청북도,90776,4119,14538,17.0,N,23.0,N,N,0.3,N,N,0.015,N,N,N,0.0242,N,N,N,0.0078,N,N,0.002,N,N
201510,충청북도,72531,3981,13385,37.0,Y,47.5,Y,N,0.475,N,Y,0.02,N,N,Y,0.0202,N,N,N,0.0224,N,Y,0.003,N,N
201511,충청북도,67485,3633,13539,33.0,N,35.75,N,N,0.575,N,Y,0.022,N,N,Y,0.0122,N,N,N,0.0138,N,N,0.003,N,N
201512,충청북도,80421,4122,16056,33.2,N,51.5,Y,N,0.825,N,Y,0.025,N,N,Y,0.0102,N,N,N,0.0356,N,Y,0.005,N,Y
201601,충청북도,75621,4480,11826,33.2,N,51.25,Y,N,0.825,N,Y,0.024,N,N,Y,0.0155,N,N,N,0.0344,N,Y,0.006,N,Y
201602,충청북도,77561,4001,13065,27.4,N,48.0,Y,N,0.75,N,Y,0.022,N,N,Y,0.0212,N,N,N,0.024,N,Y,0.006,N,Y
201603,충청북도,76728,4745,14260,34.0,N,63.25,Y,N,0.65,N,Y,0.023,N,N,Y,0.026,N,N,N,0.0266,N,Y,0.005,N,Y
201604,충청북도,66432,4355,12995,27.8,N,60.5,Y,N,0.45,N,N,0.018,N,N,N,0.0378,Y,N,N,0.0202,N,N,0.004,N,N
201605,충청북도,56338,5106,11323,24.4,N,48.5,Y,N,0.425,N,N,0.017,N,N,N,0.0408,Y,N,N,0.0102,N,N,0.004,N,N
201606,충청북도,43576,4579,8161,21.0,N,35.0,N,N,0.3,N,N,0.016,N,N,N,0.0402,Y,N,N,0.012,N,N,0.002,N,N
201607,충청북도,43824,4906,7654,10.83,N,21.2,N,N,0.32,N,N,0.014,N,N,N,0.027,N,N,N,0.0138,N,N,0.002,N,N
201608,충청북도,51222,5184,8776,12.0,N,24.0,N,N,0.32,N,N,0.014,N,N,N,0.0316,Y,N,N,0.0148,N,N,0.002,N,N
201609,충청북도,81226,4115,11864,18.5,N,29.2,N,N,0.4,N,N,0.015,N,N,N,0.0228,N,N,N,0.0226,N,Y,0.002,N,N
201610,충청북도,78206,3841,12645,21.0,N,35.2,N,N,0.5,N,Y,0.02,N,N,Y,0.0166,N,N,N,0.0122,N,N,0.003,N,N
201611,충청북도,78479,3931,13955,34.5,N,54.6,Y,N,0.76,N,Y,0.028,N,N,Y,0.0124,N,N,N,0.0166,N,N,0.004,N,N
201612,충청북도,101801,3921,15869,35.33,Y,50.6,Y,N,0.88,N,Y,0.027,N,N,Y,0.0098,N,N,N,0.041,N,Y,0.004,N,N
201701,충청북도,59424,4131,9867,39.0,Y,55.2,Y,N,0.84,N,Y,0.027,N,N,Y,0.0272,N,N,N,0.0297,N,Y,0.004,N,N
201702,충청북도,61054,4337,9698,33.83,N,50.2,Y,N,0.72,N,Y,0.026,N,N,Y,0.0214,N,N,N,0.019,N,N,0.005,N,Y
201703,충청북도,82244,4457,12273,38.67,Y,56.0,Y,N,0.64,N,Y,0.025,N,N,Y,0.0254,N,N,N,0.0196,N,N,0.005,N,Y
201704,충청북도,79269,4537,12307,26.86,N,52.83,Y,N,0.5,N,Y,0.019,N,N,Y,0.0415,Y,N,N,0.0199,N,N,0.003,N,N
201705,충청북도,60467,5371,9387,24.86,N,55.67,Y,N,0.45,N,N,0.016,N,N,N,0.0458,Y,N,N,0.0162,N,N,0.003,N,N
201706,충청북도,47117,4929,7487,22.86,N,38.33,N,N,0.48,N,Y,0.016,N,N,N,0.0488,Y,N,N,0.011,N,N,0.003,N,N
201707,충청북도,41986,5237,6542,16.14,N,26.33,N,N,0.3,N,N,0.012,N,N,N,0.0298,Y,N,N,0.0118,N,N,0.002,N,N
201708,충청북도,57093,5122,7283,9.0,N,18.8,N,N,0.42,N,N,0.013,N,N,N,0.0236,N,N,N,0.0082,N,N,0.003,N,N
201709,충청북도,92779,4572,10619,20.29,N,32.83,N,N,0.45,N,N,0.015,N,N,N,0.0253,N,N,N,0.019,N,N,0.003,N,N
201710,충청북도,69049,3928,9564,18.57,N,30.17,N,N,0.467,N,Y,0.016,N,N,N,0.0182,N,N,N,0.0083,N,N,0.003,N,N
201711,충청북도,88320,4098,11977,32.0,N,48.83,Y,N,0.633,N,Y,0.023,N,N,Y,0.016,N,N,N,0.0236,N,Y,0.004,N,N
201712,충청북도,105264,3899,13047,34.14,N,46.5,Y,N,0.783,N,Y,0.025,N,N,Y,0.0138,N,N,N,0.0202,N,N,0.004,N,N
201801,충청북도,89956,4194,11240,38.43,Y,52.17,Y,N,0.833,N,Y,0.028,N,N,Y,0.0158,N,N,N,0.0192,N,N,0.005,N,Y
201802,충청북도,60657,3987,8074,31.71,N,50.5,Y,N,0.75,N,Y,0.024,N,N,Y,0.023,N,N,N,0.0294,N,Y,0.005,N,Y
201803,충청북도,76004,4535,10109,32.86,N,48.33,Y,N,0.617,N,Y,0.019,N,N,Y,0.0327,Y,N,N,0.0166,N,N,0.004,N,N
201804,충청북도,78639,4556,11185,27.44,N,53.62,Y,N,0.4,N,N,0.016,N,N,N,0.0378,Y,N,N,0.0148,N,N,0.003,N,N
201805,충청북도,62435,4939,9719,24.56,N,42.5,Y,N,0.375,N,N,0.014,N,N,N,0.0381,Y,N,N,0.0084,N,N,0.003,N,N
201806,충청북도,46684,4742,6805,24.33,N,36.5,N,N,0.35,N,N,0.014,N,N,N,0.0399,Y,N,N,0.0081,N,N,0.003,N,N
201807,충청북도,44065,5393,6278,19.11,N,30.0,N,N,0.3,N,N,0.015,N,N,N,0.0282,N,N,N,0.0046,N,N,0.003,N,N
201808,충청북도,44736,4825,6240,13.33,N,24.75,N,N,0.325,N,N,0.016,N,N,N,0.0274,N,N,N,0.007,N,N,0.003,N,N
201809,충청북도,88796,4085,10090,13.11,N,26.12,N,N,0.3,N,N,0.016,N,N,N,0.0259,N,N,N,0.0102,N,N,0.003,N,N
201810,충청북도,81660,4255,11111,20.89,N,37.88,N,N,0.386,N,N,0.02,N,N,Y,0.0192,N,N,N,0.0138,N,N,0.003,N,N
201811,충청북도,85280,3824,12574,39.44,Y,63.12,Y,N,0.571,N,Y,0.028,N,N,Y,0.0129,N,N,N,0.0277,N,Y,0.004,N,N
201812,충청북도,92788,3936,12615,32.56,N,52.88,Y,N,0.638,N,Y,0.027,N,N,Y,0.0127,N,N,N,0.0214,N,N,0.004,N,N
201901,충청북도,64881,4273,8732,45.8,Y,68.78,Y,N,0.7,N,Y,0.028,N,N,Y,0.0148,N,N,N,0.0362,N,Y,0.005,N,Y
201902,충청북도,52271,3923,6670,44.75,Y,61.55,Y,N,0.645,N,Y,0.023,N,N,Y,0.0223,N,N,N,0.02,N,N,0.004,N,N
201903,충청북도,78021,4249,9780,47.33,Y,66.09,Y,N,0.5,N,Y,0.019,N,N,Y,0.035,Y,N,N,0.0298,N,Y,0.004,N,N
201904,충청북도,82745,4540,10904,22.67,N,41.73,N,N,0.373,N,N,0.015,N,N,N,0.0362,Y,N,N,0.0094,N,N,0.003,N,N
201905,충청북도,64923,5306,10059,27.25,N,48.73,Y,N,0.364,N,N,0.014,N,N,N,0.0495,Y,N,N,0.0119,N,N,0.003,N,N
201906,충청북도,42590,4356,6554,24.36,N,34.8,N,N,0.34,N,N,0.011,N,N,N,0.0428,Y,N,N,0.0096,N,N,0.003,N,N
201907,충청북도,44847,5143,6501,15.67,N,24.18,N,N,0.327,N,N,0.009,N,N,N,0.0299,Y,N,N,0.0036,N,N,0.003,N,N
201908,충청북도,46864,5421,6081,17.17,N,26.27,N,N,0.355,N,N,0.009,N,N,N,0.0276,N,N,N,0.0058,N,N,0.002,N,N
201909,충청북도,86006,4345,9558,13.67,N,22.45,N,N,0.318,N,N,0.011,N,N,N,0.0231,N,N,N,0.0057,N,N,0.003,N,N
201910,충청북도,82369,4254,10440,19.17,N,32.18,N,N,0.382,N,N,0.014,N,N,N,0.0204,N,N,N,0.0156,N,N,0.003,N,N
201911,충청북도,77536,3947,10629,28.42,N,47.45,Y,N,0.527,N,Y,0.02,N,N,Y,0.0164,N,N,N,0.0207,N,N,0.003,N,N
201912,충청북도,85055,3884,11186,33.25,N,45.45,Y,N,0.64,N,Y,0.022,N,N,Y,0.013,N,N,N,0.0234,N,Y,0.003,N,N
202001,충청북도,84217,4082,10024,32.75,N,44.73,Y,N,0.627,N,Y,0.02,N,N,Y,0.0165,N,N,N,0.0174,N,N,0.003,N,N
202002,충청북도,47824,3671,6117,29.83,N,40.82,N,N,0.609,N,Y,0.018,N,N,N,0.0235,N,N,N,0.0176,N,N,0.003,N,N
202003,충청북도,29047,3975,4061,26.08,N,42.0,Y,N,0.464,N,N,0.015,N,N,N,0.0326,Y,N,N,0.0148,N,N,0.003,N,N
202004,충청북도,31698,4696,3570,22.17,N,42.6,Y,N,0.391,N,N,0.012,N,N,N,0.0428,Y,N,N,0.0078,N,N,0.003,N,N
202005,충청북도,44677,5284,4456,18.36,N,33.0,N,N,0.409,N,N,0.009,N,N,N,0.0397,Y,N,N,0.0078,N,N,0.003,N,N
202006,충청북도,36949,5158,3842,20.09,N,36.0,N,N,0.38,N,N,0.009,N,N,N,0.0441,Y,N,N,0.0104,N,N,0.003,N,N
202007,충청북도,33692,4502,3671,9.75,N,17.45,N,N,0.345,N,N,0.008,N,N,N,0.0271,N,N,N,0.0085,N,N,0.003,N,N
202008,충청북도,33252,5110,3477,11.08,N,20.91,N,N,0.309,N,N,0.007,N,N,N,0.0205,N,N,N,0.0018,N,N,0.003,N,N
202009,충청북도,51366,4682,4206,11.92,N,21.91,N,N,0.373,N,N,0.009,N,N,N,0.0271,N,N,N,0.0092,N,N,0.003,N,N
202010,충청북도,51759,4265,4792,20.58,N,35.6,N,N,0.427,N,N,0.014,N,N,N,0.0237,N,N,N,0.0108,N,N,0.003,N,N
202011,충청북도,57079,3924,5237,25.42,N,40.09,N,N,0.491,N,Y,0.017,N,N,N,0.0195,N,N,N,0.0176,N,N,0.003,N,N
202012,충청북도,31807,3950,3312,29.58,N,43.0,Y,N,0.6,N,Y,0.02,N,N,Y,0.0169,N,N,N,0.0177,N,N,0.003,N,N
202101,충청북도,25383,3685,2743,24.83,N,41.82,N,N,0.582,N,Y,0.018,N,N,N,0.02,N,N,N,0.0125,N,N,0.003,N,N
202102,충청북도,30829,3799,3155,28.33,N,44.73,Y,N,0.545,N,Y,0.016,N,N,N,0.0287,N,N,N,0.0127,N,N,0.003,N,N
202103,충청북도,51155,4250,4640,27.25,N,60.91,Y,N,0.491,N,Y,0.015,N,N,N,0.034,Y,N,N,0.014,N,N,0.002,N,N
202104,충청북도,52930,4555,4978,17.91,N,39.5,N,N,0.41,N,N,0.012,N,N,N,0.0447,Y,N,N,0.0102,N,N,0.002,N,N
202105,충청북도,36523,4202,4074,20.55,N,50.9,Y,N,0.411,N,N,0.01,N,N,N,0.0397,Y,N,N,0.0099,N,N,0.002,N,N
202106,충청북도,33548,4651,3579,19.0,N,31.1,N,N,0.4,N,N,0.009,N,N,N,0.0426,Y,N,N,0.0114,N,N,0.002,N,N
202107,충청북도,28932,5074,2999,9.75,N,18.91,N,N,0.336,N,N,0.008,N,N,N,0.0284,N,N,N,0.0054,N,N,0.002,N,N
202108,충청북도,31817,4563,3010,10.17,N,20.73,N,N,0.373,N,N,0.008,N,N,N,0.0285,N,N,N,0.0081,N,N,0.002,N,N
202109,충청북도,58202,4791,4394,8.08,N,16.0,N,N,0.373,N,N,0.008,N,N,N,0.0281,N,N,N,0.006,N,N,0.002,N,N
202110,충청북도,58466,4511,5821,17.08,N,28.36,N,N,0.427,N,N,0.012,N,N,N,0.0223,N,N,N,0.006,N,N,0.002,N,N
202111,충청북도,67261,4013,6635,26.5,N,43.09,Y,N,0.518,N,Y,0.017,N,N,N,0.0215,N,N,N,0.0048,N,N,0.002,N,N
202112,충청북도,44461,4313,4587,25.08,N,39.0,N,N,0.556,N,Y,0.018,N,N,N,0.0181,N,N,N,0.0139,N,N,0.002,N,N
202201,충청북도,47876,4352,5328,30.33,N,43.09,Y,N,0.555,N,Y,0.021,N,N,Y,0.0187,N,N,N,0.014,N,N,0.002,N,N
202202,충청북도,52487,4090,4499,26.5,N,39.82,N,N,0.455,N,N,0.016,N,N,N,0.0312,Y,N,N,0.0158,N,N,0.002,N,N
202203,충청북도,77323,3843,5813,25.5,N,45.18,Y,N,0.436,N,N,0.015,N,N,N,0.0329,Y,N,N,0.0157,N,N,0.002,N,N
202204,충청북도,63044,4937,6434,19.64,N,39.4,N,N,0.37,N,N,0.012,N,N,N,0.0432,Y,N,N,0.0061,N,N,0.002,N,N
202205,충청북도,43808,4787,5100,17.73,N,33.6,N,N,0.345,N,N,0.01,N,N,N,0.0509,Y,N,N,0.0099,N,N,0.002,N,N
202206,충청북도,37434,4257,5004,13.55,N,23.55,N,N,0.309,N,N,0.007,N,N,N,0.0407,Y,N,N,0.004,N,N,0.002,N,N
202207,충청북도,45038,4671,4302,13.67,N,22.36,N,N,0.355,N,N,0.007,N,N,N,0.0323,Y,N,N,0.0168,N,N,0.002,N,N
202208,충청북도,55283,4889,4871,10.25,N,17.4,N,N,0.318,N,N,0.007,N,N,N,0.0259,N,N,N,0.0052,N,N,0.002,N,N
202209,충청북도,72278,4479,6503,11.75,N,19.7,N,N,0.291,N,N,0.009,N,N,N,0.0265,N,N,N,0.0106,N,N,0.002,N,N
202210,충청북도,69515,3953,7271,15.58,N,25.36,N,N,0.355,N,N,0.011,N,N,N,0.0228,N,N,N,0.0076,N,N,0.002,N,N
202211,충청북도,67616,3669,6263,26.33,N,42.55,Y,N,0.455,N,N,0.017,N,N,N,0.0199,N,N,N,0.0189,N,N,0.002,N,N
202212,충청북도,75630,3813,6333,26.0,N,39.64,N,N,0.473,N,Y,0.019,N,N,Y,0.0166,N,N,N,0.0214,N,N,0.002,N,N
201501,충청남도,78654,5539,13641,,N,44.25,Y,N,0.825,N,Y,0.022,N,N,Y,0.0155,N,N,N,0.0398,N,Y,0.005,N,Y
201502,충청남도,85221,4937,14519,,N,65.0,Y,N,0.65,N,Y,0.018,N,N,N,0.023,N,N,N,0.0513,N,Y,0.005,N,Y
201503,충청남도,107398,6143,17986,,N,65.25,Y,N,0.55,N,Y,0.02,N,N,Y,0.0262,N,N,N,0.0314,N,Y,0.006,N,Y
201504,충청남도,88711,5487,17316,,N,43.0,Y,N,0.45,N,N,0.016,N,N,N,0.0325,Y,N,N,0.014,N,N,0.004,N,N
201505,충청남도,69613,6348,14278,,N,46.5,Y,N,0.375,N,N,0.015,N,N,N,0.04,Y,N,N,0.0128,N,N,0.005,N,Y
201506,충청남도,44525,4764,8482,30.0,N,41.0,N,N,0.4,N,N,0.015,N,N,N,0.042,Y,N,N,0.0144,N,N,0.004,N,N
201507,충청남도,49073,6676,9155,22.0,N,28.5,N,N,0.35,N,N,0.011,N,N,N,0.0328,Y,N,N,0.0121,N,N,0.003,N,N
201508,충청남도,65780,6550,12398,26.0,N,37.0,N,N,0.475,N,Y,0.014,N,N,N,0.0322,Y,N,N,0.028,N,Y,0.003,N,N
201509,충청남도,120672,5117,16851,22.0,N,28.0,N,N,0.475,N,Y,0.023,N,N,Y,0.0318,Y,N,N,0.0097,N,N,0.003,N,N
201510,충청남도,89687,5037,15848,,N,43.75,Y,N,0.575,N,Y,0.019,N,N,Y,0.0253,N,N,N,0.0122,N,N,0.003,N,N
201511,충청남도,85675,4459,16691,,N,40.0,N,N,0.825,N,Y,0.024,N,N,Y,0.0152,N,N,N,0.0118,N,N,0.003,N,N
201512,충청남도,105090,5302,20854,,N,46.25,Y,N,0.95,N,Y,0.024,N,N,Y,0.0132,N,N,N,0.0344,N,Y,0.004,N,N
201601,충청남도,91296,5259,14692,32.0,N,46.25,Y,N,0.625,N,Y,0.021,N,N,Y,0.019,N,N,N,0.0226,N,Y,0.005,N,Y
201602,충청남도,95611,5017,17003,28.0,N,43.25,Y,N,0.475,N,Y,0.017,N,N,N,0.0253,N,N,N,0.019,N,N,0.003,N,N
201603,충청남도,100076,5480,17762,35.0,N,61.0,Y,N,0.475,N,Y,0.018,N,N,N,0.0302,Y,N,N,0.0229,N,Y,0.004,N,N
201604,충청남도,85923,5232,16241,32.0,N,70.75,Y,N,0.45,N,N,0.021,N,N,Y,0.04,Y,N,N,0.0216,N,N,0.004,N,N
201605,충청남도,72238,5996,14487,26.75,N,54.25,Y,N,0.4,N,N,0.017,N,N,N,0.054,Y,N,N,0.019,N,N,0.004,N,N
201606,충청남도,56171,6051,10603,26.25,N,46.5,Y,N,0.425,N,N,0.016,N,N,N,0.0495,Y,N,N,0.034,N,Y,0.004,N,N
201607,충청남도,56166,6455,9762,17.25,N,31.5,N,N,0.35,N,N,0.012,N,N,N,0.0335,Y,N,N,0.012,N,N,0.003,N,N
201608,충청남도,70228,6902,11504,23.0,N,40.0,N,N,0.425,N,N,0.015,N,N,N,0.0385,Y,N,N,0.0115,N,N,0.005,N,Y
201609,충청남도,110422,5142,15721,24.0,N,42.25,Y,N,0.375,N,N,0.016,N,N,N,0.0338,Y,N,N,0.0084,N,N,0.002,N,N
201610,충청남도,102273,5156,17152,23.0,N,45.5,Y,N,0.45,N,N,0.022,N,N,Y,0.0225,N,N,N,0.0252,N,Y,0.002,N,N
201611,충청남도,97620,5082,17554,30.0,N,51.25,Y,N,0.6,N,Y,0.025,N,N,Y,0.0195,N,N,N,0.02,N,N,0.003,N,N
201612,충청남도,124792,4796,18885,26.75,N,43.75,Y,N,0.825,N,Y,0.026,N,N,Y,0.0162,N,N,N,0.0236,N,Y,0.004,N,N
201701,충청남도,74122,5150,12635,28.0,N,52.0,Y,N,0.625,N,Y,0.022,N,N,Y,0.022,N,N,N,0.0186,N,N,0.004,N,N
201702,충청남도,76208,5448,12637,24.4,N,47.0,Y,N,0.675,N,Y,0.022,N,N,Y,0.0248,N,N,N,0.0156,N,N,0.004,N,N
201703,충청남도,107781,5667,16638,34.6,N,62.6,Y,N,0.6,N,Y,0.023,N,N,Y,0.0232,N,N,N,0.0161,N,N,0.006,N,Y
201704,충청남도,97580,5409,15697,25.2,N,62.25,Y,N,0.45,N,N,0.017,N,N,N,0.0392,Y,N,N,0.0144,N,N,0.004,N,N
201705,충청남도,76813,6590,13358,23.4,N,67.25,Y,N,0.4,N,N,0.015,N,N,N,0.0448,Y,N,N,0.0158,N,N,0.004,N,N
201706,충청남도,62251,6079,10647,22.2,N,42.5,Y,N,0.425,N,N,0.015,N,N,N,0.0458,Y,N,N,0.0104,N,N,0.005,N,Y
201707,충청남도,57151,6814,9578,19.6,N,32.5,N,N,0.373,N,N,0.009,N,N,N,0.0358,Y,N,N,0.0173,N,N,0.003,N,N
201708,충청남도,77609,6747,10624,14.25,N,26.7,N,N,0.4,N,N,0.01,N,N,N,0.0311,Y,N,N,0.0118,N,N,0.003,N,N
201709,충청남도,122471,5991,15537,22.64,N,39.44,N,N,0.45,N,N,0.014,N,N,N,0.0354,Y,N,N,0.0146,N,N,0.002,N,N
201710,충청남도,87461,5139,13549,18.8,N,39.22,N,N,0.4,N,N,0.016,N,N,N,0.0259,N,N,N,0.028,N,Y,0.002,N,N
201711,충청남도,108994,5274,16676,26.09,N,47.2,Y,N,0.47,N,Y,0.018,N,N,N,0.0209,N,N,N,0.0142,N,N,0.003,N,N
201712,충청남도,131944,4966,17065,25.2,N,44.8,Y,N,0.54,N,Y,0.02,N,N,Y,0.0183,N,N,N,0.023,N,Y,0.004,N,N
201801,충청남도,118654,5431,15325,29.58,N,50.17,Y,N,0.542,N,Y,0.021,N,N,Y,0.0188,N,N,N,0.0455,N,Y,0.004,N,N
201802,충청남도,77334,4948,11434,26.0,N,48.0,Y,N,0.515,N,Y,0.019,N,N,Y,0.0244,N,N,N,0.0172,N,N,0.004,N,N
201803,충청남도,99363,5400,15095,26.83,N,46.25,Y,N,0.433,N,N,0.014,N,N,N,0.0325,Y,N,N,0.0096,N,N,0.003,N,N
201804,충청남도,97281,5656,16081,20.56,N,49.47,Y,N,0.34,N,N,0.012,N,N,N,0.0401,Y,N,N,0.0174,N,N,0.003,N,N
201805,충청남도,78730,6379,13673,18.31,N,40.07,N,N,0.327,N,N,0.009,N,N,N,0.0435,Y,N,N,0.0112,N,N,0.003,N,N
201806,충청남도,61592,6108,10288,20.93,N,35.14,N,N,0.371,N,N,0.009,N,N,N,0.045,Y,N,N,0.0077,N,N,0.004,N,N
201807,충청남도,56966,6735,8905,12.5,N,22.4,N,N,0.36,N,N,0.007,N,N,N,0.0261,N,N,N,0.0009,N,N,0.004,N,N
201808,충청남도,61773,6098,9515,10.0,N,23.47,N,N,0.4,N,N,0.008,N,N,N,0.0342,Y,N,N,0.0077,N,N,0.004,N,N
201809,충청남도,120152,5017,15105,13.06,N,21.14,N,N,0.427,N,N,0.01,N,N,N,0.0313,Y,N,N,0.0104,N,N,0.003,N,N
201810,충청남도,110227,5285,16178,15.31,N,30.0,N,N,0.453,N,N,0.014,N,N,N,0.0254,N,N,N,0.0272,N,Y,0.003,N,N
201811,충청남도,104372,4607,17493,33.25,N,56.6,Y,N,0.647,N,Y,0.022,N,N,Y,0.0185,N,N,N,0.0374,N,Y,0.004,N,N
201812,충청남도,123999,5284,18137,24.81,N,43.6,Y,N,0.64,N,Y,0.02,N,N,Y,0.0183,N,N,N,0.0298,N,Y,0.004,N,N
201901,충청남도,81508,5985,12276,36.25,Y,60.07,Y,N,0.727,N,Y,0.021,N,N,Y,0.0203,N,N,N,0.0363,N,Y,0.005,N,Y
201902,충청남도,69205,5226,10362,34.62,N,56.93,Y,N,0.68,N,Y,0.019,N,N,Y,0.0267,N,N,N,0.0279,N,Y,0.005,N,Y
201903,충청남도,103337,5819,14021,42.56,Y,65.53,Y,N,0.6,N,Y,0.016,N,N,N,0.0374,Y,N,N,0.0193,N,N,0.004,N,N
201904,충청남도,106385,5559,14985,21.44,N,41.27,N,N,0.493,N,Y,0.013,N,N,N,0.0378,Y,N,N,0.0166,N,N,0.004,N,N
201905,충청남도,86282,6818,14896,26.81,N,50.53,Y,N,0.487,N,Y,0.011,N,N,N,0.0537,Y,N,N,0.0189,N,N,0.004,N,N
201906,충청남도,59653,5413,10731,21.88,N,32.73,N,N,0.447,N,N,0.009,N,N,N,0.0465,Y,N,N,0.0242,N,Y,0.004,N,N
201907,충청남도,61390,6509,9685,16.19,N,25.27,N,N,0.4,N,N,0.008,N,N,N,0.0357,Y,N,N,0.0103,N,N,0.003,N,N
201908,충청남도,66405,6623,9984,16.88,N,27.33,N,N,0.407,N,N,0.008,N,N,N,0.0358,Y,N,N,0.015,N,N,0.003,N,N
201909,충청남도,117617,5739,15040,13.81,N,25.27,N,N,0.393,N,N,0.009,N,N,N,0.0298,Y,N,N,0.0243,N,Y,0.003,N,N
201910,충청남도,107707,5628,15384,19.38,N,36.13,N,N,0.4,N,N,0.012,N,N,N,0.0269,N,N,N,0.0334,N,Y,0.003,N,N
201911,충청남도,100608,5149,15041,23.88,N,44.47,Y,N,0.487,N,Y,0.017,N,N,N,0.0204,N,N,N,0.0424,N,Y,0.003,N,N
201912,충청남도,112487,5311,15530,28.53,N,41.4,N,N,0.513,N,Y,0.018,N,N,N,0.0187,N,N,N,0.0629,N,Y,0.004,N,N
202001,충청남도,109687,5269,13718,32.0,N,44.4,Y,N,0.533,N,Y,0.018,N,N,N,0.0197,N,N,N,0.0403,N,Y,0.004,N,N
202002,충청남도,59060,4527,8570,30.06,N,43.67,Y,N,0.467,N,Y,0.016,N,N,N,0.0247,N,N,N,0.0283,N,Y,0.003,N,N
202003,충청남도,37775,4839,5969,25.53,N,47.07,Y,N,0.429,N,N,0.013,N,N,N,0.0341,Y,N,N,0.0384,N,Y,0.003,N,N
202004,충청남도,41993,5667,5535,20.07,N,44.07,Y,N,0.379,N,N,0.01,N,N,N,0.0404,Y,N,N,0.019,N,N,0.003,N,N
202005,충청남도,64255,6188,6875,18.86,N,34.93,N,N,0.4,N,N,0.008,N,N,N,0.0407,Y,N,N,0.0154,N,N,0.003,N,N
202006,충청남도,51625,6236,6252,19.31,N,35.53,N,N,0.407,N,N,0.009,N,N,N,0.046,Y,N,N,0.0266,N,Y,0.003,N,N
202007,충청남도,47186,5929,5629,12.06,N,21.67,N,N,0.373,N,N,0.008,N,N,N,0.0334,Y,N,N,0.0181,N,N,0.003,N,N
202008,충청남도,43125,6164,4993,13.12,N,23.87,N,N,0.313,N,N,0.006,N,N,N,0.0247,N,N,N,0.0037,N,N,0.003,N,N
202009,충청남도,76426,5726,7402,12.6,N,23.33,N,N,0.407,N,N,0.008,N,N,N,0.0345,Y,N,N,0.0199,N,N,0.003,N,N
202010,충청남도,75397,5640,7566,19.8,N,37.64,N,N,0.457,N,N,0.013,N,N,N,0.0282,N,N,N,0.0273,N,Y,0.004,N,N
202011,충청남도,66406,4911,7696,24.62,N,40.67,N,N,0.507,N,Y,0.016,N,N,N,0.0233,N,N,N,0.04,N,Y,0.004,N,N
202012,충청남도,44567,5360,5631,27.19,N,41.67,N,N,0.507,N,Y,0.018,N,N,N,0.0214,N,N,N,0.0361,N,Y,0.004,N,N
202101,충청남도,34861,5081,4471,24.44,N,43.67,Y,N,0.5,N,Y,0.017,N,N,N,0.0228,N,N,N,0.0266,N,Y,0.004,N,N
202102,충청남도,41883,4915,4831,30.81,N,50.87,Y,N,0.487,N,Y,0.015,N,N,N,0.0329,Y,N,N,0.0216,N,N,0.004,N,N
202103,충청남도,67272,5629,7284,33.12,N,77.6,Y,N,0.467,N,Y,0.015,N,N,N,0.0369,Y,N,N,0.0495,N,Y,0.004,N,N
